gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4]
45,1.08678,0.650742,0.650742,0.650742,0.650742,0.650742,0.646334,0.646334,0.646334,0.646334,0.646334,0.642032,0.642032,0.642032,0.642032,0.642032,0.638193,0.638193,0.638193,0.638193,0.638193,0.634979,0.634979,0.634979,0.634979,0.634979
46,1.1179,0.665826,0.665826,0.665826,0.665826,0.665826,0.661128,0.661128,0.661128,0.661128,0.661128,0.656518,0.656518,0.656518,0.656518,0.656518,0.652377,0.652377,0.652377,0.652377,0.652377,0.648896,0.648896,0.648896,0.648896,0.648896
47,1.14939,0.681074,0.681074,0.681074,0.681074,0.681074,0.676027,0.676027,0.676027,0.676027,0.676027,0.6711,0.6711,0.6711,0.6711,0.6711,0.666679,0.666679,0.666679,0.666679,0.666679,0.662955,0.662955,0.662955,0.662955,0.662955
48,1.18124,0.696503,0.696503,0.696503,0.696503,0.696503,0.691091,0.691091,0.691091,0.691091,0.691091,0.685824,0.685824,0.685824,0.685824,0.685824,0.681087,0.681087,0.681087,0.681087,0.681087,0.67709,0.67709,0.67709,0.67709,0.67709
49,1.21346,0.712113,0.712113,0.712113,0.712113,0.712113,0.706316,0.706316,0.706316,0.706316,0.706316,0.700666,0.700666,0.700666,0.700666,0.700666,0.695609,0.695609,0.695609,0.695609,0.695609,0.691353,0.691353,0.691353,0.691353,0.691353
50,1.24606,0.727824,0.727824,0.727824,0.727824,0.727824,0.721694,0.721694,0.721694,0.721694,0.721694,0.715673,0.715673,0.715673,0.715673,0.715673,0.710267,0.710267,0.710267,0.710267,0.710267,0.70571,0.70571,0.70571,0.70571,0.70571
51,1.27903,0.743704,0.743704,0.743704,0.743704,0.743704,0.737233,0.737233,0.737233,0.737233,0.737233,0.730841,0.730841,0.730841,0.730841,0.730841,0.725069,0.725069,0.725069,0.725069,0.725069,0.7202,0.7202,0.7202,0.7202,0.7202
52,1.31239,0.75974,0.75974,0.75974,0.75974,0.75974,0.752898,0.752898,0.752898,0.752898,0.752898,0.746149,0.746149,0.746149,0.746149,0.746149,0.740037,0.740037,0.740037,0.740037,0.740037,0.734823,0.734823,0.734823,0.734823,0.734823
53,1.34613,0.776023,0.776023,0.776023,0.776023,0.776023,0.768742,0.768742,0.768742,0.768742,0.768742,0.761582,0.761582,0.761582,0.761582,0.761582,0.755087,0.755087,0.755087,0.755087,0.755087,0.74956,0.74956,0.74956,0.74956,0.74956
54,1.38026,0.792546,0.792546,0.792546,0.792546,0.792546,0.784834,0.784834,0.784834,0.784834,0.784834,0.777206,0.777206,0.777206,0.777206,0.777206,0.770303,0.770303,0.770303,0.770303,0.770303,0.764438,0.764438,0.764438,0.764438,0.764438
55,1.41479,0.809172,0.809172,0.809172,0.809172,0.809172,0.801071,0.801071,0.801071,0.801071,0.801071,0.793016,0.793016,0.793016,0.793016,0.793016,0.785666,0.785666,0.785666,0.785666,0.785666,0.779419,0.779419,0.779419,0.779419,0.779419
56,1.44971,0.825986,0.825986,0.825986,0.825986,0.825986,0.817438,0.817438,0.817438,0.817438,0.817438,0.808941,0.808941,0.808941,0.808941,0.808941,0.801182,0.801182,0.801182,0.801182,0.801182,0.794559,0.794559,0.794559,0.794559,0.794559
57,1.48504,0.843015,0.843015,0.843015,0.843015,0.843015,0.833998,0.833998,0.833998,0.833998,0.833998,0.825043,0.825043,0.825043,0.825043,0.825043,0.816845,0.816845,0.816845,0.816845,0.816845,0.809824,0.809824,0.809824,0.809824,0.809824
58,1.52078,0.860358,0.860358,0.860358,0.860358,0.860358,0.850754,0.850754,0.850754,0.850754,0.850754,0.841327,0.841327,0.841327,0.841327,0.841327,0.832687,0.832687,0.832687,0.832687,0.832687,0.825264,0.825264,0.825264,0.825264,0.825264
59,1.55694,0.877987,0.877987,0.877987,0.877987,0.877987,0.867857,0.867857,0.867857,0.867857,0.867857,0.857831,0.857831,0.857831,0.857831,0.857831,0.848711,0.848711,0.848711,0.848711,0.848711,0.840875,0.840875,0.840875,0.840875,0.840875
60,1.59351,0.895698,0.895698,0.895698,0.895698,0.895698,0.88514,0.88514,0.88514,0.88514,0.88514,0.874561,0.874561,0.874561,0.874561,0.874561,0.864909,0.864909,0.864909,0.864909,0.864909,0.856645,0.856645,0.856645,0.856645,0.856645
61,1.63051,0.913638,0.913638,0.913638,0.913638,0.913638,0.902593,0.902593,0.902593,0.902593,0.902593,0.891496,0.891496,0.891496,0.891496,0.891496,0.881299,0.881299,0.881299,0.881299,0.881299,0.872564,0.872564,0.872564,0.872564,0.872564
62,1.66794,0.931841,0.931841,0.931841,0.931841,0.931841,0.920317,0.920317,0.920317,0.920317,0.920317,0.908638,0.908638,0.908638,0.908638,0.908638,0.897916,0.897916,0.897916,0.897916,0.897916,0.888695,0.888695,0.888695,0.888695,0.888695
63,1.7058,0.950427,0.950427,0.950427,0.950427,0.950427,0.93828,0.93828,0.93828,0.93828,0.93828,0.926079,0.926079,0.926079,0.926079,0.926079,0.914758,0.914758,0.914758,0.914758,0.914758,0.90503,0.90503,0.90503,0.90503,0.90503
64,1.7441,0.969267,0.969267,0.969267,0.969267,0.969267,0.956513,0.956513,0.956513,0.956513,0.956513,0.943712,0.943712,0.943712,0.943712,0.943712,0.931838,0.931838,0.931838,0.931838,0.931838,0.921562,0.921562,0.921562,0.921562,0.921562
65,1.78284,0.988246,0.988246,0.988246,0.988246,0.988246,0.974945,0.974945,0.974945,0.974945,0.974945,0.961537,0.961537,0.961537,0.961537,0.961537,0.949101,0.949101,0.949101,0.949101,0.949101,0.93829,0.93829,0.93829,0.93829,0.93829
66,1.82203,1.00752,1.00752,1.00752,1.00752,1.00752,0.993577,0.993577,0.993577,0.993577,0.993577,0.979582,0.979582,0.979582,0.979582,0.979582,0.966559,0.966559,0.966559,0.966559,0.966559,0.955238,0.955238,0.955238,0.955238,0.955238
67,1.86167,1.02708,1.02708,1.02708,1.02708,1.02708,1.0126,1.0126,1.0126,1.0126,1.0126,0.997862,0.997862,0.997862,0.997862,0.997862,0.984249,0.984249,0.984249,0.984249,0.984249,0.972389,0.972389,0.972389,0.972389,0.972389
68,1.90178,1.04702,1.04702,1.04702,1.04702,1.04702,1.03189,1.03189,1.03189,1.03189,1.03189,1.01651,1.01651,1.01651,1.01651,1.01651,1.00218,1.00218,1.00218,1.00218,1.00218,0.989749,0.989749,0.989749,0.989749,0.989749
69,1.94235,1.06723,1.06723,1.06723,1.06723,1.06723,1.05144,1.05144,1.05144,1.05144,1.05144,1.03538,1.03538,1.03538,1.03538,1.03538,1.02039,1.02039,1.02039,1.02039,1.02039,1.00734,1.00734,1.00734,1.00734,1.00734
70,1.98339,1.08771,1.08771,1.08771,1.08771,1.08771,1.07129,1.07129,1.07129,1.07129,1.07129,1.05447,1.05447,1.05447,1.05447,1.05447,1.03881,1.03881,1.03881,1.03881,1.03881,1.02514,1.02514,1.02514,1.02514,1.02514
71,2.0249,1.10859,1.10859,1.10859,1.10859,1.10859,1.09142,1.09142,1.09142,1.09142,1.09142,1.07393,1.07393,1.07393,1.07393,1.07393,1.05747,1.05747,1.05747,1.05747,1.05747,1.04319,1.04319,1.04319,1.04319,1.04319
72,2.0669,1.12975,1.12975,1.12975,1.12975,1.12975,1.1119,1.1119,1.1119,1.1119,1.1119,1.09366,1.09366,1.09366,1.09366,1.09366,1.07649,1.07649,1.07649,1.07649,1.07649,1.06148,1.06148,1.06148,1.06148,1.06148
73,2.10938,1.1512,1.1512,1.1512,1.1512,1.1512,1.13271,1.13271,1.13271,1.13271,1.13271,1.1137,1.1137,1.1137,1.1137,1.1137,1.09579,1.09579,1.09579,1.09579,1.09579,1.08005,1.08005,1.08005,1.08005,1.08005
74,2.15235,1.17295,1.17295,1.17295,1.17295,1.17295,1.15381,1.15381,1.15381,1.15381,1.15381,1.13405,1.13405,1.13405,1.13405,1.13405,1.11539,1.11539,1.11539,1.11539,1.11539,1.09894,1.09894,1.09894,1.09894,1.09894
75,2.19582,1.19506,1.19506,1.19506,1.19506,1.19506,1.17523,1.17523,1.17523,1.17523,1.17523,1.1547,1.1547,1.1547,1.1547,1.1547,1.13525,1.13525,1.13525,1.13525,1.13525,1.11811,1.11811,1.11811,1.11811,1.11811
76,2.2398,1.21755,1.21755,1.21755,1.21755,1.21755,1.19696,1.19696,1.19696,1.19696,1.19696,1.17571,1.17571,1.17571,1.17571,1.17571,1.15542,1.15542,1.15542,1.15542,1.15542,1.13753,1.13753,1.13753,1.13753,1.13753
77,2.28428,1.24052,1.24052,1.24052,1.24052,1.24052,1.21905,1.21905,1.21905,1.21905,1.21905,1.19696,1.19696,1.19696,1.19696,1.19696,1.17598,1.17598,1.17598,1.17598,1.17598,1.15726,1.15726,1.15726,1.15726,1.15726
78,2.32928,1.2638,1.2638,1.2638,1.2638,1.2638,1.24165,1.24165,1.24165,1.24165,1.24165,1.21854,1.21854,1.21854,1.21854,1.21854,1.19675,1.19675,1.19675,1.19675,1.19675,1.17735,1.17735,1.17735,1.17735,1.17735
79,2.37481,1.2874,1.2874,1.2874,1.2874,1.2874,1.26451,1.26451,1.26451,1.26451,1.26451,1.24062,1.24062,1.24062,1.24062,1.24062,1.2178,1.2178,1.2178,1.2178,1.2178,1.19768,1.19768,1.19768,1.19768,1.19768
80,2.42085,1.31135,1.31135,1.31135,1.31135,1.31135,1.28766,1.28766,1.28766,1.28766,1.28766,1.263,1.263,1.263,1.263,1.263,1.2393,1.2393,1.2393,1.2393,1.2393,1.21828,1.21828,1.21828,1.21828,1.21828
81,2.46744,1.33574,1.33574,1.33574,1.33574,1.33574,1.31112,1.31112,1.31112,1.31112,1.31112,1.28567,1.28567,1.28567,1.28567,1.28567,1.26115,1.26115,1.26115,1.26115,1.26115,1.23923,1.23923,1.23923,1.23923,1.23923
82,2.51456,1.36042,1.36042,1.36042,1.36042,1.36042,1.33527,1.33527,1.33527,1.33527,1.33527,1.30863,1.30863,1.30863,1.30863,1.30863,1.28332,1.28332,1.28332,1.28332,1.28332,1.26055,1.26055,1.26055,1.26055,1.26055
83,2.56223,1.38548,1.38548,1.38548,1.38548,1.38548,1.35971,1.35971,1.35971,1.35971,1.35971,1.3323,1.3323,1.3323,1.3323,1.3323,1.3058,1.3058,1.3058,1.3058,1.3058,1.28221,1.28221,1.28221,1.28221,1.28221
84,2.61045,1.41122,1.41122,1.41122,1.41122,1.41122,1.38443,1.38443,1.38443,1.38443,1.38443,1.35631,1.35631,1.35631,1.35631,1.35631,1.32884,1.32884,1.32884,1.32884,1.32884,1.30424,1.30424,1.30424,1.30424,1.30424
85,2.65923,1.43755,1.43755,1.43755,1.43755,1.43755,1.40959,1.40959,1.40959,1.40959,1.40959,1.38057,1.38057,1.38057,1.38057,1.38057,1.35226,1.35226,1.35226,1.35226,1.35226,1.3267,1.3267,1.3267,1.3267,1.3267
86,2.70857,1.46403,1.46403,1.46403,1.46403,1.46403,1.43543,1.43543,1.43543,1.43543,1.43543,1.40516,1.40516,1.40516,1.40516,1.40516,1.37595,1.37595,1.37595,1.37595,1.37595,1.34951,1.34951,1.34951,1.34951,1.34951
87,2.75849,1.49069,1.49069,1.49069,1.49069,1.49069,1.46155,1.46155,1.46155,1.46155,1.46155,1.43031,1.43031,1.43031,1.43031,1.43031,1.40004,1.40004,1.40004,1.40004,1.40004,1.3726,1.3726,1.3726,1.3726,1.3726
88,2.80898,1.51788,1.51788,1.51788,1.51788,1.51788,1.48782,1.48782,1.48782,1.48782,1.48782,1.45591,1.45591,1.45591,1.45591,1.45591,1.42454,1.42454,1.42454,1.42454,1.42454,1.39619,1.39619,1.39619,1.39619,1.39619
89,2.86006,1.54585,1.54585,1.54585,1.54585,1.54585,1.51465,1.51465,1.51465,1.51465,1.51465,1.48172,1.48172,1.48172,1.48172,1.48172,1.44949,1.44949,1.44949,1.44949,1.44949,1.42017,1.42017,1.42017,1.42017,1.42017
90,2.91173,1.57408,1.57408,1.57408,1.57408,1.57408,1.54226,1.54226,1.54226,1.54226,1.54226,1.50816,1.50816,1.50816,1.50816,1.50816,1.4748,1.4748,1.4748,1.4748,1.4748,1.44448,1.44448,1.44448,1.44448,1.44448
91,2.964,1.60267,1.60267,1.60267,1.60267,1.60267,1.5702,1.5702,1.5702,1.5702,1.5702,1.53519,1.53519,1.53519,1.53519,1.53519,1.5007,1.5007,1.5007,1.5007,1.5007,1.46924,1.46924,1.46924,1.46924,1.46924
92,3.01688,1.63186,1.63186,1.63186,1.63186,1.63186,1.59837,1.59837,1.59837,1.59837,1.59837,1.56266,1.56266,1.56266,1.56266,1.56266,1.52714,1.52714,1.52714,1.52714,1.52714,1.49452,1.49452,1.49452,1.49452,1.49452
93,3.07036,1.66179,1.66179,1.66179,1.66179,1.66179,1.62721,1.62721,1.62721,1.62721,1.62721,1.59023,1.59023,1.59023,1.59023,1.59023,1.55398,1.55398,1.55398,1.55398,1.55398,1.52043,1.52043,1.52043,1.52043,1.52043
94,3.12447,1.69219,1.69219,1.69219,1.69219,1.69219,1.65678,1.65678,1.65678,1.65678,1.65678,1.61862,1.61862,1.61862,1.61862,1.61862,1.58102,1.58102,1.58102,1.58102,1.58102,1.5466,1.5466,1.5466,1.5466,1.5466
95,3.1792,1.72285,1.72285,1.72285,1.72285,1.72285,1.68673,1.68673,1.68673,1.68673,1.68673,1.64762,1.64762,1.64762,1.64762,1.64762,1.6087,1.6087,1.6087,1.6087,1.6087,1.57311,1.57311,1.57311,1.57311,1.57311
96,3.23457,1.75375,1.75375,1.75375,1.75375,1.75375,1.71701,1.71701,1.71701,1.71701,1.71701,1.67707,1.67707,1.67707,1.67707,1.67707,1.63705,1.63705,1.63705,1.63705,1.63705,1.60011,1.60011,1.60011,1.60011,1.60011
97,3.29058,1.78506,1.78506,1.78506,1.78506,1.78506,1.74763,1.74763,1.74763,1.74763,1.74763,1.70682,1.70682,1.70682,1.70682,1.70682,1.66587,1.66587,1.66587,1.66587,1.66587,1.62789,1.62789,1.62789,1.62789,1.62789
98,3.34724,1.81741,1.81741,1.81741,1.81741,1.81741,1.77882,1.77882,1.77882,1.77882,1.77882,1.73697,1.73697,1.73697,1.73697,1.73697,1.69511,1.69511,1.69511,1.69511,1.69511,1.65598,1.65598,1.65598,1.65598,1.65598
99,3.40456,1.85044,1.85044,1.85044,1.85044,1.85044,1.81079,1.81079,1.81079,1.81079,1.81079,1.76784,1.76784,1.76784,1.76784,1.76784,1.72475,1.72475,1.72475,1.72475,1.72475,1.68461,1.68461,1.68461,1.68461,1.68461
100,3.46253,1.88388,1.88388,1.88388,1.88388,1.88388,1.8433,1.8433,1.8433,1.8433,1.8433,1.7993,1.7993,1.7993,1.7993,1.7993,1.75495,1.75495,1.75495,1.75495,1.75495,1.71375,1.71375,1.71375,1.71375,1.71375
101,3.52119,1.91771,1.91771,1.91771,1.91771,1.91771,1.87636,1.87636,1.87636,1.87636,1.87636,1.83127,1.83127,1.83127,1.83127,1.83127,1.78585,1.78585,1.78585,1.78585,1.78585,1.74332,1.74332,1.74332,1.74332,1.74332
