gridnumber,capital,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6]
76,2.2398,1.9935,2.01477,2.03603,2.05729,2.07855,2.09982,2.12108
77,2.28428,2.03474,2.05643,2.07812,2.09981,2.1215,2.14318,2.16488
78,2.32928,2.07647,2.09859,2.12071,2.14283,2.16495,2.18707,2.20919
79,2.37481,2.1187,2.14126,2.16381,2.18637,2.20892,2.23148,2.25404
80,2.42085,2.16144,2.18443,2.20743,2.23043,2.25342,2.27642,2.29942
81,2.46744,2.20468,2.22812,2.25157,2.27501,2.29845,2.32189,2.34533
82,2.51456,2.24844,2.27233,2.29623,2.32012,2.34401,2.36791,2.3918
83,2.56223,2.29272,2.31707,2.34142,2.36577,2.39012,2.41447,2.43882
84,2.61045,2.33752,2.36234,2.38715,2.41196,2.43677,2.46158,2.4864
85,2.65923,2.38287,2.40815,2.43343,2.4587,2.48398,2.50926,2.53454
86,2.70857,2.42874,2.4545,2.48025,2.506,2.53175,2.5575,2.58326
87,2.75849,2.47517,2.5014,2.52763,2.55386,2.58009,2.60632,2.63255
88,2.80898,2.52215,2.54886,2.57558,2.60229,2.629,2.65572,2.68243
89,2.86006,2.56968,2.59689,2.62409,2.65129,2.6785,2.7057,2.7329
90,2.91173,2.61778,2.64548,2.67318,2.70088,2.72858,2.75627,2.78397
91,2.964,2.66645,2.69465,2.72285,2.75105,2.77925,2.80745,2.83565
92,3.01688,2.7157,2.74441,2.77311,2.80182,2.83052,2.85923,2.88794
93,3.07036,2.76553,2.79475,2.82397,2.85319,2.88241,2.91162,2.94084
94,3.12447,2.81595,2.84569,2.87543,2.90516,2.9349,2.96464,2.99438
95,3.1792,2.86697,2.89723,2.9275,2.95776,2.98802,3.01828,3.04854
96,3.23457,2.91859,2.94939,2.98018,3.01097,3.04177,3.07255,3.10335
97,3.29058,2.97082,3.00216,3.03349,3.06482,3.09615,3.12747,3.1588
98,3.34724,3.02367,3.05555,3.08742,3.1193,3.15117,3.18304,3.21491
99,3.40456,3.07715,3.10958,3.142,3.17442,3.20684,3.23926,3.27168
100,3.46253,3.13126,3.16424,3.19722,3.2302,3.26318,3.29615,3.32913
101,3.52119,3.18601,3.21955,3.25309,3.28663,3.32017,3.35371,3.38725
102,3.58052,3.2414,3.27552,3.30963,3.34373,3.37784,3.41195,3.44606
103,3.64053,3.29745,3.33214,3.36683,3.40151,3.4362,3.47088,3.50556
104,3.70125,3.35416,3.38943,3.4247,3.45997,3.49524,3.5305,3.56576
105,3.76266,3.41154,3.4474,3.48326,3.51912,3.55497,3.59082,3.62668
106,3.82479,3.4696,3.50606,3.54251,3.57896,3.61541,3.65186,3.68831
107,3.88764,3.52834,3.5654,3.60246,3.63951,3.67657,3.71362,3.75067
108,3.95121,3.58777,3.62544,3.66311,3.70078,3.73844,3.7761,3.81376
109,4.01552,3.64791,3.6862,3.72448,3.76276,3.80104,3.83932,3.8776
110,4.08058,3.70875,3.74766,3.78657,3.82548,3.86438,3.90329,3.94219
111,4.14639,3.77031,3.80986,3.8494,3.88893,3.92847,3.968,4.00753
112,4.21297,3.8326,3.87278,3.91296,3.95314,3.99331,4.03347,4.07364
113,4.28031,3.89562,3.93645,3.97727,4.01809,4.0589,4.09972,4.14054
114,4.34843,3.95938,4.00086,4.04233,4.0838,4.12528,4.16675,4.20822
115,4.41735,4.02388,4.06602,4.10816,4.1503,4.19243,4.23456,4.27669
116,4.48706,4.08915,4.13196,4.17477,4.21757,4.26037,4.30317,4.34597
117,4.55758,4.15518,4.19868,4.24216,4.28564,4.32911,4.37259,4.41607
118,4.62892,4.222,4.26617,4.31034,4.3545,4.39867,4.44283,4.48699
119,4.70108,4.28959,4.33446,4.37932,4.42418,4.46903,4.51389,4.55874
120,4.77408,4.35798,4.40355,4.44911,4.49467,4.54023,4.58578,4.63133
121,4.84793,4.42718,4.47346,4.51973,4.56599,4.61226,4.65852,4.70478
122,4.92263,4.49719,4.54418,4.59117,4.63815,4.68513,4.73211,4.77909
123,4.99819,4.56802,4.61574,4.66345,4.71116,4.75887,4.80657,4.85427
124,5.07463,4.63968,4.68814,4.73658,4.78502,4.83346,4.8819,4.93034
125,5.15196,4.71219,4.76138,4.81057,4.85976,4.90894,4.95812,5.0073
126,5.23019,4.78554,4.83549,4.88543,4.93536,4.9853,5.03523,5.08516
127,5.30931,4.85976,4.91047,4.96116,5.01186,5.06255,5.11324,5.16393
128,5.38936,4.93485,4.98632,5.03779,5.08925,5.14071,5.19217,5.24363
129,5.47033,5.01081,5.06307,5.11531,5.16755,5.21979,5.27202,5.32426
130,5.55225,5.08767,5.14071,5.19374,5.24677,5.29979,5.35281,5.40584
131,5.63511,5.16544,5.21927,5.2731,5.32692,5.38074,5.43455,5.48837
132,5.71893,5.24411,5.29875,5.35338,5.40801,5.46263,5.51725,5.57187
133,5.80372,5.3237,5.37916,5.4346,5.49004,5.54548,5.60091,5.65635
134,5.88949,5.40423,5.46051,5.51678,5.57304,5.6293,5.68556,5.74182
135,5.97626,5.4857,5.54281,5.59992,5.65701,5.7141,5.77119,5.82828
136,6.06403,5.56813,5.62608,5.68403,5.74197,5.7999,5.85783,5.91577
137,6.15282,5.65152,5.71033,5.76912,5.82792,5.8867,5.94549,6.00427
138,6.24264,5.73589,5.79556,5.85522,5.91487,5.97452,6.03417,6.09381
139,6.3335,5.82125,5.88179,5.94232,6.00285,6.06337,6.12389,6.1844
140,6.42541,5.9076,5.96903,6.03044,6.09185,6.15325,6.21465,6.27605
141,6.51839,5.99497,6.05729,6.1196,6.1819,6.24419,6.30648,6.36877
142,6.61244,6.08336,6.14658,6.20979,6.27299,6.33619,6.39938,6.46257
143,6.70758,6.17279,6.23692,6.30104,6.36516,6.42926,6.49336,6.55746
144,6.80383,6.26326,6.32831,6.39336,6.45839,6.52342,6.58845,6.65347
145,6.90119,6.35478,6.42077,6.48675,6.55272,6.61869,6.68465,6.7506
146,6.99968,6.44738,6.51431,6.58124,6.64816,6.71506,6.78197,6.84887
147,7.0993,6.54106,6.60895,6.67683,6.7447,6.81257,6.88043,6.94829
148,7.20009,6.63584,6.7047,6.77354,6.84238,6.91121,6.98004,7.04887
149,7.30204,6.73172,6.80156,6.87138,6.9412,7.01101,7.08082,7.15063
150,7.40517,6.82873,6.89955,6.97037,7.04118,7.11198,7.18277,7.25357
151,7.5095,6.92686,6.99869,7.07051,7.14232,7.21412,7.28592,7.35772
152,7.61503,7.02615,7.09899,7.17182,7.24465,7.31746,7.39027,7.46308
153,7.72179,7.1266,7.20046,7.27432,7.34817,7.42201,7.49584,7.56968
154,7.82979,7.22822,7.30312,7.37801,7.4529,7.52777,7.60264,7.67752
155,7.93903,7.33102,7.40698,7.48292,7.55885,7.63478,7.71069,7.78661
156,8.04955,7.43503,7.51205,7.58905,7.66604,7.74303,7.82001,7.89699
157,8.16134,7.54025,7.61834,7.69642,7.77448,7.85254,7.93059,8.00865
158,8.27443,7.6467,7.72588,7.80504,7.88419,7.96334,8.04247,8.12161
159,8.38882,7.75439,7.83467,7.91493,7.99518,8.07542,8.15566,8.2359
160,8.50455,7.86335,7.94473,8.0261,8.10747,8.18882,8.27016,8.35151
161,8.62161,7.97357,8.05608,8.13858,8.22106,8.30354,8.38601,8.46848
162,8.74003,8.08508,8.16873,8.25236,8.33598,8.4196,8.5032,8.58681
163,8.85982,8.19789,8.28269,8.36747,8.45225,8.53701,8.62176,8.70652
164,8.981,8.31202,8.39798,8.48393,8.56987,8.65579,8.74171,8.82762
165,9.10358,8.42748,8.51462,8.60174,8.68886,8.77596,8.86305,8.95014
166,9.22759,8.54429,8.63262,8.72093,8.80924,8.89753,8.9858,9.07409
167,9.35303,8.66246,8.752,8.84151,8.93102,9.02051,9.11,9.19948
168,9.47992,8.78201,8.87276,8.9635,9.05422,9.14493,9.23563,9.32634
169,9.60828,8.90295,8.99494,9.08691,9.17886,9.2708,9.36274,9.45467
170,9.73813,9.02531,9.11854,9.21175,9.30495,9.39814,9.49132,9.5845
171,9.86949,9.14909,9.24358,9.33806,9.43252,9.52697,9.62141,9.71585
172,10.0024,9.27431,9.37008,9.46583,9.56157,9.65729,9.75301,9.84872
173,10.1368,9.401,9.49806,9.5951,9.69212,9.78914,9.88614,9.98315
174,10.2728,9.52916,9.62752,9.72587,9.8242,9.92252,10.0208,10.1191
175,10.4103,9.65881,9.7585,9.85816,9.95782,10.0575,10.1571,10.2567
176,10.5494,9.78998,9.891,9.992,10.093,10.194,10.2949,10.3959
177,10.6902,9.92267,10.025,10.1274,10.2297,10.3321,10.4344,10.5367
178,10.8326,10.0569,10.1607,10.2644,10.3681,10.4718,10.5755,10.6791
179,10.9766,10.1927,10.2978,10.4029,10.508,10.6131,10.7182,10.8232
180,11.1223,10.3301,10.4366,10.5431,10.6496,10.7561,10.8626,10.969
181,11.2697,10.4691,10.577,10.685,10.7929,10.9007,11.0086,11.1165
182,11.4188,10.6097,10.7191,10.8284,10.9378,11.0471,11.1564,11.2657
183,11.5696,10.752,10.8628,10.9736,11.0843,11.1951,11.3059,11.4166
184,11.7222,10.8959,11.0081,11.1204,11.2326,11.3449,11.4571,11.5693
185,11.8766,11.0414,11.1552,11.2689,11.3827,11.4964,11.6101,11.7238
186,12.0327,11.1887,11.304,11.4192,11.5344,11.6497,11.7648,11.88
187,12.1906,11.3377,11.4545,11.5712,11.688,11.8047,11.9214,12.0381
188,12.3504,11.4884,11.6067,11.725,11.8433,11.9616,12.0798,12.198
189,12.512,11.6409,11.7608,11.8806,12.0004,12.1202,12.24,12.3598
190,12.6755,11.7952,11.9166,12.038,12.1594,12.2808,12.4021,12.5235
191,12.8409,11.9512,12.0742,12.1972,12.3202,12.4432,12.5661,12.689
192,13.0082,12.1091,12.2337,12.3583,12.4829,12.6074,12.732,12.8565
193,13.1774,12.2688,12.395,12.5212,12.6474,12.7736,12.8998,13.026
194,13.3486,12.4303,12.5582,12.6861,12.8139,12.9418,13.0696,13.1974
195,13.5218,12.5938,12.7233,12.8528,12.9824,13.1119,13.2413,13.3708
196,13.697,12.7591,12.8903,13.0216,13.1527,13.2839,13.4151,13.5462
197,13.8742,12.9264,13.0593,13.1922,13.3251,13.458,13.5909,13.7237
198,14.0535,13.0956,13.2302,13.3649,13.4995,13.6341,13.7687,13.9032
199,14.2348,13.2668,13.4032,13.5395,13.6759,13.8122,13.9485,14.0849
200,14.4183,13.4399,13.5781,13.7162,13.8543,13.9924,14.1305,14.2686
201,14.6039,13.6151,13.7551,13.895,14.0349,14.1748,14.3146,14.4545
202,14.7916,13.7923,13.9341,14.0758,14.2175,14.3592,14.5008,14.6425
203,14.9815,13.9716,14.1152,14.2587,14.4023,14.5458,14.6892,14.8327
204,15.1736,14.153,14.2984,14.4438,14.5892,14.7345,14.8798,15.0251
205,15.3679,14.3365,14.4838,14.631,14.7782,14.9254,15.0726,15.2198
206,15.5645,14.5221,14.6713,14.8204,14.9695,15.1186,15.2677,15.4167
207,15.7633,14.7099,14.8609,15.012,15.163,15.314,15.465,15.616
208,15.9645,14.8998,15.0528,15.2058,15.3587,15.5117,15.6646,15.8175
209,16.168,15.092,15.2469,15.4019,15.5568,15.7117,15.8665,16.0214
210,16.3738,15.2864,15.4433,15.6002,15.7571,15.914,16.0708,16.2276
211,16.5821,15.483,15.642,15.8009,15.9598,16.1186,16.2774,16.4363
212,16.7927,15.682,15.8429,16.0039,16.1648,16.3256,16.4865,16.6473
213,17.0058,15.8832,16.0462,16.2092,16.3722,16.5351,16.698,16.8609
214,17.2213,16.0868,16.2519,16.4169,16.582,16.7469,16.9119,17.0768
215,17.4394,16.2928,16.46,16.6271,16.7942,16.9613,17.1283,17.2953
216,17.66,16.5012,16.6704,16.8397,17.0089,17.1781,17.3472,17.5164
217,17.8831,16.7119,16.8834,17.0547,17.2261,17.3974,17.5687,17.74
218,18.1088,16.9252,17.0988,17.2723,17.4458,17.6193,17.7928,17.9662
219,18.3372,17.1409,17.3166,17.4924,17.6681,17.8437,18.0194,18.195
220,18.5681,17.3591,17.5371,17.715,17.8929,18.0708,18.2487,18.4265
221,18.8018,17.5798,17.76,17.9402,18.1204,18.3005,18.4806,18.6607
222,19.0381,17.8031,17.9856,18.1681,18.3505,18.5329,18.7153,18.8976
223,19.2772,18.029,18.2138,18.3986,18.5833,18.768,18.9526,19.1373
224,19.5191,18.2575,18.4447,18.6317,18.8188,19.0058,19.1927,19.3797
225,19.7638,18.4887,18.6782,18.8676,19.057,19.2463,19.4357,19.625
226,20.0113,18.7226,18.9144,19.1062,19.298,19.4897,19.6814,19.8731
227,20.2617,18.9592,19.1534,19.3476,19.5417,19.7359,19.93,20.1241
228,20.5149,19.1985,19.3952,19.5918,19.7884,19.9849,20.1815,20.378
229,20.7711,19.4406,19.6397,19.8388,20.0378,20.2369,20.4359,20.6348
230,21.0303,19.6855,19.8871,20.0887,20.2902,20.4917,20.6932,20.8947
231,21.2925,19.9333,20.1374,20.3415,20.5455,20.7496,20.9535,21.1575
232,21.5577,20.1839,20.3906,20.5972,20.8038,21.0104,21.2169,21.4234
233,21.826,20.4375,20.6467,20.8559,21.0651,21.2742,21.4833,21.6924
234,22.0974,20.694,20.9058,21.1176,21.3294,21.5411,21.7528,21.9645
235,22.3719,20.9535,21.168,21.3824,21.5968,21.8111,22.0255,22.2398
236,22.6496,21.216,21.4331,21.6502,21.8673,22.0843,22.3013,22.5183
237,22.9306,21.4815,21.7013,21.9211,22.1409,22.3606,22.5803,22.8
238,23.2148,21.7501,21.9727,22.1952,22.4177,22.6401,22.8626,23.085
239,23.5023,22.0219,22.2472,22.4725,22.6977,22.9229,23.1481,23.3732
240,23.7931,22.2968,22.5249,22.7529,22.981,23.209,23.4369,23.6649
241,24.0873,22.5749,22.8058,23.0367,23.2675,23.4983,23.7291,23.9599
242,24.3848,22.8562,23.09,23.3237,23.5574,23.7911,24.0247,24.2583
243,24.6859,23.1408,23.3774,23.6141,23.8506,24.0872,24.3237,24.5602
244,24.9904,23.4286,23.6682,23.9078,24.1473,24.3868,24.6262,24.8656
245,25.2985,23.7199,23.9624,24.2049,24.4474,24.6898,24.9322,25.1745
246,25.6101,24.0145,24.26,24.5055,24.751,24.9963,25.2417,25.4871
247,25.9253,24.3125,24.5611,24.8096,25.058,25.3065,25.5548,25.8032
248,26.2442,24.614,24.8656,25.1172,25.3687,25.6202,25.8716,26.123
249,26.5668,24.919,25.1737,25.4283,25.683,25.9375,26.1921,26.4466
250,26.8931,25.2275,25.4853,25.7431,26.0009,26.2586,26.5162,26.7739
251,27.2232,25.5396,25.8006,26.0616,26.3225,26.5833,26.8441,27.105
252,27.5571,25.8553,26.1195,26.3837,26.6478,26.9119,27.1759,27.4399
253,27.8949,26.1747,26.4422,26.7096,26.9769,27.2442,27.5115,27.7787
254,28.2366,26.4978,26.7685,27.0392,27.3098,27.5804,27.8509,28.1215
255,28.5823,26.8247,27.0987,27.3727,27.6466,27.9205,28.1944,28.4682
256,28.932,27.1553,27.4327,27.71,27.9873,28.2646,28.5418,28.8189
257,29.2857,27.4898,27.7706,28.0513,28.332,28.6126,28.8932,29.1738
258,29.6435,27.8281,28.1123,28.3965,28.6806,28.9647,29.2487,29.5327
259,30.0055,28.1704,28.4581,28.7457,29.0333,29.3208,29.6083,29.8958
260,30.3716,28.5167,28.8079,29.099,29.3901,29.6811,29.9721,30.2631
261,30.742,28.8669,29.1617,29.4564,29.751,30.0456,30.3402,30.6347
262,31.1167,29.2213,29.5196,29.8179,30.1161,30.4143,30.7125,31.0106
263,31.4958,29.5797,29.8817,30.1836,30.4855,30.7873,31.0891,31.3908
264,31.8792,29.9423,30.248,30.5536,30.8591,31.1646,31.4701,31.7755
265,32.267,30.3091,30.6185,30.9278,31.2371,31.5463,31.8555,32.1646
266,32.6594,30.6802,30.9933,31.3064,31.6194,31.9324,32.2453,32.5582
267,33.0563,31.0556,31.3725,31.6894,32.0062,32.323,32.6397,32.9564
268,33.4578,31.4353,31.7561,32.0768,32.3975,32.7181,33.0387,33.3593
269,33.864,31.8194,32.1441,32.4687,32.7933,33.1178,33.4423,33.7668
270,34.2748,32.208,32.5367,32.8652,33.1937,33.5222,33.8506,34.179
271,34.6904,32.6011,32.9337,33.2663,33.5988,33.9312,34.2636,34.596
272,35.1109,32.9988,33.3354,33.672,34.0085,34.345,34.6814,35.0178
273,35.5362,33.401,33.7418,34.0824,34.423,34.7636,35.1041,35.4445
274,35.9664,33.808,34.1528,34.4976,34.8423,35.187,35.5316,35.8762
275,36.4016,34.2196,34.5687,34.9176,35.2665,35.6153,35.9641,36.3129
276,36.8419,34.636,34.9893,35.3425,35.6956,36.0487,36.4017,36.7546
277,37.2872,35.0573,35.4148,35.7723,36.1297,36.487,36.8443,37.2015
278,37.7377,35.4834,35.8453,36.2071,36.5688,36.9304,37.292,37.6535
279,38.1935,35.9145,36.2808,36.6469,37.013,37.379,37.7449,38.1108
280,38.6545,36.3506,36.7213,37.0918,37.4623,37.8327,38.2031,38.5734
281,39.1209,36.7918,37.1669,37.5419,37.9169,38.2917,38.6666,39.0414
282,39.5926,37.238,37.6177,37.9972,38.3767,38.7561,39.1354,39.5148
283,40.0698,37.6894,38.0737,38.4578,38.8418,39.2258,39.6097,39.9937
284,40.5526,38.1461,38.535,38.9237,39.3124,39.701,40.0896,40.4781
285,41.0409,38.6081,39.0016,39.395,39.7884,40.1817,40.5749,40.9681
286,41.5349,39.0754,39.4737,39.8718,40.2699,40.668,41.0659,41.4639
287,42.0347,39.5481,39.9512,40.3542,40.757,41.1599,41.5626,41.9653
288,42.5402,40.0264,40.4343,40.8421,41.2498,41.6575,42.0651,42.4726
289,43.0516,40.5101,40.9229,41.3356,41.7483,42.1608,42.5733,42.9858
290,43.5689,40.9995,41.4173,41.8349,42.2525,42.67,43.0875,43.5049
291,44.0922,41.4946,41.9174,42.34,42.7626,43.1852,43.6076,44.0301
292,44.6215,41.9954,42.4232,42.851,43.2786,43.7063,44.1338,44.5613
293,45.157,42.502,42.935,43.3678,43.8006,44.2334,44.666,45.0987
294,45.6987,43.0144,43.4526,43.8907,44.3287,44.7666,45.2045,45.6423
295,46.2467,43.5328,43.9763,44.4196,44.8629,45.306,45.7492,46.1922
296,46.801,44.0573,44.506,44.9547,45.4032,45.8517,46.3001,46.7485
297,47.3617,44.5878,45.0419,45.4959,45.9499,46.4037,46.8575,47.3113
298,47.9289,45.1244,45.584,46.0435,46.5028,46.9621,47.4214,47.8806
299,48.5027,45.6673,46.1324,46.5973,47.0622,47.527,47.9917,48.4564
300,49.0832,46.2165,46.6871,47.1576,47.6281,48.0984,48.5687,49.039
301,49.6704,46.772,47.2483,47.7244,48.2005,48.6765,49.1524,49.6283
302,50.2644,47.334,47.816,48.2978,48.7796,49.2612,49.7428,50.2244
303,50.8652,47.9025,48.3902,48.8778,49.3653,49.8528,50.3401,50.8275
304,51.473,48.4776,48.9711,49.4646,49.9579,50.4512,50.9443,51.4375
305,52.0879,49.0593,49.5588,50.0581,50.5573,51.0565,51.5555,52.0546
306,52.7099,49.6478,50.1532,50.6585,51.1637,51.6688,52.1738,52.6788
307,53.3391,50.2431,50.7546,51.2659,51.7771,52.2883,52.7993,53.3103
308,53.9756,50.8454,51.3629,51.8803,52.3976,52.9149,53.432,53.9492
309,54.6194,51.4546,51.9783,52.5019,53.0254,53.5488,54.0721,54.5954
310,55.2707,52.0708,52.6008,53.1306,53.6604,54.19,54.7196,55.2491
311,55.9296,52.6942,53.2305,53.7667,54.3027,54.8387,55.3745,55.9104
312,56.5961,53.3249,53.8675,54.4101,54.9525,55.4948,56.0371,56.5793
313,57.2703,53.9628,54.5119,55.0609,55.6098,56.1586,56.7073,57.256
314,57.9523,54.6081,55.1638,55.7194,56.2748,56.8301,57.3854,57.9406
315,58.6423,55.261,55.8233,56.3854,56.9474,57.5094,58.0712,58.6331
316,59.3402,55.9213,56.4903,57.0592,57.6279,58.1965,58.7651,59.3336
317,60.0462,56.5894,57.1651,57.7407,58.3162,58.8916,59.4669,60.0422
318,60.7604,57.2652,57.8478,58.4302,59.0126,59.5948,60.1769,60.759
319,61.4828,57.9488,58.5383,59.1277,59.7169,60.3061,60.8952,61.4842
320,62.2137,58.6403,59.2369,59.8332,60.4295,61.0257,61.6217,62.2177
321,62.9529,59.3399,59.9435,60.547,61.1503,61.7536,62.3567,62.9598
322,63.7008,60.0475,60.6583,61.269,61.8795,62.4899,63.1002,63.7105
323,64.4573,60.7634,61.3814,61.9993,62.6171,63.2347,63.8523,64.4698
324,65.2226,61.4876,62.1129,62.7382,63.3633,63.9882,64.6131,65.238
325,65.9968,62.2201,62.8529,63.4856,64.1181,64.7505,65.3828,66.015
326,66.7799,62.9612,63.6015,64.2416,64.8816,65.5215,66.1613,66.8011
327,67.5721,63.7108,64.3587,65.0064,65.654,66.3015,66.9489,67.5963
328,68.3735,64.4691,65.1247,65.7801,66.4354,67.0906,67.7456,68.4007
329,69.1841,65.2362,65.8996,66.5628,67.2258,67.8888,68.5516,69.2144
330,70.0042,66.0122,66.6835,67.3545,68.0254,68.6962,69.3669,70.0375
331,70.8337,66.7972,67.4764,68.1554,68.8342,69.513,70.1916,70.8702
332,71.6729,67.5913,68.2785,68.9656,69.6525,70.3393,71.0259,71.7126
