gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0119011,0.0576097,0.12456,0.213843,0,0,0,0.0119013,0.0576102,0.124561,0.213843,0,0,0,0.0118561,0.0574802,0.124353,0.213542,0,0,0,0.0118109,0.05735,0.124144,0.21324,0,0,0,0.0117663,0.0572202,0.123935,0.212937,0,0,0,0.0117217,0.0570901,0.123726,0.212634,0,0,0,0.0116775,0.05696,0.123516,0.21233
1,0.0185364,0,0,0,0.0248058,0.0717178,0.139807,0.229687,0,0,0,0.0248061,0.0717183,0.139808,0.229687,0,0,0,0.0247326,0.0715751,0.139584,0.229374,0,0,0,0.0246591,0.0714315,0.139361,0.229059,0,0,0,0.0245861,0.0712882,0.139138,0.228744,0,0,0,0.0245131,0.0711447,0.138915,0.228428,0,0,0,0.0244404,0.0710012,0.138692,0.228111
2,0.0372875,0,0,0.00318444,0.0369005,0.0863396,0.155427,0.245794,0,0,0.00318462,0.0369008,0.0863401,0.155428,0.245794,0,0,0.00317132,0.0368027,0.0861615,0.15518,0.245468,0,0,0.00315789,0.0367046,0.0859831,0.154932,0.24514,0,0,0.00314485,0.0366071,0.0858055,0.154684,0.244812,0,0,0.00313168,0.0365095,0.085628,0.154436,0.244482,0,0,0.00311868,0.0364123,0.0854511,0.154189,0.244152
3,0.0562558,0,0,0.0169128,0.0500724,0.10123,0.171236,0.262158,0,0,0.016913,0.0500728,0.10123,0.171237,0.262159,0,0,0.0168412,0.0499484,0.101027,0.170963,0.261818,0,0,0.0167698,0.0498239,0.100823,0.170689,0.261476,0,0,0.0166991,0.0496998,0.10062,0.170415,0.261133,0,0,0.0166287,0.0495756,0.100415,0.170141,0.26079,0,0,0.0165589,0.0494515,0.100211,0.169867,0.260446
4,0.0754439,0,0.00394111,0.0288452,0.0638639,0.116309,0.187248,0.278774,0,0.00394123,0.0288454,0.0638643,0.11631,0.187249,0.278775,0,0.00392301,0.0287559,0.063718,0.116092,0.186956,0.278419,0,0.00390473,0.0286664,0.0635713,0.115873,0.186662,0.278062,0,0.00388686,0.0285774,0.0634249,0.115655,0.186369,0.277704,0,0.00386892,0.0284885,0.063278,0.115435,0.186074,0.277346,0,0.00385118,0.0283999,0.0631311,0.115215,0.18578,0.276988
5,0.0948544,0,0.0175275,0.0409487,0.0783202,0.131955,0.203517,0.295605,0,0.0175276,0.040949,0.0783207,0.131955,0.203518,0.295605,0,0.0174459,0.040826,0.0781515,0.131734,0.20321,0.295224,0,0.0173647,0.0407028,0.0779825,0.131513,0.202901,0.294842,0,0.0172843,0.0405799,0.0778145,0.131291,0.202592,0.29446,0,0.0172044,0.0404569,0.0776467,0.131068,0.202281,0.294078,0,0.0171251,0.040334,0.0774796,0.130845,0.20197,0.293704
6,0.11449,0.011697,0.0289901,0.0539403,0.0934749,0.148085,0.220083,0.312635,0.0116971,0.0289903,0.0539407,0.0934754,0.148086,0.220083,0.312635,0.0116382,0.0288925,0.0538003,0.093263,0.147838,0.219764,0.312235,0.0115796,0.0287949,0.0536596,0.093051,0.147589,0.219443,0.311833,0.0115218,0.0286978,0.0535193,0.0928398,0.147341,0.219122,0.31143,0.0114642,0.0286008,0.0533788,0.092629,0.147093,0.2188,0.311027,0.0114072,0.0285041,0.0532384,0.0924188,0.146845,0.218476,0.31064
7,0.134352,0.0239032,0.0406802,0.0679172,0.108708,0.164468,0.236977,0.329882,0.0239033,0.0406804,0.0679176,0.108708,0.164468,0.236977,0.329883,0.0238129,0.0405464,0.0677577,0.108489,0.164193,0.236651,0.329466,0.0237227,0.0404121,0.0675974,0.108268,0.163917,0.236322,0.329047,0.023633,0.040278,0.0674371,0.108048,0.163642,0.235994,0.328628,0.0235434,0.0401438,0.0672763,0.107826,0.163366,0.235664,0.328212,0.0234542,0.0400096,0.0671152,0.107604,0.16309,0.235333,0.327812
8,0.154445,0.0348648,0.0532535,0.0826406,0.124463,0.18106,0.254209,0.347369,0.034865,0.0532538,0.082641,0.124464,0.181061,0.254209,0.347369,0.0347428,0.0531032,0.0824465,0.124232,0.18076,0.253866,0.346937,0.0346209,0.0529523,0.0822523,0.123999,0.18046,0.253521,0.346504,0.0344995,0.0528017,0.0820591,0.123765,0.180159,0.253176,0.346069,0.0343782,0.0526508,0.0818663,0.123531,0.179857,0.25283,0.345644,0.0342574,0.0524999,0.0816741,0.123297,0.179555,0.252484,0.345229
9,0.174771,0.0466766,0.0668873,0.0979653,0.140766,0.19789,0.271702,0.365107,0.0466768,0.0668876,0.0979657,0.140767,0.19789,0.271702,0.365107,0.046524,0.066716,0.0977346,0.140517,0.197571,0.271341,0.364659,0.0463708,0.0665437,0.0975024,0.140266,0.197251,0.270979,0.36421,0.0462179,0.0663713,0.0972697,0.140016,0.19693,0.270616,0.363759,0.0460646,0.0661983,0.0970359,0.139766,0.196607,0.270253,0.363332,0.0459114,0.0660248,0.0968014,0.139515,0.196284,0.269889,0.36291
