gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0.01,0.0871472,0.116021,0.152892,0.197797,0.254333,0.324104,0.410958,0.0871834,0.116058,0.15293,0.197834,0.254372,0.324142,0.410998,0.0872197,0.116094,0.152967,0.197871,0.25441,0.324181,0.411038,0.0872559,0.11613,0.153005,0.197909,0.254448,0.324219,0.411077,0.0872921,0.116167,0.153042,0.197946,0.254486,0.324258,0.411117,0.0873283,0.116203,0.15308,0.197983,0.254524,0.324296,0.411157,0.0873646,0.116239,0.153117,0.198021,0.254562,0.324335,0.411196
1,0.0285363,0.100376,0.129612,0.166814,0.211931,0.268554,0.338797,0.426077,0.100484,0.129722,0.166919,0.212039,0.268659,0.338903,0.426186,0.100591,0.129833,0.167024,0.212147,0.268765,0.33901,0.426295,0.100698,0.129943,0.167129,0.212255,0.26887,0.339116,0.426403,0.100806,0.130053,0.167233,0.212363,0.268975,0.339222,0.426512,0.100913,0.130164,0.167338,0.21247,0.269081,0.339328,0.426621,0.101021,0.130274,0.167443,0.212578,0.269186,0.339434,0.42673
2,0.0472874,0.114052,0.144153,0.180852,0.226547,0.283071,0.353714,0.441344,0.114142,0.144252,0.180965,0.226697,0.283239,0.35389,0.441528,0.114231,0.14435,0.181077,0.226848,0.283406,0.354066,0.441712,0.11432,0.144447,0.18119,0.226999,0.283574,0.354242,0.441896,0.114409,0.144545,0.181302,0.227149,0.283741,0.354418,0.44208,0.114498,0.144642,0.181414,0.2273,0.283909,0.354594,0.442264,0.114588,0.144739,0.181527,0.22745,0.284077,0.35477,0.442448
3,0.0662556,0.127484,0.158089,0.194791,0.241133,0.297736,0.368675,0.456679,0.127776,0.158371,0.195063,0.24141,0.298009,0.368946,0.456951,0.128068,0.158654,0.195336,0.241686,0.298282,0.369217,0.457223,0.12836,0.158936,0.195608,0.241962,0.298556,0.369488,0.457494,0.128652,0.159218,0.19588,0.242239,0.298829,0.36976,0.457766,0.128944,0.1595,0.196153,0.242515,0.299102,0.370031,0.458037,0.129236,0.159782,0.196425,0.242791,0.299375,0.370302,0.458309
4,0.0854437,0.142196,0.172418,0.209384,0.255928,0.31279,0.383857,0.472205,0.142553,0.17275,0.209727,0.256258,0.313135,0.384191,0.472553,0.142911,0.173082,0.210069,0.256589,0.313479,0.384525,0.4729,0.143268,0.173414,0.210412,0.25692,0.313823,0.384859,0.473247,0.143625,0.173746,0.210755,0.257251,0.314167,0.385193,0.473595,0.143983,0.174079,0.211097,0.257582,0.314512,0.385527,0.473942,0.14434,0.174411,0.21144,0.257913,0.314856,0.385861,0.47429
5,0.104854,0.157122,0.187069,0.224693,0.270957,0.328396,0.399209,0.48814,0.157445,0.187385,0.225026,0.271294,0.328753,0.399587,0.488541,0.157767,0.187701,0.225359,0.271631,0.329111,0.399965,0.488942,0.15809,0.188016,0.225693,0.271968,0.329468,0.400342,0.489343,0.158413,0.188332,0.226026,0.272305,0.329826,0.40072,0.489744,0.158736,0.188648,0.226361,0.272642,0.330183,0.401098,0.490145,0.159059,0.188964,0.226696,0.272978,0.330541,0.401477,0.490547
6,0.124489,0.171343,0.201485,0.239722,0.285751,0.343779,0.414992,0.504045,0.171863,0.201997,0.240234,0.286244,0.344279,0.415495,0.504548,0.172382,0.202509,0.240747,0.286737,0.34478,0.415999,0.50505,0.172901,0.203021,0.241259,0.28723,0.345281,0.416502,0.505553,0.17342,0.203534,0.241772,0.287723,0.345782,0.417005,0.506055,0.17394,0.204046,0.242284,0.288216,0.346283,0.417509,0.506558,0.174459,0.204558,0.242796,0.288709,0.346784,0.418012,0.50706
7,0.144352,0.18614,0.21687,0.255073,0.301287,0.359542,0.431153,0.520214,0.186702,0.217449,0.25563,0.301863,0.360108,0.431738,0.520802,0.187265,0.218029,0.256187,0.30244,0.360674,0.432324,0.521389,0.187827,0.218609,0.256743,0.303016,0.36124,0.432909,0.521977,0.188389,0.219189,0.2573,0.303592,0.361807,0.433494,0.522565,0.188952,0.219769,0.257857,0.304168,0.362373,0.434079,0.523153,0.189514,0.220349,0.258413,0.304744,0.362939,0.434665,0.523741
8,0.164445,0.201343,0.232653,0.270412,0.317252,0.375382,0.447527,0.536953,0.20196,0.233283,0.27102,0.317893,0.376027,0.448191,0.537636,0.202576,0.233913,0.271628,0.318534,0.376672,0.448853,0.538319,0.203193,0.234543,0.272237,0.319175,0.377317,0.449515,0.539002,0.203809,0.235173,0.272845,0.319816,0.377962,0.450177,0.539685,0.204426,0.235803,0.273454,0.320457,0.378607,0.450839,0.540368,0.205043,0.236433,0.274062,0.321098,0.379253,0.451501,0.541051
9,0.18477,0.216987,0.248529,0.285792,0.333457,0.391421,0.463974,0.553656,0.217717,0.249225,0.286489,0.334188,0.392147,0.464718,0.554403,0.218446,0.249921,0.287187,0.334915,0.392872,0.465462,0.55515,0.219176,0.250618,0.287884,0.335643,0.393598,0.466205,0.555897,0.219905,0.251314,0.288581,0.33637,0.394324,0.466949,0.556644,0.220635,0.25201,0.289279,0.337098,0.395049,0.467693,0.557391,0.221364,0.252706,0.289976,0.337826,0.395775,0.468437,0.558138
