gridnumber,capital,Portfolio[0 0],Portfolio[0 1],Portfolio[0 2],Portfolio[0 3],Portfolio[0 4],Portfolio[1 0],Portfolio[1 1],Portfolio[1 2],Portfolio[1 3],Portfolio[1 4],Portfolio[2 0],Portfolio[2 1],Portfolio[2 2],Portfolio[2 3],Portfolio[2 4],Portfolio[3 0],Portfolio[3 1],Portfolio[3 2],Portfolio[3 3],Portfolio[3 4],Portfolio[4 0],Portfolio[4 1],Portfolio[4 2],Portfolio[4 3],Portfolio[4 4]
40,3.48015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,3.62902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,3.78225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,3.93998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,4.10232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,4.26943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,4.44143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,4.61847,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,4.8007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,4.98827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,5.18134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,5.38006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,5.58461,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,5.79515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,6.01186,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,1,1,1,1,1
55,6.23493,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,6.46452,0.98,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,6.70085,0.96,1,1,1,1,0.98,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,6.94411,0.96,1,1,1,1,0.96,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,7.19449,0.94,1,1,1,1,0.94,1,1,1,1,0.96,1,1,1,1,0.96,1,1,1,1,0.94,1,1,1,1
60,7.45221,0.92,1,1,1,1,0.94,1,1,1,1,0.92,1,1,1,1,0.94,1,1,1,1,0.94,1,1,1,1
61,7.71748,0.92,1,1,1,1,0.92,1,1,1,1,0.9,1,1,1,1,0.94,1,1,1,1,0.92,1,1,1,1
62,7.99052,0.9,1,1,1,1,0.9,1,1,1,1,0.88,1,1,1,1,0.92,1,1,1,1,0.94,1,1,1,1
63,8.27157,0.88,1,1,1,1,0.9,1,1,1,1,0.88,1,1,1,1,0.92,1,1,1,1,0.88,1,1,1,1
64,8.56085,0.88,1,1,1,1,0.9,1,1,1,1,0.88,1,1,1,1,0.9,1,1,1,1,0.86,1,1,1,1
65,8.85861,0.86,1,1,1,1,0.9,1,1,1,1,0.86,1,1,1,1,0.9,1,1,1,1,0.86,1,1,1,1
66,9.16509,0.86,1,1,1,1,0.9,1,1,1,1,0.84,1,1,1,1,0.88,1,1,1,1,0.86,1,1,1,1
67,9.48056,0.84,1,1,1,1,0.88,1,1,1,1,0.84,1,1,1,1,0.86,1,1,1,1,0.84,1,1,1,1
68,9.80527,0.82,1,1,1,1,0.88,1,1,1,1,0.86,1,1,1,1,0.86,1,1,1,1,0.84,1,1,1,1
69,10.1395,0.82,1,1,1,1,0.84,1,1,1,1,0.86,1,1,1,1,0.84,1,1,1,1,0.84,1,1,1,1
70,10.4835,0.82,1,1,1,1,0.84,1,1,1,1,0.86,1,1,1,1,0.82,1,1,1,1,0.86,1,1,1,1
71,10.8376,0.82,1,1,1,1,0.84,1,1,1,1,0.82,1,1,1,1,0.82,1,1,1,1,0.86,1,1,1,1
72,11.2021,0.82,1,1,1,1,0.84,1,1,1,1,0.8,1,1,1,1,0.8,1,1,1,1,0.86,1,1,1,1
73,11.5773,0.8,1,1,1,1,0.78,1,1,1,1,0.8,1,1,1,1,0.8,1,1,1,1,0.82,1,1,1,1
74,11.9634,0.78,1,1,1,1,0.78,1,1,1,1,0.8,1,1,1,1,0.8,1,1,1,1,0.82,1,1,1,1
75,12.3609,0.78,1,1,1,1,0.78,1,1,1,1,0.78,1,1,1,1,0.8,1,1,1,1,0.82,1,1,1,1
76,12.77,0.78,1,1,1,1,0.8,1,1,1,1,0.78,1,1,1,1,0.78,1,1,1,1,0.8,1,1,1,1
77,13.1911,0.76,1,1,1,1,0.78,1,1,1,1,0.76,1,1,1,1,0.78,1,1,1,1,0.76,1,1,1,1
78,13.6246,0.76,1,1,1,1,0.78,1,1,1,1,0.76,1,1,1,1,0.78,1,1,1,1,0.78,1,1,1,1
79,14.0707,0.74,1,1,1,1,0.78,1,1,1,1,0.76,1,1,1,1,0.78,1,1,1,1,0.78,1,1,1,1
80,14.5299,0.74,1,1,1,1,0.76,1,1,1,1,0.76,1,1,1,1,0.7,1,1,1,1,0.76,1,1,1,1
81,15.0026,0.72,1,1,1,1,0.76,1,1,1,1,0.76,1,1,1,1,0.7,1,1,1,1,0.76,1,1,1,1
82,15.4891,0.72,0.98,1,1,1,0.76,0.98,1,1,1,0.76,1,1,1,1,0.7,1,1,1,1,0.74,1,1,1,1
83,15.9899,0.7,0.98,1,1,1,0.74,0.98,1,1,1,0.74,1,1,1,1,0.72,1,1,1,1,0.74,1,1,1,1
84,16.5054,0.7,0.98,1,1,1,0.74,0.96,1,1,1,0.74,0.98,1,1,1,0.72,1,1,1,1,0.72,1,1,1,1
85,17.036,0.7,0.96,1,1,1,0.72,0.96,1,1,1,0.74,0.98,1,1,1,0.72,1,1,1,1,0.7,1,1,1,1
86,17.5821,0.7,0.96,1,1,1,0.72,0.94,1,1,1,0.74,0.98,1,1,1,0.72,1,1,1,1,0.7,0.96,1,1,1
87,18.1442,0.7,0.96,1,1,1,0.7,0.94,1,1,1,0.72,0.96,1,1,1,0.72,1,1,1,1,0.68,0.96,1,1,1
88,18.7228,0.7,0.96,1,1,1,0.7,0.94,1,1,1,0.72,0.96,1,1,1,0.72,0.98,1,1,1,0.68,0.96,1,1,1
89,19.3184,0.7,0.94,1,1,1,0.7,0.94,1,1,1,0.72,0.94,1,1,1,0.72,0.98,1,1,1,0.68,0.98,1,1,1
90,19.9314,0.7,0.94,1,1,1,0.7,0.94,1,1,1,0.7,0.94,1,1,1,0.72,0.96,1,1,1,0.68,0.98,1,1,1
91,20.5623,0.68,0.94,1,1,1,0.68,0.94,1,1,1,0.7,0.94,1,1,1,0.72,0.96,1,1,1,0.7,0.98,1,1,1
92,21.2118,0.68,0.92,1,1,1,0.68,0.92,1,1,1,0.68,0.92,1,1,1,0.72,0.96,1,1,1,0.7,0.94,1,1,1
93,21.8803,0.68,0.92,1,1,1,0.68,0.92,1,1,1,0.68,0.92,1,1,1,0.7,0.96,1,1,1,0.7,0.94,1,1,1
94,22.5684,0.66,0.92,1,1,1,0.68,0.92,1,1,1,0.68,0.92,1,1,1,0.66,0.94,1,1,1,0.66,0.94,1,1,1
95,23.2766,0.66,0.9,1,1,1,0.68,0.92,1,1,1,0.66,0.92,1,1,1,0.66,0.9,1,1,1,0.66,0.94,1,1,1
96,24.0056,0.66,0.9,1,1,1,0.68,0.92,1,1,1,0.66,0.92,1,1,1,0.64,0.9,1,1,1,0.64,0.9,1,1,1
97,24.756,0.66,0.9,1,1,1,0.68,0.9,1,1,1,0.66,0.9,1,1,1,0.64,0.9,1,1,1,0.64,0.88,1,1,1
98,25.5283,0.66,0.86,1,1,1,0.66,0.88,1,1,1,0.66,0.9,1,1,1,0.64,0.9,1,1,1,0.64,0.88,1,1,1
99,26.3233,0.64,0.84,1,1,1,0.66,0.86,1,1,1,0.68,0.9,1,1,1,0.64,0.9,1,1,1,0.64,0.88,1,1,1
100,27.1416,0.64,0.84,1,1,1,0.66,0.86,1,1,1,0.68,0.88,1,1,1,0.64,0.9,1,1,1,0.64,0.88,1,1,1
101,27.9838,0.64,0.84,1,1,1,0.66,0.86,1,1,1,0.66,0.88,1,1,1,0.64,0.9,1,1,1,0.62,0.88,1,1,1
102,28.8508,0.64,0.84,1,1,1,0.66,0.84,1,1,1,0.66,0.88,1,1,1,0.64,0.9,1,1,1,0.62,0.88,1,1,1
103,29.7431,0.62,0.84,1,1,1,0.64,0.84,1,1,1,0.66,0.86,1,1,1,0.64,0.9,1,1,1,0.62,0.88,1,1,1
104,30.6616,0.62,0.84,1,1,1,0.64,0.84,1,1,1,0.66,0.86,1,1,1,0.66,0.88,1,1,1,0.62,0.88,1,1,1
105,31.607,0.62,0.84,1,1,1,0.64,0.84,1,1,1,0.66,0.86,1,1,1,0.66,0.88,1,1,1,0.62,0.88,1,1,1
106,32.5802,0.62,0.84,1,1,1,0.62,0.84,1,1,1,0.66,0.84,1,1,1,0.66,0.88,1,1,1,0.62,0.88,1,1,1
107,33.5818,0.62,0.84,1,1,1,0.62,0.82,1,1,1,0.64,0.84,1,1,1,0.66,0.86,1,1,1,0.62,0.88,1,1,1
108,34.6128,0.62,0.84,1,1,1,0.62,0.82,1,1,1,0.64,0.84,1,1,1,0.66,0.84,1,1,1,0.62,0.88,1,1,1
109,35.674,0.62,0.84,1,1,1,0.62,0.82,1,1,1,0.62,0.82,1,1,1,0.66,0.84,1,1,1,0.62,0.86,1,1,1
110,36.7663,0.6,0.84,1,1,1,0.62,0.82,1,1,1,0.62,0.82,1,1,1,0.6,0.82,1,1,1,0.64,0.84,1,1,1
111,37.8906,0.6,0.8,1,1,1,0.62,0.82,1,1,1,0.62,0.82,1,1,1,0.6,0.82,1,1,1,0.6,0.84,1,1,1
112,39.0479,0.6,0.8,1,1,1,0.62,0.82,1,1,1,0.6,0.82,1,1,1,0.6,0.82,1,1,1,0.6,0.84,1,1,1
113,40.239,0.6,0.8,1,1,1,0.6,0.82,1,1,1,0.6,0.82,1,1,1,0.6,0.82,1,1,1,0.6,0.82,1,1,1
114,41.4651,0.6,0.8,1,1,1,0.6,0.82,1,1,1,0.6,0.82,1,1,1,0.6,0.82,1,1,1,0.6,0.82,1,1,1
115,42.7271,0.6,0.8,1,1,1,0.6,0.8,1,1,1,0.6,0.82,1,1,1,0.6,0.82,1,1,1,0.58,0.82,1,1,1
116,44.0261,0.6,0.8,1,1,1,0.58,0.8,1,1,1,0.58,0.82,1,1,1,0.6,0.82,1,1,1,0.58,0.8,1,1,1
117,45.3631,0.58,0.78,1,1,1,0.58,0.8,1,1,1,0.58,0.82,1,1,1,0.58,0.8,1,1,1,0.58,0.8,1,1,1
118,46.7394,0.58,0.78,1,1,1,0.58,0.8,1,1,1,0.56,0.8,1,1,1,0.58,0.8,1,1,1,0.58,0.8,1,1,1
119,48.1559,0.58,0.78,0.98,1,1,0.58,0.8,1,1,1,0.56,0.8,1,1,1,0.58,0.8,1,1,1,0.58,0.8,1,1,1
120,49.614,0.58,0.78,0.98,1,1,0.58,0.8,1,1,1,0.56,0.8,1,1,1,0.58,0.8,1,1,1,0.58,0.8,1,1,1
121,51.1148,0.58,0.78,0.98,1,1,0.58,0.78,0.98,1,1,0.56,0.8,1,1,1,0.56,0.8,1,1,1,0.58,0.8,1,1,1
122,52.6596,0.58,0.78,0.98,1,1,0.58,0.78,0.98,1,1,0.56,0.8,1,1,1,0.56,0.8,1,1,1,0.58,0.8,1,1,1
123,54.2497,0.58,0.78,0.98,1,1,0.58,0.78,0.98,1,1,0.58,0.8,1,1,1,0.56,0.8,1,1,1,0.58,0.8,1,1,1
124,55.8863,0.58,0.78,0.98,1,1,0.58,0.78,0.98,1,1,0.58,0.78,0.98,1,1,0.56,0.8,1,1,1,0.56,0.8,1,1,1
125,57.5709,0.58,0.76,0.96,1,1,0.58,0.78,0.98,1,1,0.58,0.78,0.98,1,1,0.56,0.8,0.98,1,1,0.56,0.8,0.98,1,1
126,59.3049,0.58,0.76,0.96,1,1,0.58,0.78,0.98,1,1,0.58,0.78,0.98,1,1,0.56,0.8,0.98,1,1,0.56,0.8,0.98,1,1
127,61.0897,0.58,0.76,0.96,1,1,0.58,0.78,0.98,1,1,0.58,0.78,0.98,1,1,0.56,0.8,0.96,1,1,0.56,0.8,0.96,1,1
128,62.9268,0.58,0.76,0.96,1,1,0.58,0.76,0.96,1,1,0.58,0.78,0.96,1,1,0.56,0.78,0.96,1,1,0.56,0.8,0.96,1,1
129,64.8177,0.58,0.76,0.96,1,1,0.58,0.76,0.96,1,1,0.58,0.78,0.96,1,1,0.56,0.78,0.96,1,1,0.56,0.8,0.96,1,1
130,66.7641,0.56,0.76,0.96,1,1,0.58,0.76,0.94,1,1,0.58,0.78,0.94,1,1,0.56,0.78,0.96,1,1,0.56,0.8,0.96,1,1
131,68.7675,0.56,0.76,0.96,1,1,0.58,0.76,0.94,1,1,0.58,0.76,0.94,1,1,0.56,0.78,0.96,1,1,0.56,0.78,0.96,1,1
132,70.8295,0.56,0.76,0.96,1,1,0.58,0.76,0.94,1,1,0.58,0.76,0.94,1,1,0.56,0.76,0.94,1,1,0.56,0.78,0.96,1,1
133,72.9521,0.56,0.76,0.96,1,1,0.56,0.76,0.94,1,1,0.58,0.76,0.94,1,1,0.56,0.76,0.94,1,1,0.56,0.76,0.96,1,1
134,75.1368,0.56,0.76,0.96,1,1,0.56,0.76,0.94,1,1,0.58,0.76,0.94,1,1,0.56,0.76,0.94,1,1,0.56,0.74,0.94,1,1
135,77.3855,0.56,0.74,0.94,1,1,0.56,0.76,0.94,1,1,0.58,0.76,0.94,1,1,0.56,0.76,0.94,1,1,0.56,0.74,0.94,1,1
136,79.7002,0.56,0.74,0.94,1,1,0.56,0.76,0.94,1,1,0.56,0.76,0.94,1,1,0.56,0.76,0.94,1,1,0.56,0.74,0.94,1,1
137,82.0826,0.56,0.74,0.94,1,1,0.56,0.76,0.94,1,1,0.56,0.76,0.94,1,1,0.56,0.74,0.94,1,1,0.56,0.74,0.94,1,1
138,84.5349,0.56,0.74,0.94,1,1,0.56,0.74,0.94,1,1,0.56,0.76,0.94,1,1,0.56,0.74,0.94,1,1,0.56,0.74,0.92,1,1
139,87.0591,0.56,0.74,0.94,1,1,0.56,0.72,0.94,1,1,0.56,0.72,0.94,1,1,0.56,0.74,0.94,1,1,0.56,0.74,0.92,1,1
140,89.6572,0.56,0.74,0.94,1,1,0.56,0.72,0.94,1,1,0.56,0.72,0.94,1,1,0.56,0.72,0.94,1,1,0.56,0.74,0.92,1,1
141,92.3314,0.56,0.72,0.94,1,1,0.56,0.72,0.94,1,1,0.56,0.7,0.94,1,1,0.56,0.72,0.94,1,1,0.56,0.72,0.92,1,1
142,95.084,0.56,0.72,0.94,1,1,0.56,0.72,0.94,1,1,0.54,0.7,0.94,1,1,0.54,0.72,0.94,1,1,0.56,0.72,0.92,1,1
143,97.9173,0.56,0.72,0.92,1,1,0.56,0.72,0.94,1,1,0.54,0.7,0.94,1,1,0.54,0.7,0.94,1,1,0.54,0.72,0.92,1,1
144,100.834,0.54,0.72,0.92,1,1,0.54,0.72,0.92,1,1,0.54,0.7,0.94,1,1,0.54,0.7,0.94,1,1,0.54,0.72,0.92,1,1
145,103.835,0.54,0.72,0.92,1,1,0.54,0.72,0.92,1,1,0.54,0.7,0.94,1,1,0.54,0.7,0.94,1,1,0.54,0.7,0.92,1,1
146,106.925,0.54,0.72,0.92,1,1,0.54,0.72,0.92,1,1,0.54,0.7,0.92,1,1,0.54,0.7,0.92,1,1,0.54,0.7,0.92,1,1
147,110.105,0.54,0.72,0.92,1,1,0.54,0.72,0.92,1,1,0.54,0.7,0.92,1,1,0.54,0.7,0.92,1,1,0.54,0.7,0.92,1,1
148,113.379,0.54,0.72,0.92,1,1,0.54,0.72,0.92,1,1,0.54,0.7,0.92,1,1,0.54,0.7,0.92,1,1,0.54,0.7,0.92,1,1
149,116.748,0.54,0.72,0.92,1,1,0.54,0.72,0.92,1,1,0.54,0.7,0.92,1,1,0.54,0.7,0.92,1,1,0.54,0.7,0.92,1,1
150,120.216,0.54,0.72,0.92,1,1,0.54,0.72,0.92,1,1,0.54,0.7,0.92,1,1,0.54,0.7,0.92,1,1,0.54,0.7,0.92,1,1
151,123.786,0.54,0.72,0.92,1,1,0.54,0.72,0.92,1,1,0.54,0.7,0.92,1,1,0.54,0.7,0.92,1,1,0.54,0.7,0.92,1,1
152,127.461,0.54,0.72,0.9,1,1,0.54,0.72,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.92,1,1,0.54,0.7,0.92,1,1
153,131.243,0.54,0.72,0.9,1,1,0.54,0.72,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1
154,135.136,0.54,0.72,0.9,1,1,0.54,0.72,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1
155,139.143,0.54,0.72,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1
156,143.267,0.54,0.72,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1
157,147.512,0.52,0.72,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1
158,151.882,0.52,0.72,0.9,1,1,0.52,0.7,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1
159,156.38,0.52,0.72,0.9,1,1,0.52,0.7,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.88,1,1
160,161.009,0.52,0.72,0.9,1,1,0.52,0.7,0.9,1,1,0.52,0.7,0.9,1,1,0.54,0.7,0.9,1,1,0.54,0.7,0.88,1,1
161,165.774,0.52,0.72,0.86,1,1,0.52,0.7,0.9,1,1,0.52,0.7,0.9,1,1,0.54,0.7,0.88,1,1,0.54,0.7,0.88,1,1
162,170.679,0.52,0.72,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.54,0.7,0.88,1,1,0.54,0.7,0.88,1,1
163,175.728,0.52,0.72,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.54,0.7,0.88,1,1
164,180.924,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.54,0.7,0.86,1,1
165,186.273,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
166,191.779,0.52,0.7,0.84,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
167,197.446,0.52,0.7,0.84,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
168,203.279,0.52,0.7,0.84,1,1,0.52,0.7,0.84,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
169,209.282,0.52,0.7,0.84,1,1,0.52,0.7,0.84,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
170,215.462,0.52,0.7,0.84,1,1,0.52,0.7,0.84,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
171,221.823,0.52,0.7,0.84,1,1,0.52,0.7,0.84,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
172,228.37,0.52,0.7,0.84,1,1,0.52,0.7,0.84,1,1,0.52,0.7,0.84,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
173,235.11,0.52,0.7,0.84,1,1,0.52,0.7,0.84,1,1,0.52,0.7,0.84,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
174,242.046,0.52,0.7,0.84,1,1,0.52,0.7,0.84,1,1,0.52,0.7,0.84,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
175,249.186,0.52,0.7,0.84,1,1,0.52,0.7,0.84,1,1,0.52,0.7,0.84,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
176,256.535,0.52,0.7,0.84,1,1,0.52,0.7,0.84,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
177,264.1,0.52,0.72,0.84,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.88,1,1
178,271.886,0.52,0.72,0.86,1,1,0.52,0.72,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.88,1,1,0.52,0.7,0.88,1,1
179,279.901,0.52,0.72,0.84,1,1,0.52,0.72,0.84,1,1,0.52,0.72,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
180,288.15,0.52,0.72,0.84,1,1,0.52,0.72,0.84,1,1,0.52,0.72,0.86,1,1,0.52,0.7,0.86,1,1,0.52,0.7,0.86,1,1
181,296.641,0.52,0.72,0.9,1,1,0.52,0.72,0.9,1,1,0.52,0.7,0.9,1,1,0.52,0.7,0.9,1,1,0.52,0.7,0.9,1,1
182,305.381,0.52,0.72,0.9,1,1,0.52,0.72,0.9,1,1,0.52,0.72,0.9,1,1,0.52,0.7,0.9,1,1,0.52,0.7,0.9,1,1
183,314.377,0.52,0.72,0.92,1,1,0.52,0.72,0.92,1,1,0.52,0.72,0.92,1,1,0.52,0.72,0.92,1,1,0.52,0.7,0.92,1,1
184,323.636,0.52,0.72,0.9,1,1,0.52,0.72,0.9,1,1,0.52,0.72,0.9,1,1,0.52,0.72,0.9,1,1,0.52,0.72,0.9,1,1
