gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6]
0,0,-125,-125,-125,-125,-125,-125,-125
1,0.0185364,-122.816,-122.815,-122.815,-122.812,-122.79,-122.768,-122.746
2,0.0372875,-120.765,-120.765,-120.765,-120.756,-120.714,-120.671,-120.628
3,0.0562558,-118.804,-118.804,-118.851,-118.79,-118.728,-118.666,-118.604
4,0.0754439,-116.917,-116.916,-116.976,-116.896,-116.817,-116.737,-116.657
5,0.0948544,-115.095,-115.094,-115.167,-115.067,-114.968,-114.872,-114.775
6,0.11449,-113.333,-113.331,-113.414,-113.298,-113.181,-113.063,-112.951
7,0.134352,-111.62,-111.618,-111.709,-111.578,-111.446,-111.313,-111.181
8,0.154445,-109.951,-109.949,-110.048,-109.902,-109.756,-109.609,-109.462
9,0.174771,-108.322,-108.32,-108.425,-108.266,-108.106,-107.946,-107.785
10,0.195332,-106.729,-106.727,-106.837,-106.665,-106.493,-106.32,-106.146
11,0.216131,-105.169,-105.167,-105.283,-105.098,-104.914,-104.728,-104.543
12,0.237172,-103.64,-103.638,-103.759,-103.563,-103.366,-103.169,-102.971
13,0.258456,-102.14,-102.138,-102.263,-102.056,-101.848,-101.639,-101.431
14,0.279986,-100.668,-100.665,-100.794,-100.576,-100.358,-100.138,-99.9189
15,0.301766,-99.2219,-99.5788,-99.3513,-99.1229,-98.8941,-98.6645,-98.4346
16,0.323799,-97.7994,-98.1689,-97.9319,-97.6939,-97.4553,-97.2159,-96.9762
17,0.346087,-96.4004,-96.7826,-96.5359,-96.2884,-96.0404,-95.7915,-95.5424
18,0.368632,-95.0245,-95.4182,-95.1624,-94.9057,-94.6486,-94.3906,-94.1324
19,0.391439,-93.6699,-94.0749,-93.8098,-93.5445,-93.2788,-93.0122,-92.7453
20,0.414511,-92.3363,-92.7526,-92.4779,-92.2043,-91.9302,-91.6553,-91.3801
21,0.437849,-91.0225,-91.4495,-91.1656,-90.8841,-90.6021,-90.3193,-90.0362
22,0.461458,-89.7281,-90.1651,-89.8725,-89.5834,-89.2938,-89.0034,-88.7128
23,0.485341,-88.4524,-88.8988,-88.5979,-88.3015,-88.0047,-87.7071,-87.4092
24,0.5095,-87.1949,-87.65,-87.3413,-87.0379,-86.7341,-86.4296,-86.1248
25,0.533939,-85.9549,-86.4182,-86.1022,-85.792,-85.4817,-85.1705,-84.8592
26,0.558661,-84.7321,-85.203,-84.8806,-84.5634,-84.2468,-83.9293,-83.6117
27,0.58367,-83.526,-84.0039,-83.6754,-83.3517,-83.029,-82.7056,-82.3819
28,0.608968,-82.3361,-82.8208,-82.4865,-82.1564,-81.828,-81.4989,-81.1695
29,0.634559,-81.1621,-81.6531,-81.3132,-80.9772,-80.6433,-80.3087,-79.9739
30,0.660447,-80.0036,-80.5004,-80.1553,-79.8137,-79.4746,-79.1348,-78.7949
31,0.686635,-78.8602,-79.3626,-79.0124,-78.6654,-78.3214,-77.9768,-77.6319
32,0.713126,-77.7317,-78.2392,-77.8843,-77.5322,-77.1835,-76.8342,-76.4848
33,0.739924,-76.6178,-77.13,-76.7705,-76.4137,-76.0606,-75.7069,-75.353
34,0.767033,-75.5181,-76.0346,-75.6709,-75.3096,-74.9523,-74.5944,-74.2364
