gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[0 3],dist[0 4],dist[1 0],dist[1 1],dist[1 2],dist[1 3],dist[1 4],dist[2 0],dist[2 1],dist[2 2],dist[2 3],dist[2 4],dist[3 0],dist[3 1],dist[3 2],dist[3 3],dist[3 4],dist[4 0],dist[4 1],dist[4 2],dist[4 3],dist[4 4]
46,4.44143,4.81967e-044,1.74392e-043,2.76254e-043,1.74392e-043,4.81967e-044,8.09165e-044,2.92782e-043,4.63797e-043,2.92782e-043,8.09165e-044,4.90252e-044,1.77389e-043,2.81002e-043,1.77389e-043,4.90252e-044,9.99087e-045,3.61502e-044,5.72656e-044,3.61502e-044,9.99087e-045,7.03199e-046,2.5444e-045,4.03059e-045,2.5444e-045,7.03199e-046
47,4.61847,2.12381e-042,7.68464e-042,1.21732e-041,7.68464e-042,2.12381e-042,2.77509e-042,1.00412e-041,1.59062e-041,1.00412e-041,2.77509e-042,1.10847e-042,4.01079e-042,6.35349e-042,4.01079e-042,1.10847e-042,1.22476e-043,4.43157e-043,7.02004e-043,4.43157e-043,1.22476e-043,4.76917e-045,1.72564e-044,2.73359e-044,1.72564e-044,4.76917e-045
48,4.8007,1.53533e-041,5.55534e-041,8.80021e-041,5.55534e-041,1.53533e-041,2.34217e-041,8.47472e-041,1.34248e-040,8.47472e-041,2.34217e-041,1.19637e-041,4.32886e-041,6.85734e-041,4.32886e-041,1.19637e-041,1.81497e-042,6.56716e-042,1.0403e-041,6.56716e-042,1.81497e-042,8.18921e-044,2.96312e-043,4.69388e-043,2.96312e-043,8.18921e-044
49,4.98827,3.36368e-041,1.21709e-040,1.92799e-040,1.21709e-040,3.36368e-041,6.11458e-041,2.21245e-040,3.50475e-040,2.21245e-040,6.11458e-041,3.8501e-041,1.39309e-040,2.2068e-040,1.39309e-040,3.8501e-041,7.29594e-042,2.63991e-041,4.18188e-041,2.63991e-041,7.29594e-042,4.15168e-043,1.50221e-042,2.37966e-042,1.50221e-042,4.15168e-043
50,5.18134,9.90957e-041,3.58561e-040,5.67996e-040,3.58561e-040,9.90957e-041,1.63519e-040,5.91665e-040,9.37256e-040,5.91665e-040,1.63519e-040,9.66459e-041,3.49696e-040,5.53954e-040,3.49696e-040,9.66459e-041,1.95153e-041,7.06129e-041,1.11858e-040,7.06129e-041,1.95153e-041,1.65076e-042,5.97299e-042,9.46181e-042,5.97299e-042,1.65076e-042
51,5.38006,2.06594e-040,7.47525e-040,1.18415e-039,7.47525e-040,2.06594e-040,3.86236e-040,1.39753e-039,2.21382e-039,1.39753e-039,3.86236e-040,2.83707e-040,1.02655e-039,1.62615e-039,1.02655e-039,2.83707e-040,7.80256e-041,2.82322e-040,4.47226e-040,2.82322e-040,7.80256e-041,8.89381e-042,3.21807e-041,5.09775e-041,3.21807e-041,8.89381e-042
52,5.58461,1.24908e-038,4.51957e-038,7.15944e-038,4.51957e-038,1.24908e-038,2.00338e-038,7.2489e-038,1.1483e-037,7.2489e-038,2.00338e-038,1.14109e-038,4.12885e-038,6.5405e-038,4.12885e-038,1.14109e-038,2.18223e-039,7.89601e-039,1.25081e-038,7.89601e-039,2.18223e-039,1.50977e-040,5.46286e-040,8.65371e-040,5.46286e-040,1.50977e-040
53,5.79515,2.06539e-038,7.47325e-038,1.18384e-037,7.47325e-038,2.06539e-038,3.89356e-038,1.40882e-037,2.23171e-037,1.40882e-037,3.89356e-038,2.75756e-038,9.97776e-038,1.58058e-037,9.97776e-038,2.75756e-038,6.75246e-039,2.44326e-038,3.87037e-038,2.44326e-038,6.75246e-039,5.81766e-040,2.10502e-039,3.33456e-039,2.10502e-039,5.81766e-040
54,6.01186,6.79415e-038,2.45835e-037,3.89427e-037,2.45835e-037,6.79415e-038,1.12951e-037,4.08695e-037,6.47414e-037,4.08695e-037,1.12951e-037,7.24736e-038,2.62233e-037,4.15404e-037,2.62233e-037,7.24736e-038,1.79526e-038,6.49584e-038,1.02901e-037,6.49584e-038,1.79526e-038,1.94428e-039,7.03505e-039,1.11442e-038,7.03505e-039,1.94428e-039
55,6.23493,1.10092e-037,3.98349e-037,6.31025e-037,3.98349e-037,1.10092e-037,2.13931e-037,7.74073e-037,1.22621e-036,7.74073e-037,2.13931e-037,1.61436e-037,5.84128e-037,9.25318e-037,5.84128e-037,1.61436e-037,5.10584e-038,1.84746e-037,2.92656e-037,1.84746e-037,5.10584e-038,1.07115e-038,3.87578e-038,6.13962e-038,3.87578e-038,1.07115e-038
56,6.46452,3.25012e-037,1.176e-036,1.8629e-036,1.176e-036,3.25012e-037,6.10035e-037,2.20731e-036,3.49659e-036,2.20731e-036,6.10035e-037,4.42795e-037,1.60218e-036,2.53801e-036,1.60218e-036,4.42795e-037,1.30772e-037,4.73176e-037,7.49558e-037,4.73176e-037,1.30772e-037,2.51995e-038,9.11802e-038,1.44438e-037,9.11802e-038,2.51995e-038
57,6.70085,8.98976e-037,3.25279e-036,5.15274e-036,3.25279e-036,8.98976e-037,1.72099e-036,6.22712e-036,9.86437e-036,6.22712e-036,1.72099e-036,1.26719e-036,4.58509e-036,7.26325e-036,4.58509e-036,1.26719e-036,3.61515e-037,1.30808e-036,2.07213e-036,1.30808e-036,3.61515e-037,5.62574e-038,2.03558e-037,3.22455e-037,2.03558e-037,5.62574e-038
58,6.94411,4.58232e-036,1.65803e-035,2.62649e-035,1.65803e-035,4.58232e-036,1.18116e-035,4.27382e-035,6.77015e-035,4.27382e-035,1.18116e-035,1.07992e-035,3.9075e-035,6.18987e-035,3.9075e-035,1.07992e-035,3.33684e-036,1.20738e-035,1.9126e-035,1.20738e-035,3.33684e-036,4.8026e-037,1.73774e-036,2.75275e-036,1.73774e-036,4.8026e-037
59,7.19449,1.57745e-035,5.70775e-035,9.04164e-035,5.70775e-035,1.57745e-035,3.42035e-035,1.23759e-034,1.96047e-034,1.23759e-034,3.42035e-035,2.87422e-035,1.03999e-034,1.64744e-034,1.03999e-034,2.87422e-035,9.74847e-036,3.52731e-035,5.58762e-035,3.52731e-035,9.74847e-036,2.01901e-036,7.30545e-036,1.15726e-035,7.30545e-036,2.01901e-036
60,7.45221,4.41617e-035,1.59791e-034,2.53126e-034,1.59791e-034,4.41617e-035,9.90861e-035,3.58526e-034,5.67941e-034,3.58526e-034,9.90861e-035,8.61649e-035,3.11773e-034,4.93879e-034,3.11773e-034,8.61649e-035,3.00674e-035,1.08794e-034,1.7234e-034,1.08794e-034,3.00674e-035,6.48815e-036,2.34762e-035,3.71887e-035,2.34762e-035,6.48815e-036
61,7.71748,1.38957e-034,5.02792e-034,7.96472e-034,5.02792e-034,1.38957e-034,2.74364e-034,9.92739e-034,1.5726e-033,9.92739e-034,2.74364e-034,2.05891e-034,7.4498e-034,1.18012e-033,7.4498e-034,2.05891e-034,6.06505e-035,2.19453e-034,3.47636e-034,2.19453e-034,6.06505e-035,1.0563e-035,3.82204e-035,6.05449e-035,3.82204e-035,1.0563e-035
62,7.99052,2.86179e-034,1.03549e-033,1.64032e-033,1.03549e-033,2.86179e-034,5.15155e-034,1.864e-033,2.95276e-033,1.864e-033,5.15155e-034,3.90238e-034,1.41201e-033,2.23677e-033,1.41201e-033,3.90238e-034,1.38159e-034,4.99905e-034,7.919e-034,4.99905e-034,1.38159e-034,3.13359e-035,1.13384e-034,1.79611e-034,1.13384e-034,3.13359e-035
63,8.27157,7.27492e-034,2.6323e-033,4.16983e-033,2.6323e-033,7.27492e-034,1.30197e-033,4.71097e-033,7.46265e-033,4.71097e-033,1.30197e-033,9.43369e-034,3.41342e-033,5.4072e-033,3.41342e-033,9.43369e-034,3.83563e-034,1.38786e-033,2.1985e-033,1.38786e-033,3.83563e-034,1.45627e-034,5.26927e-034,8.34705e-034,5.26927e-034,1.45627e-034
64,8.56085,1.33755e-033,4.83968e-033,7.66654e-033,4.83968e-033,1.33755e-033,2.68339e-033,9.70939e-033,1.53806e-032,9.70939e-033,2.68339e-033,2.58155e-033,9.34091e-033,1.47969e-032,9.34091e-033,2.58155e-033,1.25009e-033,4.52325e-033,7.16527e-033,4.52325e-033,1.25009e-033,3.58733e-034,1.29801e-033,2.05618e-033,1.29801e-033,3.58733e-034
65,8.85861,3.89132e-033,1.40801e-032,2.23042e-032,1.40801e-032,3.89132e-033,1.09711e-032,3.96971e-032,6.28842e-032,3.96971e-032,1.09711e-032,1.19906e-032,4.33859e-032,6.87276e-032,4.33859e-032,1.19906e-032,4.96544e-033,1.79666e-032,2.84609e-032,1.79666e-032,4.96544e-033,9.91072e-034,3.58602e-033,5.68062e-033,3.58602e-033,9.91072e-034
66,9.16509,1.46532e-032,5.30199e-032,8.39888e-032,5.30199e-032,1.46532e-032,3.20374e-032,1.15922e-031,1.83632e-031,1.15922e-031,3.20374e-032,2.81632e-032,1.01904e-031,1.61426e-031,1.01904e-031,2.81632e-032,1.01101e-032,3.65816e-032,5.79488e-032,3.65816e-032,1.01101e-032,1.93887e-033,7.01548e-033,1.11132e-032,7.01548e-033,1.93887e-033
67,9.48056,4.17262e-032,1.50979e-031,2.39166e-031,1.50979e-031,4.17262e-032,8.27501e-032,2.99417e-031,4.74306e-031,2.99417e-031,8.27501e-032,7.51614e-032,2.71959e-031,4.3081e-031,2.71959e-031,7.51614e-032,3.27139e-032,1.1837e-031,1.87509e-031,1.1837e-031,3.27139e-032,6.95475e-033,2.51646e-032,3.98632e-032,2.51646e-032,6.95475e-033
68,9.80527,8.45996e-032,3.06109e-031,4.84907e-031,3.06109e-031,8.45996e-032,1.92675e-031,6.97161e-031,1.10437e-030,6.97161e-031,1.92675e-031,1.96013e-031,7.0924e-031,1.12351e-030,7.0924e-031,1.96013e-031,9.13068e-032,3.30378e-031,5.23351e-031,3.30378e-031,9.13068e-032,2.37149e-032,8.58081e-032,1.35929e-031,8.58081e-032,2.37149e-032
69,10.1395,1.22006e-031,4.41456e-031,6.99311e-031,4.41456e-031,1.22006e-031,3.92551e-031,1.42038e-030,2.25002e-030,1.42038e-030,3.92551e-031,5.09052e-031,1.84192e-030,2.91778e-030,1.84192e-030,5.09052e-031,2.50119e-031,9.05011e-031,1.43363e-030,9.05011e-031,2.50119e-031,5.62679e-032,2.03596e-031,3.22516e-031,2.03596e-031,5.62679e-032
70,10.4835,2.95912e-031,1.07071e-030,1.69611e-030,1.07071e-030,2.95912e-031,7.72762e-031,2.79611e-030,4.42931e-030,2.79611e-030,7.72762e-031,8.58272e-031,3.10551e-030,4.91944e-030,3.10551e-030,8.58272e-031,3.84969e-031,1.39294e-030,2.20656e-030,1.39294e-030,3.84969e-031,8.80615e-032,3.18635e-031,5.0475e-031,3.18635e-031,8.80615e-032
71,10.8376,6.99777e-031,2.53202e-030,4.01098e-030,2.53202e-030,6.99777e-031,1.71618e-030,6.20971e-030,9.8368e-030,6.20971e-030,1.71618e-030,1.6691e-030,6.03935e-030,9.56693e-030,6.03935e-030,1.6691e-030,6.9752e-031,2.52386e-030,3.99804e-030,2.52386e-030,6.9752e-031,1.71861e-031,6.21851e-031,9.85073e-031,6.21851e-031,1.71861e-031
72,11.2021,1.54555e-030,5.59232e-030,8.85879e-030,5.59232e-030,1.54555e-030,4.03361e-030,1.45949e-029,2.31198e-029,1.45949e-029,4.03361e-030,4.335e-030,1.56854e-029,2.48473e-029,1.56854e-029,4.335e-030,2.00338e-030,7.24889e-030,1.1483e-029,7.24889e-030,2.00338e-030,5.31155e-031,1.92189e-030,3.04447e-030,1.92189e-030,5.31155e-031
73,11.5773,4.28371e-030,1.54999e-029,2.45533e-029,1.54999e-029,4.28371e-030,1.2624e-029,4.56779e-029,7.23583e-029,4.56779e-029,1.2624e-029,1.32592e-029,4.7976e-029,7.59987e-029,4.7976e-029,1.32592e-029,5.13125e-030,1.85666e-029,2.94113e-029,1.85666e-029,5.13125e-030,9.7694e-031,3.53489e-030,5.59962e-030,3.53489e-030,9.7694e-031
74,11.9634,7.63498e-030,2.76259e-029,4.37621e-029,2.76259e-029,7.63498e-030,2.06789e-029,7.48231e-029,1.18527e-028,7.48231e-029,2.06789e-029,2.08995e-029,7.56214e-029,1.19792e-028,7.56214e-029,2.08995e-029,8.45569e-030,3.05954e-029,4.84662e-029,3.05954e-029,8.45569e-030,1.82776e-030,6.61344e-030,1.04763e-029,6.61344e-030,1.82776e-030
75,12.3609,1.41204e-029,5.10923e-029,8.09354e-029,5.10923e-029,1.41204e-029,4.07403e-029,1.47412e-028,2.33515e-028,1.47412e-028,4.07403e-029,4.39669e-029,1.59087e-028,2.52009e-028,1.59087e-028,4.39669e-029,1.9381e-029,7.01269e-029,1.11088e-028,7.01269e-029,1.9381e-029,4.63425e-030,1.67682e-029,2.65625e-029,1.67682e-029,4.63425e-030
76,12.77,2.50863e-029,9.07705e-029,1.43789e-028,9.07705e-029,2.50863e-029,7.14561e-029,2.58552e-028,4.09571e-028,2.58552e-028,7.14561e-029,8.83114e-029,3.19539e-028,5.06182e-028,3.19539e-028,8.83114e-029,4.94543e-029,1.78942e-028,2.83462e-028,1.78942e-028,4.94543e-029,1.43581e-029,5.19522e-029,8.22974e-029,5.19522e-029,1.43581e-029
77,13.1911,4.86917e-029,1.76183e-028,2.79091e-028,1.76183e-028,4.86917e-029,1.34907e-028,4.88138e-028,7.73259e-028,4.88138e-028,1.34907e-028,1.60526e-028,5.80837e-028,9.20104e-028,5.80837e-028,1.60526e-028,8.66934e-029,3.13685e-028,4.96909e-028,3.13685e-028,8.66934e-029,2.51748e-029,9.10906e-029,1.44297e-028,9.10906e-029,2.51748e-029
78,13.6246,1.25165e-028,4.52889e-028,7.17421e-028,4.52889e-028,1.25165e-028,3.48127e-028,1.25964e-027,1.99539e-027,1.25964e-027,3.48127e-028,4.19148e-028,1.51661e-027,2.40247e-027,1.51661e-027,4.19148e-028,2.16655e-028,7.83929e-028,1.24182e-027,7.83929e-028,2.16655e-028,5.85165e-029,2.11732e-028,3.35404e-028,2.11732e-028,5.85165e-029
79,14.0707,2.51606e-028,9.10394e-028,1.44215e-027,9.10394e-028,2.51606e-028,7.09146e-028,2.56592e-027,4.06468e-027,2.56592e-027,7.09146e-028,8.61835e-028,3.1184e-027,4.93986e-027,3.1184e-027,8.61835e-028,4.4884e-028,1.62405e-027,2.57266e-027,1.62405e-027,4.4884e-028,1.23004e-028,4.45069e-028,7.05034e-028,4.45069e-028,1.23004e-028
80,14.5299,4.03083e-028,1.45849e-027,2.31039e-027,1.45849e-027,4.03083e-028,1.13263e-027,4.09824e-027,6.49202e-027,4.09824e-027,1.13263e-027,1.45838e-027,5.2769e-027,8.35913e-027,5.2769e-027,1.45838e-027,7.94345e-028,2.8742e-027,4.55302e-027,2.8742e-027,7.94345e-028,2.11203e-028,7.64203e-028,1.21057e-027,7.64203e-028,2.11203e-028
81,15.0026,1.00405e-027,3.63298e-027,5.75501e-027,3.63298e-027,1.00405e-027,2.60847e-027,9.43829e-027,1.49512e-026,9.43829e-027,2.60847e-027,2.96968e-027,1.07453e-026,1.70216e-026,1.07453e-026,2.96968e-027,1.40922e-027,5.09901e-027,8.07734e-027,5.09901e-027,1.40922e-027,3.37214e-028,1.22015e-027,1.93284e-027,1.22015e-027,3.37214e-028
82,15.4891,1.7956e-027,6.49705e-027,1.0292e-026,6.49705e-027,1.7956e-027,4.80748e-027,1.7395e-026,2.75555e-026,1.7395e-026,4.80748e-027,6.08264e-027,2.2009e-026,3.48644e-026,2.2009e-026,6.08264e-027,3.45609e-027,1.25053e-026,1.98096e-026,1.25053e-026,3.45609e-027,9.97544e-028,3.60944e-027,5.71771e-027,3.60944e-027,9.97544e-028
83,15.9899,3.562e-027,1.28885e-026,2.04166e-026,1.28885e-026,3.562e-027,9.99378e-027,3.61608e-026,5.72822e-026,3.61608e-026,9.99378e-027,1.26529e-026,4.57823e-026,7.25238e-026,4.57823e-026,1.26529e-026,7.18796e-027,2.60084e-026,4.11999e-026,2.60084e-026,7.18796e-027,2.03234e-027,7.35368e-027,1.1649e-026,7.35368e-027,2.03234e-027
84,16.5054,7.10766e-027,2.57178e-026,4.07396e-026,2.57178e-026,7.10766e-027,2.00343e-026,7.24905e-026,1.14832e-025,7.24905e-026,2.00343e-026,2.41124e-026,8.72464e-026,1.38207e-025,8.72464e-026,2.41124e-026,1.24338e-026,4.49897e-026,7.12681e-026,4.49897e-026,1.24338e-026,2.99757e-027,1.08462e-026,1.71814e-026,1.08462e-026,2.99757e-027
85,17.036,1.24819e-026,4.51636e-026,7.15437e-026,4.51636e-026,1.24819e-026,3.4473e-026,1.24735e-025,1.97592e-025,1.24735e-025,3.4473e-026,4.09589e-026,1.48203e-025,2.34768e-025,1.48203e-025,4.09589e-026,2.03085e-026,7.34827e-026,1.16404e-025,7.34827e-026,2.03085e-026,4.87863e-027,1.76525e-026,2.79633e-026,1.76525e-026,4.87863e-027
86,17.5821,2.44415e-026,8.84374e-026,1.40094e-025,8.84374e-026,2.44415e-026,6.77151e-026,2.45016e-025,3.88129e-025,2.45016e-025,6.77151e-026,7.94115e-026,2.87337e-025,4.5517e-025,2.87337e-025,7.94115e-026,3.97768e-026,1.43925e-025,2.27992e-025,1.43925e-025,3.97768e-026,1.01769e-026,3.68232e-026,5.83317e-026,3.68232e-026,1.01769e-026
87,18.1442,4.31977e-026,1.56303e-025,2.476e-025,1.56303e-025,4.31977e-026,1.17266e-025,4.24308e-025,6.72146e-025,4.24308e-025,1.17266e-025,1.3834e-025,5.00561e-025,7.92939e-025,5.00561e-025,1.3834e-025,7.25843e-026,2.62634e-025,4.16038e-025,2.62634e-025,7.25843e-026,1.91194e-026,6.91801e-026,1.09588e-025,6.91801e-026,1.91194e-026
