gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
0,0,0,0,0,0.00923647,0.00923647,0.00923647,0.117912,0.117912,0.117912,0,0,0,0.00923647,0.00923647,0.00923647,0.117912,0.117912,0.117912,0,0,0,0.00923647,0.00923647,0.00923647,0.117912,0.117912,0.117912,0,0,0,0.00923647,0.00923647,0.00923647,0.117912,0.117912,0.117912,0,0,0,0.00923647,0.00923647,0.00923647,0.117912,0.117912,0.117912,0,0,0,0.00923647,0.00923647,0.00923647,0.117912,0.117912,0.117912,0,0,0,0.00923647,0.00923647,0.00923647,0.117912,0.117912,0.117912,0,0,0,0.00923647,0.00923647,0.00923647,0.117912,0.117912,0.117912,0,0,0,0.00923647,0.00923647,0.00923647,0.117912,0.117912,0.117912
1,0.0572595,0,0,0,0.0472547,0.0472547,0.0472547,0.157455,0.157455,0.157455,0,0,0,0.0472547,0.0472547,0.0472547,0.157455,0.157455,0.157455,0,0,0,0.0472547,0.0472547,0.0472547,0.157455,0.157455,0.157455,0,0,0,0.0560962,0.0560962,0.0560962,0.166651,0.166651,0.166651,0,0,0,0.0560962,0.0560962,0.0560962,0.166651,0.166651,0.166651,0,0,0,0.0560962,0.0560962,0.0560962,0.166651,0.166651,0.166651,0,0,0,0.064072,0.064072,0.064072,0.175847,0.175847,0.175847,0,0,0,0.064072,0.064072,0.064072,0.175847,0.175847,0.175847,0,0,0,0.064072,0.064072,0.064072,0.175847,0.175847,0.175847
2,0.116568,0.0175543,0.0175543,0.0175543,0.083322,0.083322,0.094457,0.198651,0.198651,0.198651,0.0175543,0.0175543,0.0175543,0.083322,0.083322,0.094457,0.198651,0.198651,0.198651,0.0175543,0.0175543,0.0175543,0.083322,0.083322,0.094457,0.198651,0.198651,0.198651,0.0175543,0.0175543,0.0175543,0.0992921,0.0992921,0.094457,0.217589,0.217589,0.217589,0.0175543,0.0175543,0.0175543,0.0992921,0.0992921,0.094457,0.217589,0.217589,0.217589,0.0175543,0.0175543,0.0175543,0.0992921,0.0992921,0.094457,0.217589,0.217589,0.217589,0.0175543,0.0175543,0.0175543,0.115262,0.115262,0.094457,0.236528,0.236528,0.236528,0.0175543,0.0175543,0.0175543,0.115262,0.115262,0.094457,0.236528,0.236528,0.236528,0.0175543,0.0175543,0.0175543,0.115262,0.115262,0.094457,0.236528,0.236528,0.236528
3,0.177999,0.0622067,0.0622067,0.0622067,0.119909,0.119909,0.139459,0.241567,0.241567,0.241567,0.0622067,0.0622067,0.0622067,0.119909,0.119909,0.139459,0.241567,0.241567,0.241567,0.0622067,0.0622067,0.0622067,0.119909,0.119909,0.139459,0.241567,0.241567,0.241567,0.0622067,0.0622067,0.0622067,0.14759,0.14759,0.139459,0.271095,0.271095,0.271095,0.0622067,0.0622067,0.0622067,0.14759,0.14759,0.139459,0.271095,0.271095,0.271095,0.0622067,0.0622067,0.0622067,0.14759,0.14759,0.139459,0.271095,0.271095,0.271095,0.0622067,0.0622067,0.0622067,0.175271,0.175271,0.139459,0.300624,0.300624,0.300624,0.0622067,0.0622067,0.0622067,0.175271,0.175271,0.139459,0.300624,0.300624,0.300624,0.0622067,0.0622067,0.0622067,0.175271,0.175271,0.139459,0.300624,0.300624,0.300624
4,0.241629,0.103574,0.103574,0.103574,0.162459,0.162459,0.189118,0.286956,0.286956,0.286956,0.103574,0.103574,0.103574,0.162459,0.162459,0.189118,0.286956,0.286956,0.286956,0.103574,0.103574,0.103574,0.162459,0.162459,0.189118,0.286956,0.286956,0.286956,0.103574,0.103574,0.103574,0.200494,0.200494,0.189118,0.327178,0.327178,0.327178,0.103574,0.103574,0.103574,0.200494,0.200494,0.189118,0.327178,0.327178,0.327178,0.103574,0.103574,0.103574,0.200494,0.200494,0.189118,0.327178,0.327178,0.327178,0.103574,0.103574,0.103574,0.238854,0.238854,0.189118,0.367544,0.367544,0.367544,0.103574,0.103574,0.103574,0.238854,0.238854,0.189118,0.367544,0.367544,0.367544,0.103574,0.103574,0.103574,0.238854,0.238854,0.189118,0.367544,0.367544,0.367544
5,0.307536,0.151038,0.151038,0.151038,0.207125,0.207125,0.240333,0.334156,0.334156,0.334156,0.151038,0.151038,0.151038,0.207125,0.207125,0.240333,0.334156,0.334156,0.334156,0.151038,0.151038,0.151038,0.207125,0.207125,0.240333,0.334156,0.334156,0.334156,0.151038,0.151038,0.151038,0.256249,0.256249,0.240333,0.385641,0.385641,0.385641,0.151038,0.151038,0.151038,0.256249,0.256249,0.240333,0.385641,0.385641,0.385641,0.151038,0.151038,0.151038,0.256249,0.256249,0.240333,0.385641,0.385641,0.385641,0.151038,0.151038,0.151038,0.306096,0.306096,0.240333,0.43759,0.43759,0.43759,0.151038,0.151038,0.151038,0.306096,0.306096,0.240333,0.43759,0.43759,0.43759,0.151038,0.151038,0.151038,0.306096,0.306096,0.240333,0.43759,0.43759,0.43759
6,0.375801,0.202308,0.202308,0.202308,0.253981,0.253981,0.296365,0.383277,0.383277,0.383277,0.202308,0.202308,0.202308,0.253981,0.253981,0.296365,0.383277,0.383277,0.383277,0.202308,0.202308,0.202308,0.253981,0.253981,0.296365,0.383277,0.383277,0.383277,0.202308,0.202308,0.202308,0.314967,0.314967,0.296365,0.44676,0.44676,0.44676,0.202308,0.202308,0.202308,0.314967,0.314967,0.296365,0.44676,0.44676,0.44676,0.202308,0.202308,0.202308,0.314967,0.314967,0.296365,0.44676,0.44676,0.44676,0.202308,0.202308,0.202308,0.376507,0.376507,0.296365,0.510968,0.510968,0.510968,0.202308,0.202308,0.202308,0.376507,0.376507,0.296365,0.510968,0.510968,0.510968,0.202308,0.202308,0.202308,0.376507,0.376507,0.296365,0.510968,0.510968,0.510968
7,0.44651,0.256655,0.256655,0.256655,0.303262,0.303262,0.35495,0.434637,0.434637,0.434637,0.256655,0.256655,0.256655,0.303262,0.303262,0.35495,0.434637,0.434637,0.434637,0.256655,0.256655,0.256655,0.303262,0.303262,0.35495,0.434637,0.434637,0.434637,0.256655,0.256655,0.256655,0.376332,0.376332,0.35495,0.510789,0.510789,0.510789,0.256655,0.256655,0.256655,0.376332,0.376332,0.35495,0.510789,0.510789,0.510789,0.256655,0.256655,0.256655,0.376332,0.376332,0.35495,0.510789,0.510789,0.510789,0.256655,0.256655,0.256655,0.451237,0.451237,0.35495,0.587628,0.587628,0.587628,0.256655,0.256655,0.256655,0.451237,0.451237,0.35495,0.587628,0.587628,0.587628,0.256655,0.256655,0.256655,0.451237,0.451237,0.35495,0.587628,0.587628,0.587628
8,0.519749,0.316495,0.316495,0.316495,0.354777,0.354777,0.416693,0.488308,0.488308,0.488308,0.316495,0.316495,0.316495,0.354777,0.354777,0.416693,0.488308,0.488308,0.488308,0.316495,0.316495,0.316495,0.354777,0.354777,0.416693,0.488308,0.488308,0.488308,0.316495,0.316495,0.316495,0.441405,0.441405,0.416693,0.577578,0.577578,0.577578,0.316495,0.316495,0.316495,0.441405,0.441405,0.416693,0.577578,0.577578,0.577578,0.316495,0.316495,0.316495,0.441405,0.441405,0.416693,0.577578,0.577578,0.577578,0.316495,0.316495,0.316495,0.529468,0.529468,0.416693,0.667426,0.667426,0.667426,0.316495,0.316495,0.316495,0.529468,0.529468,0.416693,0.667426,0.667426,0.667426,0.316495,0.316495,0.316495,0.529468,0.529468,0.416693,0.667426,0.667426,0.667426
9,0.595608,0.378352,0.378352,0.378352,0.408958,0.408958,0.481729,0.544239,0.544239,0.544239,0.378352,0.378352,0.378352,0.408958,0.408958,0.481729,0.544239,0.544239,0.544239,0.378352,0.378352,0.378352,0.408958,0.408958,0.481729,0.544239,0.544239,0.544239,0.378352,0.378352,0.378352,0.509493,0.509493,0.481729,0.647063,0.647063,0.647063,0.378352,0.378352,0.378352,0.509493,0.509493,0.481729,0.647063,0.647063,0.647063,0.378352,0.378352,0.378352,0.509493,0.509493,0.481729,0.647063,0.647063,0.647063,0.378352,0.378352,0.378352,0.610782,0.610782,0.481729,0.750689,0.750689,0.750689,0.378352,0.378352,0.378352,0.610782,0.610782,0.481729,0.750689,0.750689,0.750689,0.378352,0.378352,0.378352,0.610782,0.610782,0.481729,0.750689,0.750689,0.750689
