gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.014096,0.0685649,0.145746,0.246662,0,0,0,0.0140598,0.0685409,0.145725,0.246645,0,0,0,0.0140235,0.0685168,0.145705,0.246628,0,0,0,0.013987,0.0684925,0.145685,0.24661,0,0,0,0.0139507,0.0684686,0.145665,0.246593,0,0,0,0.0139143,0.0684444,0.145644,0.246576,0,0,0,0.0138778,0.0684201,0.145624,0.246558
1,0.0156618,0,0,0,0.0232204,0.0793688,0.157723,0.259284,0,0,0,0.0232836,0.0794566,0.157826,0.259397,0,0,0,0.0233467,0.0795444,0.157928,0.259509,0,0,0,0.0234098,0.079632,0.15803,0.259621,0,0,0,0.023473,0.07972,0.158132,0.259734,0,0,0,0.0235362,0.0798078,0.158234,0.259846,0,0,0,0.0235994,0.0798954,0.158337,0.259959
2,0.031477,0,0,0,0.0321231,0.0902286,0.169887,0.272136,0,0,0,0.0322945,0.090428,0.170116,0.27238,0,0,0,0.0324658,0.0906275,0.170344,0.272625,0,0,0,0.0326371,0.0908268,0.170572,0.272869,0,0,0,0.0328086,0.0910264,0.170801,0.273114,0,0,0,0.0329801,0.0912259,0.171029,0.273358,0,0,0,0.0331515,0.0914255,0.171257,0.273602
3,0.0474469,0,0,0,0.0419904,0.101662,0.182253,0.285139,0,0,0,0.0422641,0.102004,0.182616,0.285517,0,0,0,0.0425378,0.102346,0.182978,0.285894,0,0,0,0.0428114,0.102688,0.18334,0.286271,0,0,0,0.0430854,0.10303,0.183703,0.286649,0,0,0,0.0433593,0.103372,0.184065,0.287026,0,0,0,0.0436332,0.103714,0.184427,0.287404
4,0.0635732,0,0,0.00896283,0.0526502,0.113832,0.19498,0.298292,0,0,0.00940054,0.0530853,0.114318,0.195473,0.298805,0,0,0.00983818,0.0535205,0.114803,0.195966,0.299317,0,0,0.0102758,0.0539556,0.115288,0.196458,0.29983,0,0,0.0107138,0.0543912,0.115774,0.196951,0.300343,0,0,0.0111518,0.0548267,0.116259,0.197444,0.300856,0,0,0.0115897,0.0552623,0.116744,0.197937,0.301368
5,0.0798573,0,0,0.0196511,0.0642423,0.12659,0.207955,0.311642,0,0,0.0200799,0.0647795,0.127206,0.208588,0.312298,0,0,0.0205089,0.0653169,0.127822,0.20922,0.312955,0,0,0.0209378,0.0658542,0.128437,0.209853,0.313612,0,0,0.0213672,0.066392,0.129053,0.210486,0.314269,0,0,0.0217966,0.0669298,0.129669,0.211118,0.314925,0,0,0.022226,0.0674677,0.130261,0.211751,0.315582
6,0.0963008,0,0,0.0288495,0.075587,0.139091,0.221111,0.325228,0,0,0.0293739,0.0762417,0.13981,0.22188,0.326027,0,0,0.0298985,0.0768965,0.140529,0.222648,0.326827,0,0,0.0304231,0.0775514,0.141248,0.223416,0.327626,0,0,0.0309481,0.0782068,0.141967,0.224185,0.328426,0,0,0.0314732,0.0788621,0.142686,0.224953,0.329226,0,0,0.0320524,0.0795177,0.143405,0.225722,0.330026
7,0.112905,0,0.00271705,0.0388282,0.0870028,0.151681,0.234405,0.33902,0,0.0035229,0.0395133,0.0877716,0.152543,0.235303,0.33996,0,0.00432876,0.0401985,0.0885405,0.153405,0.236201,0.340901,0,0.00513471,0.0408838,0.0893093,0.154267,0.237099,0.341842,0,0.00594111,0.0415696,0.0900787,0.155129,0.237998,0.342783,0,0.0067476,0.0422555,0.0908481,0.155991,0.238896,0.343723,0,0.00755411,0.0429415,0.0916176,0.156853,0.239794,0.344663
8,0.129672,0,0.0149991,0.0494501,0.0987254,0.164536,0.24774,0.352925,0,0.0158681,0.0503662,0.0997006,0.16554,0.248774,0.354006,0,0.016581,0.0512826,0.100676,0.166544,0.249809,0.355086,0,0.017294,0.0521991,0.101651,0.167548,0.250843,0.356166,0,0.0180075,0.0531162,0.102626,0.168552,0.251882,0.357247,0,0.0187211,0.0540333,0.103602,0.169556,0.252939,0.358327,0,0.0194349,0.0549508,0.104577,0.17056,0.253997,0.359408
9,0.146603,0,0.0246328,0.0615354,0.111495,0.177645,0.261414,0.366953,0,0.0254439,0.0625768,0.1126,0.178783,0.262612,0.368177,0,0.0262553,0.0636169,0.113737,0.179921,0.26381,0.3694,0,0.0270668,0.0646239,0.114885,0.181061,0.265008,0.370624,0,0.0278789,0.0656316,0.116034,0.182221,0.266207,0.371847,0,0.0286912,0.0666393,0.117182,0.183382,0.267405,0.373071,0,0.0295037,0.0676473,0.11833,0.184542,0.268603,0.374294
10,0.1637,0.00517713,0.0344809,0.0734003,0.12483,0.191071,0.275329,0.381117,0.00636374,0.0354843,0.0745291,0.126116,0.192369,0.276673,0.382486,0.00755047,0.0364879,0.0756582,0.127401,0.193667,0.278018,0.383868,0.00873737,0.0374917,0.0767874,0.128686,0.194965,0.279363,0.38525,0.00992483,0.0384961,0.0779173,0.129959,0.196264,0.280708,0.386633,0.0111125,0.0395007,0.0790473,0.131192,0.197562,0.282052,0.388015,0.0123002,0.0405055,0.0801756,0.132425,0.198867,0.283397,0.389397
