gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4]
13,0.729114,0.475052,0.475052,0.475052,0.475052,0.475052,0.473442,0.473442,0.473442,0.473442,0.473442,0.471911,0.471911,0.471911,0.471911,0.471911,0.470575,0.470575,0.470575,0.470575,0.470575,0.469473,0.469473,0.469473,0.469473,0.469473
14,0.797368,0.509617,0.509617,0.509617,0.509617,0.509617,0.507594,0.507594,0.507594,0.507594,0.507594,0.505651,0.505651,0.505651,0.505651,0.505651,0.503945,0.503945,0.503945,0.503945,0.503945,0.50253,0.50253,0.50253,0.50253,0.50253
15,0.867622,0.544992,0.544992,0.544992,0.544992,0.544992,0.542518,0.542518,0.542518,0.542518,0.542518,0.540135,0.540135,0.540135,0.540135,0.540135,0.538036,0.538036,0.538036,0.538036,0.538036,0.536295,0.536295,0.536295,0.536295,0.536295
16,0.939934,0.580818,0.580818,0.580818,0.580818,0.580818,0.577717,0.577717,0.577717,0.577717,0.577717,0.574716,0.574716,0.574716,0.574716,0.574716,0.572046,0.572046,0.572046,0.572046,0.572046,0.569813,0.569813,0.569813,0.569813,0.569813
17,1.01437,0.617336,0.617336,0.617336,0.617336,0.617336,0.613623,0.613623,0.613623,0.613623,0.613623,0.610027,0.610027,0.610027,0.610027,0.610027,0.606822,0.606822,0.606822,0.606822,0.606822,0.604142,0.604142,0.604142,0.604142,0.604142
18,1.09098,0.654589,0.654589,0.654589,0.654589,0.654589,0.650137,0.650137,0.650137,0.650137,0.650137,0.645797,0.645797,0.645797,0.645797,0.645797,0.641902,0.641902,0.641902,0.641902,0.641902,0.638628,0.638628,0.638628,0.638628,0.638628
19,1.16984,0.692721,0.692721,0.692721,0.692721,0.692721,0.687472,0.687472,0.687472,0.687472,0.687472,0.682343,0.682343,0.682343,0.682343,0.682343,0.677749,0.677749,0.677749,0.677749,0.677749,0.673897,0.673897,0.673897,0.673897,0.673897
20,1.25101,0.731905,0.731905,0.731905,0.731905,0.731905,0.725772,0.725772,0.725772,0.725772,0.725772,0.719721,0.719721,0.719721,0.719721,0.719721,0.714279,0.714279,0.714279,0.714279,0.714279,0.709696,0.709696,0.709696,0.709696,0.709696
21,1.33455,0.772168,0.772168,0.772168,0.772168,0.772168,0.765009,0.765009,0.765009,0.765009,0.765009,0.757976,0.757976,0.757976,0.757976,0.757976,0.751644,0.751644,0.751644,0.751644,0.751644,0.746308,0.746308,0.746308,0.746308,0.746308
22,1.42055,0.813621,0.813621,0.813621,0.813621,0.813621,0.805392,0.805392,0.805392,0.805392,0.805392,0.797279,0.797279,0.797279,0.797279,0.797279,0.789945,0.789945,0.789945,0.789945,0.789945,0.78372,0.78372,0.78372,0.78372,0.78372
23,1.50907,0.856308,0.856308,0.856308,0.856308,0.856308,0.847014,0.847014,0.847014,0.847014,0.847014,0.837776,0.837776,0.837776,0.837776,0.837776,0.829326,0.829326,0.829326,0.829326,0.829326,0.822092,0.822092,0.822092,0.822092,0.822092
24,1.60018,0.900486,0.900486,0.900486,0.900486,0.900486,0.889962,0.889962,0.889962,0.889962,0.889962,0.87946,0.87946,0.87946,0.87946,0.87946,0.86984,0.86984,0.86984,0.86984,0.86984,0.861512,0.861512,0.861512,0.861512,0.861512
25,1.69396,0.946138,0.946138,0.946138,0.946138,0.946138,0.93427,0.93427,0.93427,0.93427,0.93427,0.922367,0.922367,0.922367,0.922367,0.922367,0.911371,0.911371,0.911371,0.911371,0.911371,0.901852,0.901852,0.901852,0.901852,0.901852
26,1.79048,0.993745,0.993745,0.993745,0.993745,0.993745,0.980382,0.980382,0.980382,0.980382,0.980382,0.966843,0.966843,0.966843,0.966843,0.966843,0.954261,0.954261,0.954261,0.954261,0.954261,0.943356,0.943356,0.943356,0.943356,0.943356
27,1.88984,1.04313,1.04313,1.04313,1.04313,1.04313,1.02809,1.02809,1.02809,1.02809,1.02809,1.01283,1.01283,1.01283,1.01283,1.01283,0.998699,0.998699,0.998699,0.998699,0.998699,0.986365,0.986365,0.986365,0.986365,0.986365
28,1.99211,1.09424,1.09424,1.09424,1.09424,1.09424,1.07764,1.07764,1.07764,1.07764,1.07764,1.06067,1.06067,1.06067,1.06067,1.06067,1.04474,1.04474,1.04474,1.04474,1.04474,1.03079,1.03079,1.03079,1.03079,1.03079
29,2.09737,1.14684,1.14684,1.14684,1.14684,1.14684,1.12868,1.12868,1.12868,1.12868,1.12868,1.10997,1.10997,1.10997,1.10997,1.10997,1.0923,1.0923,1.0923,1.0923,1.0923,1.07679,1.07679,1.07679,1.07679,1.07679
30,2.20572,1.20139,1.20139,1.20139,1.20139,1.20139,1.18145,1.18145,1.18145,1.18145,1.18145,1.16079,1.16079,1.16079,1.16079,1.16079,1.14142,1.14142,1.14142,1.14142,1.14142,1.1243,1.1243,1.1243,1.1243,1.1243
31,2.31725,1.25811,1.25811,1.25811,1.25811,1.25811,1.23655,1.23655,1.23655,1.23655,1.23655,1.21417,1.21417,1.21417,1.21417,1.21417,1.19256,1.19256,1.19256,1.19256,1.19256,1.17334,1.17334,1.17334,1.17334,1.17334
32,2.43204,1.31848,1.31848,1.31848,1.31848,1.31848,1.29457,1.29457,1.29457,1.29457,1.29457,1.26974,1.26974,1.26974,1.26974,1.26974,1.24598,1.24598,1.24598,1.24598,1.24598,1.22493,1.22493,1.22493,1.22493,1.22493
33,2.5502,1.3813,1.3813,1.3813,1.3813,1.3813,1.35505,1.35505,1.35505,1.35505,1.35505,1.32773,1.32773,1.32773,1.32773,1.32773,1.30172,1.30172,1.30172,1.30172,1.30172,1.27838,1.27838,1.27838,1.27838,1.27838
34,2.67182,1.44622,1.44622,1.44622,1.44622,1.44622,1.41794,1.41794,1.41794,1.41794,1.41794,1.3883,1.3883,1.3883,1.3883,1.3883,1.35967,1.35967,1.35967,1.35967,1.35967,1.33373,1.33373,1.33373,1.33373,1.33373
35,2.797,1.51315,1.51315,1.51315,1.51315,1.51315,1.4835,1.4835,1.4835,1.4835,1.4835,1.45147,1.45147,1.45147,1.45147,1.45147,1.42002,1.42002,1.42002,1.42002,1.42002,1.39216,1.39216,1.39216,1.39216,1.39216
36,2.92586,1.5831,1.5831,1.5831,1.5831,1.5831,1.55158,1.55158,1.55158,1.55158,1.55158,1.51736,1.51736,1.51736,1.51736,1.51736,1.48359,1.48359,1.48359,1.48359,1.48359,1.45291,1.45291,1.45291,1.45291,1.45291
37,3.05848,1.65686,1.65686,1.65686,1.65686,1.65686,1.62262,1.62262,1.62262,1.62262,1.62262,1.58603,1.58603,1.58603,1.58603,1.58603,1.54983,1.54983,1.54983,1.54983,1.54983,1.51618,1.51618,1.51618,1.51618,1.51618
38,3.195,1.73343,1.73343,1.73343,1.73343,1.73343,1.69715,1.69715,1.69715,1.69715,1.69715,1.65808,1.65808,1.65808,1.65808,1.65808,1.61895,1.61895,1.61895,1.61895,1.61895,1.58275,1.58275,1.58275,1.58275,1.58275
39,3.33551,1.81242,1.81242,1.81242,1.81242,1.81242,1.77425,1.77425,1.77425,1.77425,1.77425,1.73284,1.73284,1.73284,1.73284,1.73284,1.69133,1.69133,1.69133,1.69133,1.69133,1.6526,1.6526,1.6526,1.6526,1.6526
