gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-57.7184,-57.7184,-57.7184,-57.7184,-57.7184,-57.7184,-57.7184,-52.0694,-52.0694,-52.0694,-52.0695,-52.0694,-52.0694,-52.0694,-48.0403,-48.0403,-48.0403,-48.0403,-48.0403,-48.0403,-48.0403,-45.0748,-45.0748,-45.0748,-45.0748,-45.0748,-45.0748,-45.0748,-42.5443,-42.5443,-42.5443,-42.5443,-42.5443,-42.5443,-42.5443,-40.1752,-40.1752,-40.1752,-40.1752,-40.1752,-40.1752,-40.1752,-37.8722,-37.8722,-37.8722,-37.8722,-37.8722,-37.8722,-37.8722
1,0.0185364,-55.1762,-55.1762,-55.1762,-55.1762,-55.1762,-55.1762,-55.1762,-50.6388,-50.6388,-50.6388,-50.6388,-50.6388,-50.6388,-50.6388,-47.2386,-47.2386,-47.2386,-47.2386,-47.2386,-47.2386,-47.2386,-44.5477,-44.5477,-44.5477,-44.5477,-44.5477,-44.5477,-44.5477,-42.1324,-42.1324,-42.1324,-42.1325,-42.1324,-42.1324,-42.1324,-39.8429,-39.8427,-39.8427,-39.8427,-39.8426,-39.8427,-39.8427,-37.592,-37.5919,-37.5918,-37.5918,-37.5917,-37.5917,-37.5917
2,0.0372875,-53.2344,-53.2344,-53.2344,-53.2344,-53.2344,-53.2344,-53.2344,-49.4932,-49.4932,-49.4932,-49.4932,-49.4932,-49.4932,-49.4932,-46.5705,-46.5705,-46.5705,-46.5706,-46.5705,-46.5705,-46.5705,-44.0369,-44.0369,-44.0369,-44.0369,-44.0369,-44.0369,-44.0369,-41.734,-41.734,-41.7339,-41.7338,-41.7338,-41.7338,-41.7338,-39.5146,-39.5144,-39.5143,-39.5142,-39.514,-39.5139,-39.5138,-37.3147,-37.3144,-37.3142,-37.3141,-37.3139,-37.3138,-37.3136
3,0.0562558,-51.7193,-51.7193,-51.7193,-51.7193,-51.7193,-51.7193,-51.7193,-48.5625,-48.5625,-48.5625,-48.5625,-48.5625,-48.5625,-48.5625,-45.943,-45.943,-45.943,-45.9431,-45.9431,-45.9431,-45.9431,-43.5607,-43.5607,-43.5607,-43.5607,-43.5607,-43.5607,-43.5607,-41.3463,-41.3462,-41.3461,-41.346,-41.3458,-41.3457,-41.3456,-39.1904,-39.1901,-39.1898,-39.1896,-39.1893,-39.189,-39.1887,-37.0417,-37.0413,-37.041,-37.0406,-37.0402,-37.0399,-37.0396
4,0.0754439,-50.5156,-50.5156,-50.5156,-50.5156,-50.5156,-50.5156,-50.5156,-47.7966,-47.7966,-47.7966,-47.7967,-47.7966,-47.7966,-47.7966,-45.3405,-45.3405,-45.3405,-45.3406,-45.3405,-45.3405,-45.3406,-43.0987,-43.0987,-43.0987,-43.0987,-43.0987,-43.0987,-43.0987,-40.9664,-40.9663,-40.9661,-40.966,-40.9658,-40.9657,-40.9656,-38.8698,-38.8694,-38.8692,-38.8687,-38.8682,-38.8677,-38.8672,-36.7704,-36.7699,-36.7694,-36.7689,-36.7682,-36.7678,-36.7673
5,0.0948544,-49.5443,-49.5443,-49.5443,-49.5443,-49.5443,-49.5443,-49.5443,-47.1319,-47.132,-47.132,-47.1321,-47.1321,-47.1321,-47.1321,-44.773,-44.773,-44.773,-44.7731,-44.7731,-44.7731,-44.7731,-42.65,-42.65,-42.65,-42.65,-42.65,-42.65,-42.65,-40.5945,-40.5942,-40.5938,-40.5935,-40.5931,-40.5928,-40.5924,-38.5558,-38.5551,-38.5543,-38.5536,-38.553,-38.5524,-38.5518,-36.5017,-36.5008,-36.4999,-36.499,-36.4981,-36.4972,-36.4967
6,0.11449,-48.7499,-48.7499,-48.7499,-48.7499,-48.7499,-48.7499,-48.7499,-46.3989,-46.3989,-46.399,-46.399,-46.399,-46.399,-46.3991,-44.2483,-44.2483,-44.2483,-44.2484,-44.2483,-44.2483,-44.2483,-42.2147,-42.2147,-42.2147,-42.2147,-42.2147,-42.2147,-42.2147,-40.2298,-40.2292,-40.2285,-40.228,-40.2275,-40.2271,-40.2267,-38.2459,-38.2449,-38.2438,-38.2428,-38.2419,-38.241,-38.2407,-36.2345,-36.2336,-36.2323,-36.231,-36.2299,-36.2289,-36.2279
7,0.134352,-48.0538,-48.0539,-48.0539,-48.054,-48.054,-48.0541,-48.0541,-45.772,-45.772,-45.772,-45.7721,-45.7721,-45.7721,-45.7721,-43.7404,-43.7404,-43.7404,-43.7405,-43.7404,-43.7404,-43.7404,-41.7924,-41.7924,-41.7924,-41.7924,-41.7924,-41.7924,-41.7924,-39.8736,-39.8727,-39.8715,-39.8708,-39.8701,-39.8694,-39.8694,-37.9398,-37.9384,-37.937,-37.9356,-37.9344,-37.9332,-37.9326,-35.9713,-35.9695,-35.9676,-35.9661,-35.9647,-35.9636,-35.9624
8,0.154445,-47.2104,-47.2104,-47.2105,-47.2105,-47.2106,-47.2106,-47.2107,-45.17,-45.17,-45.17,-45.17,-45.17,-45.17,-45.17,-43.2508,-43.2508,-43.2508,-43.2509,-43.2509,-43.2509,-43.2509,-41.3827,-41.3827,-41.3827,-41.3828,-41.3827,-41.3827,-41.3827,-39.5224,-39.5214,-39.5203,-39.5193,-39.5185,-39.5177,-39.5169,-37.6371,-37.6349,-37.6333,-37.6318,-37.6302,-37.6291,-37.6284,-35.7091,-35.7072,-35.7052,-35.7033,-35.7015,-35.7001,-35.6992
9,0.174771,-46.5123,-46.5123,-46.5123,-46.5124,-46.5123,-46.5124,-46.5124,-44.5985,-44.5985,-44.5985,-44.5985,-44.5985,-44.5985,-44.5985,-42.7789,-42.7789,-42.7789,-42.7789,-42.7789,-42.7789,-42.7789,-40.9816,-40.9816,-40.9816,-40.9816,-40.9816,-40.9816,-40.9816,-39.1767,-39.1755,-39.1744,-39.1733,-39.1721,-39.1715,-39.1707,-37.3371,-37.3351,-37.3329,-37.3312,-37.3294,-37.3282,-37.3267,-35.4492,-35.4464,-35.4442,-35.4421,-35.4401,-35.4386,-35.4375
10,0.195332,-45.848,-45.848,-45.848,-45.8481,-45.8481,-45.8481,-45.8481,-44.0573,-44.0573,-44.0573,-44.0573,-44.0573,-44.0573,-44.0573,-42.32,-42.32,-42.32,-42.32,-42.32,-42.32,-42.32,-40.5886,-40.5886,-40.5886,-40.5886,-40.5886,-40.5886,-40.5886,-38.836,-38.8347,-38.8335,-38.8323,-38.831,-38.8298,-38.8295,-37.0415,-37.0385,-37.0363,-37.0341,-37.0322,-37.0303,-37.0292,-35.1903,-35.1877,-35.1848,-35.1825,-35.1804,-35.1782,-35.1775
11,0.216131,-45.2229,-45.2229,-45.2229,-45.2229,-45.2229,-45.2229,-45.2229,-43.5451,-43.5451,-43.5451,-43.5452,-43.5452,-43.5452,-43.5452,-41.8787,-41.8787,-41.8787,-41.8788,-41.8787,-41.8787,-41.8787,-40.2033,-40.2033,-40.2033,-40.2033,-40.2033,-40.2033,-40.2033,-38.5009,-38.4986,-38.4972,-38.4959,-38.4946,-38.4933,-38.4929,-36.7488,-36.7461,-36.7432,-36.7409,-36.7388,-36.7373,-36.7355,-34.9328,-34.93,-34.9269,-34.9244,-34.9221,-34.9203,-34.919
12,0.237172,-44.6344,-44.6344,-44.6344,-44.6345,-44.6344,-44.6344,-44.6344,-43.0451,-43.0451,-43.0451,-43.0451,-43.0451,-43.0451,-43.0451,-41.4469,-41.4469,-41.4469,-41.447,-41.4469,-41.4469,-41.4469,-39.825,-39.825,-39.825,-39.825,-39.825,-39.825,-39.8249,-38.1656,-38.166,-38.1653,-38.1646,-38.1635,-38.1617,-38.1603,-36.452,-36.4514,-36.4508,-36.4502,-36.4489,-36.4464,-36.4445,-34.6708,-34.6703,-34.6703,-34.6692,-34.6672,-34.6647,-34.6633
13,0.258456,-44.0864,-44.0864,-44.0864,-44.0865,-44.0865,-44.0865,-44.0865,-42.5627,-42.5627,-42.5627,-42.5627,-42.5627,-42.5627,-42.5627,-41.0252,-41.0252,-41.0252,-41.0252,-41.0252,-41.0252,-41.0252,-39.4554,-39.4554,-39.4554,-39.4554,-39.4554,-39.4554,-39.4554,-37.8445,-37.8426,-37.8403,-37.8388,-37.8372,-37.8357,-37.8341,-36.1711,-36.1681,-36.1647,-36.1621,-36.1597,-36.1573,-36.157,-34.4254,-34.4222,-34.4186,-34.4157,-34.4129,-34.4115,-34.4094
