gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-57.7195,-57.7195,-57.7195,-57.7195,-57.7195,-57.7195,-57.7195,-52.0706,-52.0706,-52.0706,-52.0706,-52.0706,-52.0706,-52.0706,-48.0415,-48.0415,-48.0415,-48.0415,-48.0415,-48.0415,-48.0415,-45.076,-45.076,-45.076,-45.076,-45.076,-45.076,-45.076,-42.5459,-42.5459,-42.5459,-42.5459,-42.5459,-42.5459,-42.5459,-40.1774,-40.1774,-40.1774,-40.1774,-40.1774,-40.1774,-40.1774,-37.8741,-37.8741,-37.8741,-37.8741,-37.8741,-37.8741,-37.8741
1,0.0185364,-55.2413,-55.2199,-55.1985,-55.1772,-55.1559,-55.1347,-55.1135,-50.6769,-50.6645,-50.6522,-50.6399,-50.6276,-50.6153,-50.6031,-47.2609,-47.2538,-47.2468,-47.2397,-47.2327,-47.2256,-47.2186,-44.5636,-44.5587,-44.5538,-44.5488,-44.5439,-44.5389,-44.534,-42.1454,-42.1416,-42.1378,-42.1339,-42.1301,-42.1263,-42.1225,-39.8544,-39.8512,-39.8479,-39.8447,-39.8415,-39.8383,-39.835,-37.6031,-37.6004,-37.5978,-37.5951,-37.5925,-37.5899,-37.5872
2,0.0372875,-53.3343,-53.3011,-53.2681,-53.2353,-53.2027,-53.1702,-53.1378,-49.5538,-49.5339,-49.514,-49.4942,-49.4745,-49.4549,-49.4354,-46.607,-46.5952,-46.5834,-46.5716,-46.5599,-46.5483,-46.5366,-44.0652,-44.0561,-44.0471,-44.038,-44.0289,-44.0198,-44.0107,-41.7583,-41.7506,-41.7429,-41.7352,-41.7275,-41.7198,-41.7121,-39.5344,-39.5281,-39.5218,-39.5155,-39.5092,-39.5029,-39.4966,-37.3366,-37.3313,-37.326,-37.3208,-37.3155,-37.3103,-37.305
3,0.0562558,-51.8368,-51.7977,-51.7588,-51.7202,-51.6819,-51.6438,-51.606,-48.6364,-48.6119,-48.5876,-48.5635,-48.5395,-48.5156,-48.4919,-46,-45.9817,-45.9634,-45.9451,-45.9268,-45.9084,-45.8901,-43.603,-43.5893,-43.5756,-43.5619,-43.5482,-43.5344,-43.5207,-41.3808,-41.3697,-41.3586,-41.3475,-41.3364,-41.3253,-41.3142,-39.2173,-39.2081,-39.199,-39.1898,-39.1806,-39.1715,-39.1623,-37.0693,-37.0614,-37.0535,-37.0456,-37.0376,-37.0297,-37.0218
4,0.0754439,-50.6406,-50.5989,-50.5575,-50.5165,-50.4758,-50.4354,-50.3954,-47.8778,-47.8509,-47.8242,-47.7976,-47.7713,-47.7452,-47.7192,-45.406,-45.3846,-45.3632,-45.3418,-45.3204,-45.299,-45.2776,-43.1516,-43.1344,-43.1171,-43.0998,-43.0825,-43.0653,-43.048,-41.0103,-40.9961,-40.9818,-40.9676,-40.9534,-40.9392,-40.9249,-38.9048,-38.8926,-38.8807,-38.8689,-38.857,-38.8452,-38.8333,-36.8021,-36.7917,-36.7812,-36.7708,-36.7603,-36.7498,-36.7394
5,0.0948544,-49.6709,-49.6286,-49.5867,-49.5452,-49.5041,-49.4634,-49.4232,-47.2397,-47.2054,-47.171,-47.1367,-47.1023,-47.068,-47.0336,-44.8555,-44.8286,-44.8017,-44.7748,-44.748,-44.7235,-44.699,-42.7125,-42.692,-42.6716,-42.6511,-42.6306,-42.6102,-42.5897,-40.6466,-40.6294,-40.6122,-40.595,-40.5778,-40.5607,-40.5435,-38.5994,-38.5844,-38.5695,-38.5546,-38.5397,-38.5248,-38.5099,-36.5344,-36.5219,-36.5095,-36.497,-36.4845,-36.472,-36.4595
6,0.11449,-48.8745,-48.8328,-48.7915,-48.7508,-48.7104,-48.6706,-48.6312,-46.5286,-46.4871,-46.4456,-46.4042,-46.3636,-46.3288,-46.2939,-44.3387,-44.3091,-44.2795,-44.2499,-44.2203,-44.1907,-44.1611,-42.2887,-42.264,-42.2396,-42.216,-42.1924,-42.1687,-42.1451,-40.2909,-40.2702,-40.2495,-40.2294,-40.2094,-40.1894,-40.1694,-38.2968,-38.2793,-38.2618,-38.2444,-38.2269,-38.2094,-38.1919,-36.2759,-36.2609,-36.2458,-36.2311,-36.2165,-36.2019,-36.1873
7,0.134352,-48.2129,-48.1725,-48.119,-48.0642,-48.0095,-47.9548,-47.9001,-45.898,-45.8571,-45.8162,-45.7752,-45.7343,-45.6934,-45.6524,-43.8391,-43.8067,-43.7743,-43.7418,-43.7094,-43.677,-43.6446,-41.877,-41.8492,-41.8215,-41.7938,-41.7661,-41.7383,-41.7112,-39.9423,-39.9188,-39.8954,-39.8719,-39.8484,-39.8249,-39.8014,-37.9977,-37.9779,-37.958,-37.9382,-37.9183,-37.8985,-37.8786,-36.0215,-36.0044,-35.9872,-35.9701,-35.9529,-35.9358,-35.9188
8,0.154445,-47.3657,-47.3176,-47.2696,-47.2216,-47.1735,-47.1327,-47.0937,-45.2703,-45.2377,-45.2052,-45.1726,-45.14,-45.1075,-45.0749,-43.3569,-43.322,-43.2871,-43.2522,-43.2172,-43.1823,-43.1474,-41.475,-41.4447,-41.4144,-41.384,-41.3537,-41.3234,-41.2931,-39.5984,-39.5723,-39.5462,-39.5202,-39.4941,-39.4681,-39.442,-37.7024,-37.68,-37.6576,-37.6353,-37.6129,-37.5906,-37.5682,-35.7432,-35.731,-35.7189,-35.7067,-35.6946,-35.6825,-35.6703
9,0.174771,-46.692,-46.6343,-46.5765,-46.5188,-46.461,-46.4033,-46.3455,-44.7393,-44.6911,-44.6454,-44.6008,-44.5561,-44.5115,-44.4669,-42.8975,-42.858,-42.8185,-42.7805,-42.7427,-42.7048,-42.667,-41.0817,-41.0487,-41.0157,-40.9828,-40.9498,-40.9168,-40.8839,-39.2595,-39.2311,-39.2026,-39.1742,-39.1457,-39.1172,-39.0888,-37.4081,-37.3832,-37.3585,-37.3337,-37.309,-37.2843,-37.2595,-35.5089,-35.4871,-35.4653,-35.4434,-35.4216,-35.3998,-35.378
