gridnumber,capital,Port[0 0],Port[0 1],Port[0 2],Port[1 0],Port[1 1],Port[1 2],Port[2 0],Port[2 1],Port[2 2],Port[3 0],Port[3 1],Port[3 2],Port[4 0],Port[4 1],Port[4 2]
58,6.94411,0.16,0.34,0.46,0.16,0.3,0.44,0.08,0.3,0.44,0,0.24,0.42,0,0.24,0.4
59,7.19449,0.16,0.36,0.48,0.14,0.32,0.48,0.1,0.28,0.44,0.04,0.24,0.46,0,0.22,0.4
60,7.45221,0.16,0.36,0.48,0.14,0.34,0.48,0.12,0.28,0.46,0.06,0.28,0.44,0.04,0.2,0.44
61,7.71748,0.16,0.36,0.48,0.14,0.34,0.46,0.14,0.26,0.48,0.08,0.3,0.44,0.04,0.22,0.44
62,7.99052,0.18,0.36,0.48,0.14,0.34,0.46,0.14,0.28,0.48,0.1,0.28,0.46,0.02,0.26,0.4
63,8.27157,0.18,0.34,0.5,0.16,0.34,0.48,0.12,0.32,0.46,0.12,0.28,0.48,0.02,0.24,0.42
64,8.56085,0.2,0.34,0.5,0.16,0.32,0.48,0.1,0.32,0.44,0.12,0.3,0.48,0.06,0.24,0.46
65,8.85861,0.2,0.34,0.5,0.18,0.32,0.5,0.12,0.32,0.5,0.12,0.32,0.46,0.08,0.24,0.46
66,9.16509,0.22,0.32,0.52,0.18,0.3,0.5,0.14,0.32,0.5,0.1,0.32,0.46,0.06,0.28,0.44
67,9.48056,0.22,0.32,0.52,0.18,0.32,0.5,0.14,0.34,0.5,0.12,0.32,0.48,0.04,0.28,0.44
68,9.80527,0.22,0.34,0.52,0.18,0.32,0.5,0.16,0.34,0.5,0.14,0.3,0.5,0.08,0.26,0.46
69,10.1395,0.2,0.34,0.52,0.18,0.34,0.5,0.16,0.36,0.48,0.16,0.3,0.5,0.12,0.24,0.48
70,10.4835,0.2,0.34,0.5,0.16,0.36,0.48,0.18,0.36,0.5,0.16,0.32,0.5,0.1,0.28,0.48
71,10.8376,0.2,0.36,0.5,0.16,0.36,0.48,0.2,0.34,0.52,0.14,0.34,0.48,0.08,0.3,0.5
72,11.2021,0.2,0.36,0.5,0.16,0.36,0.48,0.2,0.34,0.52,0.14,0.34,0.48,0.08,0.3,0.5
73,11.5773,0.18,0.38,0.48,0.18,0.36,0.52,0.22,0.34,0.52,0.14,0.34,0.48,0.12,0.28,0.5
74,11.9634,0.18,0.38,0.48,0.18,0.34,0.54,0.2,0.34,0.52,0.16,0.32,0.5,0.14,0.3,0.48
75,12.3609,0.2,0.38,0.48,0.2,0.36,0.52,0.2,0.36,0.52,0.18,0.32,0.52,0.12,0.3,0.5
76,12.77,0.2,0.38,0.48,0.2,0.36,0.52,0.18,0.38,0.5,0.18,0.32,0.52,0.12,0.32,0.52
77,13.1911,0.2,0.36,0.5,0.2,0.38,0.52,0.18,0.38,0.5,0.18,0.34,0.5,0.1,0.32,0.54
78,13.6246,0.22,0.36,0.5,0.22,0.38,0.5,0.18,0.38,0.5,0.16,0.34,0.5,0.12,0.32,0.52
79,14.0707,0.22,0.36,0.52,0.22,0.38,0.5,0.2,0.36,0.5,0.16,0.36,0.48,0.14,0.32,0.5
80,14.5299,0.22,0.36,0.52,0.22,0.38,0.5,0.22,0.36,0.52,0.16,0.36,0.48,0.16,0.32,0.5
81,15.0026,0.22,0.36,0.52,0.22,0.38,0.52,0.22,0.36,0.52,0.18,0.36,0.5,0.16,0.32,0.52
82,15.4891,0.24,0.34,0.52,0.24,0.38,0.52,0.24,0.36,0.54,0.2,0.34,0.5,0.14,0.34,0.54
83,15.9899,0.24,0.36,0.52,0.24,0.38,0.52,0.24,0.34,0.54,0.2,0.34,0.52,0.14,0.34,0.54
84,16.5054,0.24,0.36,0.52,0.24,0.36,0.54,0.22,0.36,0.54,0.22,0.34,0.52,0.14,0.34,0.52
85,17.036,0.24,0.38,0.52,0.26,0.36,0.54,0.22,0.36,0.52,0.2,0.34,0.52,0.16,0.32,0.52
86,17.5821,0.24,0.38,0.52,0.26,0.36,0.54,0.22,0.38,0.52,0.2,0.36,0.52,0.18,0.34,0.5
87,18.1442,0.24,0.38,0.52,0.24,0.36,0.54,0.22,0.38,0.52,0.18,0.36,0.5,0.18,0.32,0.5
88,18.7228,0.22,0.38,0.52,0.24,0.38,0.54,0.2,0.38,0.5,0.18,0.38,0.5,0.18,0.32,0.52
89,19.3184,0.22,0.38,0.5,0.24,0.38,0.54,0.2,0.4,0.5,0.18,0.38,0.48,0.16,0.34,0.54
90,19.9314,0.24,0.38,0.5,0.24,0.38,0.52,0.2,0.38,0.5,0.2,0.36,0.5,0.16,0.36,0.54
91,20.5623,0.24,0.38,0.5,0.24,0.38,0.52,0.22,0.38,0.5,0.2,0.36,0.5,0.16,0.36,0.52
92,21.2118,0.24,0.38,0.5,0.22,0.4,0.52,0.22,0.38,0.5,0.22,0.36,0.52,0.18,0.34,0.52
93,21.8803,0.24,0.38,0.52,0.22,0.4,0.52,0.24,0.38,0.52,0.22,0.34,0.52,0.2,0.34,0.52
94,22.5684,0.24,0.38,0.52,0.22,0.4,0.52,0.24,0.38,0.52,0.24,0.34,0.52,0.2,0.34,0.52
95,23.2766,0.24,0.38,0.52,0.22,0.4,0.5,0.24,0.36,0.52,0.22,0.34,0.52,0.2,0.32,0.52
96,24.0056,0.22,0.38,0.52,0.22,0.4,0.5,0.26,0.36,0.54,0.22,0.36,0.52,0.2,0.34,0.52
97,24.756,0.22,0.38,0.5,0.22,0.4,0.5,0.26,0.36,0.54,0.22,0.36,0.52,0.2,0.34,0.52
98,25.5283,0.22,0.38,0.5,0.24,0.4,0.5,0.24,0.36,0.54,0.2,0.38,0.5,0.18,0.36,0.5
99,26.3233,0.22,0.38,0.5,0.24,0.4,0.5,0.24,0.36,0.52,0.2,0.38,0.5,0.18,0.36,0.5
100,27.1416,0.22,0.38,0.5,0.24,0.38,0.5,0.24,0.38,0.52,0.2,0.38,0.5,0.18,0.36,0.5
101,27.9838,0.22,0.38,0.52,0.24,0.38,0.52,0.24,0.38,0.52,0.2,0.38,0.5,0.2,0.36,0.48
102,28.8508,0.22,0.38,0.54,0.26,0.38,0.52,0.24,0.38,0.52,0.22,0.38,0.5,0.2,0.36,0.5
103,29.7431,0.22,0.38,0.54,0.24,0.38,0.52,0.22,0.38,0.52,0.22,0.38,0.5,0.22,0.34,0.5
104,30.6616,0.22,0.38,0.54,0.24,0.38,0.52,0.22,0.38,0.5,0.22,0.36,0.5,0.22,0.34,0.52
105,31.607,0.22,0.38,0.52,0.24,0.38,0.52,0.22,0.4,0.5,0.24,0.36,0.52,0.22,0.34,0.52
106,32.5802,0.22,0.38,0.52,0.22,0.38,0.52,0.22,0.4,0.5,0.24,0.36,0.52,0.22,0.34,0.52
107,33.5818,0.24,0.38,0.52,0.22,0.38,0.52,0.22,0.4,0.5,0.24,0.36,0.52,0.22,0.36,0.52
108,34.6128,0.24,0.38,0.52,0.24,0.38,0.52,0.22,0.4,0.5,0.24,0.36,0.52,0.22,0.36,0.5
109,35.674,0.24,0.38,0.52,0.24,0.38,0.52,0.22,0.38,0.5,0.24,0.36,0.52,0.2,0.36,0.5
110,36.7663,0.24,0.36,0.52,0.22,0.38,0.5,0.24,0.38,0.5,0.24,0.36,0.52,0.2,0.38,0.5
111,37.8906,0.24,0.36,0.52,0.22,0.38,0.5,0.24,0.38,0.5,0.24,0.36,0.52,0.2,0.38,0.48
112,39.0479,0.24,0.36,0.52,0.22,0.38,0.52,0.24,0.38,0.5,0.24,0.36,0.52,0.2,0.38,0.48
113,40.239,0.24,0.36,0.52,0.22,0.38,0.52,0.24,0.38,0.5,0.22,0.38,0.52,0.2,0.38,0.48
114,41.4651,0.24,0.36,0.5,0.22,0.38,0.52,0.24,0.38,0.5,0.22,0.38,0.5,0.22,0.36,0.48
115,42.7271,0.24,0.34,0.5,0.22,0.38,0.52,0.24,0.38,0.52,0.22,0.38,0.5,0.22,0.36,0.5
116,44.0261,0.24,0.34,0.5,0.22,0.38,0.52,0.22,0.38,0.52,0.22,0.38,0.5,0.24,0.36,0.5
117,45.3631,0.24,0.34,0.5,0.22,0.36,0.52,0.22,0.36,0.5,0.22,0.4,0.5,0.24,0.36,0.5
118,46.7394,0.24,0.34,0.5,0.22,0.36,0.52,0.22,0.36,0.5,0.22,0.4,0.5,0.24,0.36,0.52
119,48.1559,0.24,0.34,0.5,0.22,0.36,0.52,0.22,0.36,0.48,0.22,0.38,0.5,0.24,0.34,0.52
120,49.614,0.24,0.34,0.5,0.24,0.36,0.5,0.22,0.36,0.48,0.22,0.38,0.5,0.24,0.34,0.52
121,51.1148,0.24,0.34,0.5,0.24,0.36,0.5,0.22,0.36,0.48,0.22,0.38,0.5,0.24,0.36,0.52
122,52.6596,0.24,0.34,0.5,0.24,0.36,0.5,0.2,0.36,0.48,0.24,0.38,0.5,0.24,0.36,0.52
123,54.2497,0.24,0.34,0.5,0.24,0.36,0.48,0.2,0.36,0.5,0.22,0.36,0.5,0.22,0.36,0.5
124,55.8863,0.24,0.34,0.5,0.24,0.34,0.48,0.22,0.36,0.5,0.22,0.36,0.48,0.22,0.36,0.5
125,57.5709,0.24,0.34,0.5,0.24,0.34,0.5,0.22,0.36,0.5,0.22,0.36,0.48,0.22,0.36,0.5
126,59.3049,0.24,0.34,0.5,0.24,0.34,0.5,0.22,0.36,0.5,0.2,0.36,0.48,0.22,0.36,0.5
127,61.0897,0.24,0.34,0.5,0.24,0.34,0.5,0.22,0.36,0.48,0.2,0.36,0.48,0.22,0.36,0.48
128,62.9268,0.24,0.34,0.5,0.24,0.34,0.5,0.22,0.36,0.48,0.2,0.36,0.48,0.22,0.36,0.48
129,64.8177,0.24,0.34,0.5,0.24,0.34,0.5,0.22,0.36,0.48,0.2,0.36,0.46,0.22,0.34,0.48
130,66.7641,0.24,0.34,0.5,0.24,0.34,0.5,0.22,0.36,0.48,0.2,0.36,0.46,0.22,0.34,0.48
131,68.7675,0.24,0.34,0.5,0.24,0.34,0.5,0.22,0.36,0.48,0.2,0.36,0.46,0.22,0.32,0.48
132,70.8295,0.24,0.34,0.5,0.24,0.34,0.5,0.22,0.36,0.48,0.2,0.36,0.46,0.22,0.32,0.48
133,72.9521,0.24,0.34,0.5,0.24,0.34,0.5,0.24,0.34,0.48,0.2,0.36,0.46,0.22,0.34,0.48
134,75.1368,0.24,0.34,0.5,0.24,0.34,0.5,0.24,0.34,0.48,0.2,0.36,0.46,0.22,0.34,0.48
135,77.3855,0.24,0.34,0.48,0.24,0.34,0.5,0.24,0.34,0.48,0.2,0.36,0.46,0.22,0.34,0.48
136,79.7002,0.24,0.36,0.48,0.24,0.34,0.5,0.24,0.34,0.48,0.22,0.36,0.46,0.2,0.34,0.48
137,82.0826,0.22,0.36,0.48,0.24,0.34,0.5,0.24,0.34,0.48,0.22,0.36,0.46,0.2,0.36,0.48
138,84.5349,0.22,0.36,0.48,0.24,0.34,0.5,0.24,0.34,0.48,0.22,0.36,0.46,0.2,0.36,0.46
139,87.0591,0.22,0.36,0.48,0.24,0.34,0.5,0.24,0.34,0.48,0.22,0.36,0.46,0.2,0.36,0.46
140,89.6572,0.22,0.36,0.48,0.24,0.34,0.5,0.24,0.34,0.48,0.22,0.36,0.46,0.2,0.36,0.46
141,92.3314,0.22,0.36,0.48,0.24,0.34,0.5,0.24,0.34,0.48,0.22,0.34,0.46,0.2,0.36,0.46
142,95.084,0.22,0.36,0.48,0.24,0.34,0.48,0.24,0.34,0.48,0.22,0.34,0.48,0.2,0.36,0.46
143,97.9173,0.22,0.36,0.48,0.24,0.34,0.48,0.24,0.34,0.5,0.22,0.34,0.48,0.2,0.36,0.46
144,100.834,0.22,0.36,0.48,0.24,0.34,0.48,0.24,0.34,0.5,0.22,0.34,0.48,0.2,0.36,0.46
145,103.835,0.22,0.36,0.48,0.24,0.34,0.48,0.24,0.34,0.48,0.24,0.34,0.48,0.2,0.36,0.46
146,106.925,0.22,0.36,0.48,0.22,0.34,0.48,0.24,0.34,0.48,0.24,0.34,0.48,0.2,0.36,0.46
147,110.105,0.22,0.36,0.48,0.22,0.34,0.48,0.24,0.34,0.48,0.24,0.34,0.48,0.2,0.36,0.46
148,113.379,0.22,0.36,0.48,0.22,0.34,0.48,0.24,0.34,0.48,0.24,0.34,0.48,0.2,0.36,0.46
149,116.748,0.22,0.36,0.48,0.22,0.34,0.48,0.24,0.34,0.48,0.24,0.34,0.48,0.22,0.36,0.46
150,120.216,0.22,0.36,0.48,0.22,0.34,0.48,0.24,0.34,0.48,0.24,0.34,0.48,0.22,0.34,0.46
151,123.786,0.22,0.36,0.48,0.22,0.34,0.48,0.24,0.34,0.48,0.24,0.34,0.48,0.22,0.34,0.46
152,127.461,0.22,0.36,0.46,0.22,0.34,0.48,0.24,0.34,0.48,0.24,0.34,0.48,0.22,0.34,0.46
153,131.243,0.22,0.36,0.46,0.22,0.34,0.48,0.24,0.34,0.48,0.24,0.34,0.48,0.22,0.34,0.46
154,135.136,0.22,0.36,0.46,0.22,0.34,0.48,0.22,0.34,0.48,0.24,0.34,0.48,0.22,0.34,0.46
155,139.143,0.22,0.36,0.46,0.22,0.36,0.48,0.22,0.34,0.48,0.24,0.34,0.48,0.22,0.34,0.46
156,143.267,0.22,0.36,0.46,0.22,0.36,0.48,0.22,0.34,0.48,0.24,0.34,0.48,0.22,0.34,0.46
157,147.512,0.22,0.36,0.46,0.22,0.36,0.48,0.22,0.34,0.48,0.24,0.34,0.48,0.22,0.34,0.46
158,151.882,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.34,0.48,0.24,0.34,0.48,0.24,0.34,0.46
159,156.38,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.34,0.48,0.24,0.34,0.48,0.24,0.34,0.48
160,161.009,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.34,0.48,0.24,0.34,0.48,0.24,0.34,0.48
161,165.774,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.34,0.48,0.24,0.34,0.48,0.24,0.32,0.48
162,170.679,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.34,0.48,0.24,0.34,0.48,0.24,0.32,0.48
163,175.728,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.34,0.46,0.22,0.34,0.48,0.24,0.32,0.48
164,180.924,0.22,0.36,0.44,0.22,0.36,0.46,0.22,0.34,0.46,0.22,0.34,0.48,0.24,0.32,0.48
165,186.273,0.22,0.36,0.44,0.22,0.36,0.46,0.22,0.34,0.46,0.22,0.34,0.46,0.24,0.32,0.48
166,191.779,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.46,0.22,0.34,0.46,0.24,0.32,0.48
167,197.446,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.34,0.46,0.24,0.32,0.48
168,203.279,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.34,0.46,0.24,0.32,0.46
169,209.282,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.34,0.44,0.22,0.32,0.46
170,215.462,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.32,0.46
171,221.823,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.24,0.32,0.44
172,228.37,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.32,0.44
173,235.11,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.32,0.44
174,242.046,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.32,0.44
175,249.186,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.32,0.42
176,256.535,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.34,0.42
177,264.1,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.34,0.42
178,271.886,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.34,0.42
179,279.901,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.34,0.42
180,288.15,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.34,0.42
181,296.641,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.34,0.42
182,305.381,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.32,0.42
183,314.377,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.34,0.44,0.22,0.32,0.42
184,323.636,0.22,0.36,0.44,0.22,0.36,0.44,0.2,0.36,0.44,0.22,0.34,0.44,0.22,0.32,0.42
185,333.167,0.22,0.36,0.44,0.22,0.36,0.44,0.2,0.36,0.44,0.22,0.34,0.44,0.22,0.32,0.42
186,342.977,0.22,0.34,0.44,0.22,0.36,0.44,0.2,0.36,0.44,0.22,0.34,0.44,0.22,0.34,0.42
187,353.075,0.22,0.34,0.44,0.22,0.34,0.44,0.2,0.36,0.44,0.22,0.34,0.44,0.22,0.34,0.42
188,363.469,0.22,0.34,0.44,0.22,0.34,0.44,0.2,0.36,0.44,0.22,0.34,0.44,0.22,0.34,0.42
189,374.167,0.22,0.34,0.44,0.22,0.34,0.44,0.2,0.34,0.44,0.22,0.34,0.44,0.22,0.34,0.42
190,385.179,0.22,0.32,0.44,0.22,0.32,0.44,0.2,0.32,0.44,0.22,0.32,0.44,0.22,0.32,0.42
191,396.513,0.22,0.3,0.44,0.22,0.3,0.44,0.2,0.3,0.44,0.22,0.32,0.44,0.22,0.32,0.42
192,408.179,0.22,0.3,0.44,0.22,0.3,0.44,0.2,0.32,0.44,0.2,0.32,0.42,0.22,0.34,0.42
193,420.188,0.2,0.32,0.36,0.2,0.32,0.36,0.2,0.34,0.36,0.2,0.34,0.36,0.22,0.34,0.34
194,432.548,0.2,0.28,0.38,0.2,0.28,0.38,0.2,0.28,0.38,0.2,0.28,0.34,0.22,0.28,0.32
195,445.271,0.2,0.22,0.38,0.2,0.22,0.4,0.2,0.22,0.38,0.2,0.22,0.4,0.18,0.22,0.4
196,458.366,0.12,0.28,0.46,0.12,0.28,0.46,0.12,0.28,0.46,0.12,0.3,0.46,0.12,0.3,0.46
197,471.845,0.12,0.3,0.46,0.12,0.3,0.46,0.12,0.3,0.46,0.12,0.3,0.46,0.12,0.32,0.46
198,485.719,0.12,0.36,0.54,0.12,0.36,0.54,0.12,0.36,0.54,0.14,0.38,0.54,0.14,0.38,0.54
199,500,0.2,0.4,0.6,0.2,0.4,0.6,0.22,0.4,0.6,0.22,0.4,0.6,0.22,0.4,0.62
