gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0105804,0.0550688,0.120437,0.208283,0,0,0,0.0105804,0.0550688,0.120437,0.208283,0,0,0,0.0105805,0.0550689,0.120437,0.208283,0,0,0,0.0105803,0.0550688,0.120437,0.208283,0,0,0,0.0105805,0.0550689,0.120437,0.208283,0,0,0,0.0105804,0.0550688,0.120437,0.208283,0,0,0,0.0105804,0.0550688,0.120437,0.208283
1,0.0185364,0,0,0,0.0234466,0.0689155,0.135532,0.223995,0,0,0,0.0234466,0.0689155,0.135532,0.223995,0,0,0,0.0234466,0.0689156,0.135533,0.223995,0,0,0,0.0234465,0.0689155,0.135532,0.223995,0,0,0,0.0234466,0.0689156,0.135533,0.223995,0,0,0,0.0234466,0.0689155,0.135532,0.223995,0,0,0,0.0234466,0.0689155,0.135532,0.223995
2,0.0372875,0,0,0.00239861,0.0352696,0.0831698,0.150917,0.239977,0,0,0.00239861,0.0352696,0.0831698,0.150917,0.239977,0,0,0.00239869,0.0352697,0.0831699,0.150917,0.239977,0,0,0.00239854,0.0352695,0.0831697,0.150916,0.239976,0,0,0.00239869,0.0352697,0.0831699,0.150917,0.239977,0,0,0.00239861,0.0352696,0.0831698,0.150917,0.239977,0,0,0.00239861,0.0352696,0.0831698,0.150917,0.239977
3,0.0562558,0,0,0.0159333,0.0481209,0.0977828,0.166463,0.256211,0,0,0.0159333,0.0481209,0.0977828,0.166463,0.256211,0,0,0.0159334,0.048121,0.0977829,0.166463,0.256211,0,0,0.0159332,0.0481208,0.0977827,0.166463,0.256211,0,0,0.0159334,0.048121,0.0977829,0.166463,0.256211,0,0,0.0159333,0.0481209,0.0977828,0.166463,0.256211,0,0,0.0159333,0.0481209,0.0977828,0.166463,0.256211
4,0.0754439,0,0.00343869,0.0277827,0.0616034,0.11266,0.182247,0.272626,0,0.00343869,0.0277827,0.0616034,0.11266,0.182247,0.272626,0,0.00343876,0.0277828,0.0616035,0.11266,0.182247,0.272626,0,0.00343862,0.0277827,0.0616033,0.11266,0.182247,0.272626,0,0.00343876,0.0277828,0.0616035,0.11266,0.182247,0.272626,0,0.00343869,0.0277827,0.0616034,0.11266,0.182247,0.272626,0,0.00343869,0.0277827,0.0616034,0.11266,0.182247,0.272626
5,0.0948544,0,0.0168734,0.0395299,0.0757402,0.128188,0.198325,0.289252,0,0.0168734,0.0395299,0.0757402,0.128188,0.198325,0.289252,0,0.0168735,0.03953,0.0757403,0.128188,0.198325,0.289252,0,0.0168733,0.0395298,0.0757402,0.128188,0.198325,0.289252,0,0.0168735,0.03953,0.0757403,0.128188,0.198325,0.289252,0,0.0168734,0.0395299,0.0757402,0.128188,0.198325,0.289252,0,0.0168734,0.0395299,0.0757402,0.128188,0.198325,0.289252
6,0.11449,0.0113352,0.0282411,0.0523437,0.0905322,0.144059,0.214775,0.306106,0.0113352,0.0282411,0.0523437,0.0905322,0.144059,0.214775,0.306106,0.0113353,0.0282411,0.0523438,0.0905323,0.144059,0.214775,0.306106,0.0113351,0.028241,0.0523436,0.0905321,0.144059,0.214775,0.306106,0.0113353,0.0282411,0.0523438,0.0905323,0.144059,0.214775,0.306106,0.0113352,0.0282411,0.0523437,0.0905322,0.144059,0.214775,0.306106,0.0113352,0.0282411,0.0523437,0.0905322,0.144059,0.214775,0.306106
7,0.134352,0.0234828,0.0396316,0.0660004,0.105572,0.160167,0.231572,0.323205,0.0234828,0.0396316,0.0660004,0.105572,0.160167,0.231572,0.323205,0.0234829,0.0396317,0.0660005,0.105572,0.160167,0.231572,0.323205,0.0234828,0.0396316,0.0660003,0.105572,0.160167,0.231571,0.323205,0.0234829,0.0396317,0.0660005,0.105572,0.160167,0.231572,0.323205,0.0234828,0.0396316,0.0660004,0.105572,0.160167,0.231572,0.323205,0.0234828,0.0396316,0.0660004,0.105572,0.160167,0.231572,0.323205
8,0.154445,0.0342627,0.0520297,0.080342,0.121095,0.176458,0.248637,0.340578,0.0342627,0.0520297,0.080342,0.121095,0.176458,0.248637,0.340578,0.0342628,0.0520298,0.0803421,0.121095,0.176458,0.248637,0.340578,0.0342627,0.0520296,0.0803419,0.121095,0.176458,0.248637,0.340578,0.0342628,0.0520298,0.0803421,0.121095,0.176458,0.248637,0.340578,0.0342627,0.0520297,0.080342,0.121095,0.176458,0.248637,0.340578,0.0342627,0.0520297,0.080342,0.121095,0.176458,0.248637,0.340578
9,0.174771,0.0458531,0.0653524,0.095309,0.137225,0.19307,0.265926,0.358233,0.0458531,0.0653524,0.095309,0.137225,0.19307,0.265926,0.358233,0.0458532,0.0653525,0.0953091,0.137225,0.19307,0.265926,0.358233,0.0458531,0.0653524,0.095309,0.137225,0.19307,0.265926,0.358233,0.0458532,0.0653525,0.0953091,0.137225,0.19307,0.265926,0.358233,0.0458531,0.0653524,0.095309,0.137225,0.19307,0.265926,0.358233,0.0458531,0.0653524,0.095309,0.137225,0.19307,0.265926,0.358233
