gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0.01,-185.705,-185.594,-185.484,-185.373,-185.265,-185.157,-185.056,-122.693,-122.654,-122.615,-122.575,-122.537,-122.498,-122.463,-87.066,-87.0488,-87.0315,-87.0142,-86.9973,-86.9804,-86.9647,-67.4484,-67.4393,-67.4301,-67.4209,-67.412,-67.403,-67.3946,-55.381,-55.3769,-55.3729,-55.3688,-55.3649,-55.3609,-55.3572,-48.0534,-48.0512,-48.049,-48.0468,-48.0446,-48.0424,-48.0404,-43.2526,-43.2513,-43.25,-43.2487,-43.2474,-43.2461,-43.2449
1,0.0285363,-151.341,-151.226,-151.119,-150.996,-150.849,-150.676,-150.504,-105.795,-105.746,-105.7,-105.648,-105.585,-105.511,-105.438,-79.5348,-79.5035,-79.4744,-79.4409,-79.4006,-79.3537,-79.3066,-63.5661,-63.5537,-63.542,-63.5286,-63.5126,-63.4938,-63.4751,-53.6136,-53.6063,-53.5994,-53.5915,-53.582,-53.5709,-53.5599,-47.0858,-47.0818,-47.078,-47.0737,-47.0685,-47.0625,-47.0564,-42.7151,-42.713,-42.7111,-42.7088,-42.7061,-42.7029,-42.6997
2,0.0472874,-126.76,-126.573,-126.381,-126.198,-126.011,-125.823,-125.636,-94.0878,-93.9604,-93.8302,-93.7057,-93.5783,-93.451,-93.3236,-73.9877,-73.9311,-73.8732,-73.818,-73.7614,-73.7048,-73.6483,-60.579,-60.5465,-60.5133,-60.4815,-60.449,-60.4165,-60.384,-52.0143,-51.9988,-51.983,-51.9678,-51.9523,-51.9367,-51.9212,-46.2263,-46.2177,-46.2088,-46.2004,-46.1918,-46.1832,-46.1745,-42.2104,-42.2049,-42.1993,-42.1939,-42.1884,-42.1829,-42.1775
3,0.0662556,-109.227,-108.946,-108.666,-108.421,-108.218,-108.051,-107.902,-85.1137,-84.9909,-84.868,-84.7608,-84.6719,-84.5987,-84.5333,-69.075,-69.0084,-68.9419,-68.8839,-68.8358,-68.7961,-68.7608,-58.0082,-57.9713,-57.9344,-57.9022,-57.8755,-57.8535,-57.8339,-50.5626,-50.5394,-50.5162,-50.4959,-50.4815,-50.4701,-50.46,-45.4196,-45.4086,-45.3975,-45.3879,-45.38,-45.3734,-45.3676,-41.7609,-41.7537,-41.7466,-41.7404,-41.7353,-41.7311,-41.7273
4,0.0854437,-95.8131,-95.7758,-95.7385,-95.7012,-95.664,-95.5517,-95.2847,-77.693,-77.6768,-77.6606,-77.6443,-77.6281,-77.5794,-77.4636,-64.6557,-64.6429,-64.6302,-64.6207,-64.6112,-64.5826,-64.5145,-55.6526,-55.647,-55.6414,-55.6358,-55.6302,-55.6132,-55.5729,-49.2837,-49.2801,-49.2764,-49.2727,-49.2691,-49.2579,-49.2316,-44.687,-44.6849,-44.6828,-44.6807,-44.6786,-44.672,-44.6567,-41.3044,-41.3032,-41.302,-41.3008,-41.2995,-41.2957,-41.2869
5,0.104854,-86.7971,-86.5807,-86.3685,-86.173,-85.9857,-85.8068,-85.6487,-72.5906,-72.4426,-72.2974,-72.1636,-72.0356,-71.9132,-71.805,-61.6672,-61.5807,-61.496,-61.4178,-61.343,-61.2715,-61.2083,-53.8918,-53.8407,-53.7907,-53.7445,-53.7004,-53.6581,-53.6208,-48.222,-48.1943,-48.1671,-48.1421,-48.1181,-48.0952,-48.075,-44.0587,-44.0419,-44.0255,-44.0104,-43.9959,-43.982,-43.9698,-40.9213,-40.9102,-40.8993,-40.8892,-40.8796,-40.8704,-40.8623
6,0.124489,-79.2534,-79.071,-78.9055,-78.767,-78.669,-78.5913,-78.5036,-67.9068,-67.7595,-67.6258,-67.5139,-67.4349,-67.3722,-67.3013,-58.8614,-58.7802,-58.7065,-58.6449,-58.6014,-58.5668,-58.5277,-52.2288,-52.1775,-52.1309,-52.092,-52.0645,-52.0427,-52.018,-47.1958,-47.1617,-47.1307,-47.1075,-47.0922,-47.08,-47.0663,-43.4379,-43.4172,-43.3985,-43.3828,-43.3717,-43.363,-43.353,-40.5326,-40.5201,-40.5088,-40.4994,-40.4927,-40.4874,-40.4814
7,0.144352,-73.763,-73.5555,-73.3598,-73.1641,-72.9801,-72.7962,-72.6239,-63.9705,-63.8472,-63.7309,-63.6145,-63.5052,-63.3958,-63.2935,-56.4555,-56.3827,-56.314,-56.2453,-56.1808,-56.1162,-56.0558,-50.7392,-50.6915,-50.6465,-50.6015,-50.5592,-50.5169,-50.4773,-46.3233,-46.2908,-46.2602,-46.2295,-46.2007,-46.1718,-46.1448,-42.8826,-42.862,-42.8427,-42.8233,-42.8051,-42.7869,-42.7699,-40.1599,-40.1472,-40.1353,-40.1234,-40.1122,-40.101,-40.0906
8,0.164445,-68.8022,-68.6209,-68.4469,-68.2804,-68.1176,-67.9547,-67.7808,-60.6632,-60.5638,-60.4685,-60.3772,-60.2879,-60.1987,-60.1033,-54.4771,-54.4004,-54.3269,-54.2565,-54.1877,-54.1188,-54.0453,-49.443,-49.3928,-49.3446,-49.2984,-49.2533,-49.2082,-49.1601,-45.4922,-45.4628,-45.4346,-45.4076,-45.3812,-45.3548,-45.3266,-42.3462,-42.3272,-42.3091,-42.2917,-42.2747,-42.2577,-42.2395,-39.817,-39.8037,-39.7909,-39.7787,-39.7668,-39.7549,-39.7421
9,0.18477,-64.6824,-64.5066,-64.3642,-64.2278,-64.1066,-63.9914,-63.8732,-58.1109,-57.9787,-57.8716,-57.7691,-57.6779,-57.5914,-57.5025,-52.7366,-52.6529,-52.5851,-52.5202,-52.4625,-52.4076,-52.3513,-48.3258,-48.2709,-48.2265,-48.1839,-48.1461,-48.1102,-48.0733,-44.7374,-44.6983,-44.6685,-44.6424,-44.6193,-44.5973,-44.5747,-41.86,-41.8349,-41.8145,-41.7949,-41.7776,-41.7611,-41.7442,-39.4931,-39.4772,-39.4644,-39.4521,-39.4412,-39.4308,-39.4201
