gridnumber,capital,VF[0 0 00],VF[0 0 01],VF[0 0 02],VF[0 0 10],VF[0 0 11],VF[0 0 12],VF[0 0 20],VF[0 0 21],VF[0 0 22],VF[0 1 00],VF[0 1 01],VF[0 1 02],VF[0 1 10],VF[0 1 11],VF[0 1 12],VF[0 1 20],VF[0 1 21],VF[0 1 22],VF[0 2 00],VF[0 2 01],VF[0 2 02],VF[0 2 10],VF[0 2 11],VF[0 2 12],VF[0 2 20],VF[0 2 21],VF[0 2 22],VF[1 0 00],VF[1 0 01],VF[1 0 02],VF[1 0 10],VF[1 0 11],VF[1 0 12],VF[1 0 20],VF[1 0 21],VF[1 0 22],VF[1 1 00],VF[1 1 01],VF[1 1 02],VF[1 1 10],VF[1 1 11],VF[1 1 12],VF[1 1 20],VF[1 1 21],VF[1 1 22],VF[1 2 00],VF[1 2 01],VF[1 2 02],VF[1 2 10],VF[1 2 11],VF[1 2 12],VF[1 2 20],VF[1 2 21],VF[1 2 22],VF[2 0 00],VF[2 0 01],VF[2 0 02],VF[2 0 10],VF[2 0 11],VF[2 0 12],VF[2 0 20],VF[2 0 21],VF[2 0 22],VF[2 1 00],VF[2 1 01],VF[2 1 02],VF[2 1 10],VF[2 1 11],VF[2 1 12],VF[2 1 20],VF[2 1 21],VF[2 1 22],VF[2 2 00],VF[2 2 01],VF[2 2 02],VF[2 2 10],VF[2 2 11],VF[2 2 12],VF[2 2 20],VF[2 2 21],VF[2 2 22]
10,0.674183,-26.1739,-26.1739,-26.1739,-25.3215,-25.26,-25.26,-24.3543,-24.3543,-24.3543,-26.1739,-26.1739,-26.1739,-25.3215,-25.26,-25.26,-24.3543,-24.3543,-24.3543,-26.1739,-26.1739,-26.1739,-25.3215,-25.26,-25.26,-24.3543,-24.3543,-24.3543,-26.1739,-26.1739,-26.1739,-25.2726,-25.26,-25.26,-24.3101,-24.3101,-24.3101,-26.1739,-26.1739,-26.1739,-25.2726,-25.26,-25.26,-24.3101,-24.3101,-24.3101,-26.1739,-26.1739,-26.1739,-25.2726,-25.26,-25.26,-24.3101,-24.3101,-24.3101,-26.1739,-26.1739,-26.1739,-25.2238,-25.26,-25.26,-24.2659,-24.2659,-24.2659,-26.1739,-26.1739,-26.1739,-25.2238,-25.26,-25.26,-24.2659,-24.2659,-24.2659,-26.1739,-26.1739,-26.1739,-25.2238,-25.26,-25.26,-24.2659,-24.2659,-24.2659
11,0.75557,-25.5396,-25.5396,-25.5396,-24.7427,-24.6779,-24.6779,-23.826,-23.826,-23.826,-25.5396,-25.5396,-25.5396,-24.7427,-24.6779,-24.6779,-23.826,-23.826,-23.826,-25.5396,-25.5396,-25.5396,-24.7427,-24.6779,-24.6779,-23.826,-23.826,-23.826,-25.5396,-25.5396,-25.5396,-24.6912,-24.6779,-24.6779,-23.779,-23.779,-23.779,-25.5396,-25.5396,-25.5396,-24.6912,-24.6779,-24.6779,-23.779,-23.779,-23.779,-25.5396,-25.5396,-25.5396,-24.6912,-24.6779,-24.6779,-23.779,-23.779,-23.779,-25.5396,-25.5396,-25.5396,-24.6397,-24.6779,-24.6779,-23.7321,-23.7321,-23.7321,-25.5396,-25.5396,-25.5396,-24.6397,-24.6779,-24.6779,-23.7321,-23.7321,-23.7321,-25.5396,-25.5396,-25.5396,-24.6397,-24.6779,-24.6779,-23.7321,-23.7321,-23.7321
12,0.839869,-24.9216,-24.9216,-24.9216,-24.1755,-24.1077,-24.1077,-23.3054,-23.3054,-23.3054,-24.9216,-24.9216,-24.9216,-24.1755,-24.1077,-24.1077,-23.3054,-23.3054,-23.3054,-24.9216,-24.9216,-24.9216,-24.1755,-24.1077,-24.1077,-23.3054,-23.3054,-23.3054,-24.9216,-24.9216,-24.9216,-24.1215,-24.1077,-24.1077,-23.256,-23.256,-23.256,-24.9216,-24.9216,-24.9216,-24.1215,-24.1077,-24.1077,-23.256,-23.256,-23.256,-24.9216,-24.9216,-24.9216,-24.1215,-24.1077,-24.1077,-23.256,-23.256,-23.256,-24.9216,-24.9216,-24.9216,-24.0674,-24.1077,-24.1077,-23.2066,-23.2066,-23.2066,-24.9216,-24.9216,-24.9216,-24.0674,-24.1077,-24.1077,-23.2066,-23.2066,-23.2066,-24.9216,-24.9216,-24.9216,-24.0674,-24.1077,-24.1077,-23.2066,-23.2066,-23.2066
13,0.927185,-24.3184,-24.3184,-24.3184,-23.6189,-23.5482,-23.5482,-22.7922,-22.7922,-22.7922,-24.3184,-24.3184,-24.3184,-23.6189,-23.5482,-23.5482,-22.7922,-22.7922,-22.7922,-24.3184,-24.3184,-24.3184,-23.6189,-23.5482,-23.5482,-22.7922,-22.7922,-22.7922,-24.3184,-24.3184,-24.3184,-23.5625,-23.5482,-23.5482,-22.7404,-22.7404,-22.7404,-24.3184,-24.3184,-24.3184,-23.5625,-23.5482,-23.5482,-22.7404,-22.7404,-22.7404,-24.3184,-24.3184,-24.3184,-23.5625,-23.5482,-23.5482,-22.7404,-22.7404,-22.7404,-24.3184,-24.3184,-24.3184,-23.5061,-23.5482,-23.5482,-22.6887,-22.6887,-22.6887,-24.3184,-24.3184,-24.3184,-23.5061,-23.5482,-23.5482,-22.6887,-22.6887,-22.6887,-24.3184,-24.3184,-24.3184,-23.5061,-23.5482,-23.5482,-22.6887,-22.6887,-22.6887
14,1.01763,-23.7283,-23.7283,-23.7283,-23.0722,-22.9988,-22.9988,-22.2859,-22.2859,-22.2859,-23.7283,-23.7283,-23.7283,-23.0722,-22.9988,-22.9988,-22.2859,-22.2859,-22.2859,-23.7283,-23.7283,-23.7283,-23.0722,-22.9988,-22.9988,-22.2859,-22.2859,-22.2859,-23.7283,-23.7283,-23.7283,-23.0135,-22.9988,-22.9988,-22.232,-22.232,-22.232,-23.7283,-23.7283,-23.7283,-23.0135,-22.9988,-22.9988,-22.232,-22.232,-22.232,-23.7283,-23.7283,-23.7283,-23.0135,-22.9988,-22.9988,-22.232,-22.232,-22.232,-23.7283,-23.7283,-23.7283,-22.9549,-22.9988,-22.9988,-22.1781,-22.1781,-22.1781,-23.7283,-23.7283,-23.7283,-22.9549,-22.9988,-22.9988,-22.1781,-22.1781,-22.1781,-23.7283,-23.7283,-23.7283,-22.9549,-22.9988,-22.9988,-22.1781,-22.1781,-22.1781
15,1.1113,-23.1505,-23.1505,-23.1505,-22.5346,-22.4588,-22.4588,-21.7864,-21.7864,-21.7864,-23.1505,-23.1505,-23.1505,-22.5346,-22.4588,-22.4588,-21.7864,-21.7864,-21.7864,-23.1505,-23.1505,-23.1505,-22.5346,-22.4588,-22.4588,-21.7864,-21.7864,-21.7864,-23.1505,-23.1505,-23.1505,-22.4739,-22.4588,-22.4588,-21.7304,-21.7304,-21.7304,-23.1505,-23.1505,-23.1505,-22.4739,-22.4588,-22.4588,-21.7304,-21.7304,-21.7304,-23.1505,-23.1505,-23.1505,-22.4739,-22.4588,-22.4588,-21.7304,-21.7304,-21.7304,-23.1505,-23.1505,-23.1505,-22.4132,-22.4588,-22.4588,-21.6744,-21.6744,-21.6744,-23.1505,-23.1505,-23.1505,-22.4132,-22.4588,-22.4588,-21.6744,-21.6744,-21.6744,-23.1505,-23.1505,-23.1505,-22.4132,-22.4588,-22.4588,-21.6744,-21.6744,-21.6744
16,1.20833,-22.5839,-22.5839,-22.5839,-22.0056,-21.9276,-21.9276,-21.2932,-21.2932,-21.2932,-22.5839,-22.5839,-22.5839,-22.0056,-21.9276,-21.9276,-21.2932,-21.2932,-21.2932,-22.5839,-22.5839,-22.5839,-22.0056,-21.9276,-21.9276,-21.2932,-21.2932,-21.2932,-22.5839,-22.5839,-22.5839,-21.943,-21.9276,-21.9276,-21.2353,-21.2353,-21.2353,-22.5839,-22.5839,-22.5839,-21.943,-21.9276,-21.9276,-21.2353,-21.2353,-21.2353,-22.5839,-22.5839,-22.5839,-21.943,-21.9276,-21.9276,-21.2353,-21.2353,-21.2353,-22.5839,-22.5839,-22.5839,-21.8804,-21.9276,-21.9276,-21.1774,-21.1774,-21.1774,-22.5839,-22.5839,-22.5839,-21.8804,-21.9276,-21.9276,-21.1774,-21.1774,-21.1774,-22.5839,-22.5839,-22.5839,-21.8804,-21.9276,-21.9276,-21.1774,-21.1774,-21.1774
17,1.30884,-22.0279,-22.0279,-22.0279,-21.4849,-21.4047,-21.4047,-20.8062,-20.8062,-20.8062,-22.0279,-22.0279,-22.0279,-21.4849,-21.4047,-21.4047,-20.8062,-20.8062,-20.8062,-22.0279,-22.0279,-22.0279,-21.4849,-21.4047,-21.4047,-20.8062,-20.8062,-20.8062,-22.0279,-22.0279,-22.0279,-21.4205,-21.4047,-21.4047,-20.7465,-20.7465,-20.7465,-22.0279,-22.0279,-22.0279,-21.4205,-21.4047,-21.4047,-20.7465,-20.7465,-20.7465,-22.0279,-22.0279,-22.0279,-21.4205,-21.4047,-21.4047,-20.7465,-20.7465,-20.7465,-22.0279,-22.0279,-22.0279,-21.356,-21.4047,-21.4047,-20.6869,-20.6869,-20.6869,-22.0279,-22.0279,-22.0279,-21.356,-21.4047,-21.4047,-20.6869,-20.6869,-20.6869,-22.0279,-22.0279,-22.0279,-21.356,-21.4047,-21.4047,-20.6869,-20.6869,-20.6869
18,1.41294,-21.4818,-21.4818,-21.4818,-20.972,-20.8899,-20.8899,-20.3252,-20.3252,-20.3252,-21.4818,-21.4818,-21.4818,-20.972,-20.8899,-20.8899,-20.3252,-20.3252,-20.3252,-21.4818,-21.4818,-21.4818,-20.972,-20.8899,-20.8899,-20.3252,-20.3252,-20.3252,-21.4818,-21.4818,-21.4818,-20.9059,-20.8899,-20.8899,-20.2639,-20.2639,-20.2639,-21.4818,-21.4818,-21.4818,-20.9059,-20.8899,-20.8899,-20.2639,-20.2639,-20.2639,-21.4818,-21.4818,-21.4818,-20.9059,-20.8899,-20.8899,-20.2639,-20.2639,-20.2639,-21.4818,-21.4818,-21.4818,-20.8398,-20.8899,-20.8899,-20.2026,-20.2026,-20.2026,-21.4818,-21.4818,-21.4818,-20.8398,-20.8899,-20.8899,-20.2026,-20.2026,-20.2026,-21.4818,-21.4818,-21.4818,-20.8398,-20.8899,-20.8899,-20.2026,-20.2026,-20.2026
19,1.52076,-20.9452,-20.9452,-20.9452,-20.4666,-20.3827,-20.3827,-19.85,-19.85,-19.85,-20.9452,-20.9452,-20.9452,-20.4666,-20.3827,-20.3827,-19.85,-19.85,-19.85,-20.9452,-20.9452,-20.9452,-20.4666,-20.3827,-20.3827,-19.85,-19.85,-19.85,-20.9452,-20.9452,-20.9452,-20.399,-20.3827,-20.3827,-19.7873,-19.7873,-19.7873,-20.9452,-20.9452,-20.9452,-20.399,-20.3827,-20.3827,-19.7873,-19.7873,-19.7873,-20.9452,-20.9452,-20.9452,-20.399,-20.3827,-20.3827,-19.7873,-19.7873,-19.7873,-20.9452,-20.9452,-20.9452,-20.3314,-20.3827,-20.3827,-19.7245,-19.7245,-19.7245,-20.9452,-20.9452,-20.9452,-20.3314,-20.3827,-20.3827,-19.7245,-19.7245,-19.7245,-20.9452,-20.9452,-20.9452,-20.3314,-20.3827,-20.3827,-19.7245,-19.7245,-19.7245
20,1.63244,-20.4176,-20.4176,-20.4176,-19.9685,-19.883,-19.883,-19.3806,-19.3806,-19.3806,-20.4176,-20.4176,-20.4176,-19.9685,-19.883,-19.883,-19.3806,-19.3806,-19.3806,-20.4176,-20.4176,-20.4176,-19.9685,-19.883,-19.883,-19.3806,-19.3806,-19.3806,-20.4176,-20.4176,-20.4176,-19.8995,-19.883,-19.883,-19.3165,-19.3165,-19.3165,-20.4176,-20.4176,-20.4176,-19.8995,-19.883,-19.883,-19.3165,-19.3165,-19.3165,-20.4176,-20.4176,-20.4176,-19.8995,-19.883,-19.883,-19.3165,-19.3165,-19.3165,-20.4176,-20.4176,-20.4176,-19.8305,-19.883,-19.883,-19.2523,-19.2523,-19.2523,-20.4176,-20.4176,-20.4176,-19.8305,-19.883,-19.883,-19.2523,-19.2523,-19.2523,-20.4176,-20.4176,-20.4176,-19.8305,-19.883,-19.883,-19.2523,-19.2523,-19.2523
21,1.74812,-19.8987,-19.8987,-19.8987,-19.4775,-19.3904,-19.3904,-18.9169,-18.9169,-18.9169,-19.8987,-19.8987,-19.8987,-19.4775,-19.3904,-19.3904,-18.9169,-18.9169,-18.9169,-19.8987,-19.8987,-19.8987,-19.4775,-19.3904,-19.3904,-18.9169,-18.9169,-18.9169,-19.8987,-19.8987,-19.8987,-19.4072,-19.3904,-19.3904,-18.8515,-18.8515,-18.8515,-19.8987,-19.8987,-19.8987,-19.4072,-19.3904,-19.3904,-18.8515,-18.8515,-18.8515,-19.8987,-19.8987,-19.8987,-19.4072,-19.3904,-19.3904,-18.8515,-18.8515,-18.8515,-19.8987,-19.8987,-19.8987,-19.3369,-19.3904,-19.3904,-18.786,-18.786,-18.786,-19.8987,-19.8987,-19.8987,-19.3369,-19.3904,-19.3904,-18.786,-18.786,-18.786,-19.8987,-19.8987,-19.8987,-19.3369,-19.3904,-19.3904,-18.786,-18.786,-18.786
22,1.86794,-19.3881,-19.3881,-19.3881,-18.9934,-18.905,-18.905,-18.4594,-18.4594,-18.4594,-19.3881,-19.3881,-19.3881,-18.9934,-18.905,-18.905,-18.4594,-18.4594,-18.4594,-19.3881,-19.3881,-19.3881,-18.9934,-18.905,-18.905,-18.4594,-18.4594,-18.4594,-19.3881,-19.3881,-19.3881,-18.9219,-18.905,-18.905,-18.3922,-18.3922,-18.3922,-19.3881,-19.3881,-19.3881,-18.9219,-18.905,-18.905,-18.3922,-18.3922,-18.3922,-19.3881,-19.3881,-19.3881,-18.9219,-18.905,-18.905,-18.3922,-18.3922,-18.3922,-19.3881,-19.3881,-19.3881,-18.8504,-18.905,-18.905,-18.3256,-18.3256,-18.3256,-19.3881,-19.3881,-19.3881,-18.8504,-18.905,-18.905,-18.3256,-18.3256,-18.3256,-19.3881,-19.3881,-19.3881,-18.8504,-18.905,-18.905,-18.3256,-18.3256,-18.3256
23,1.99205,-18.8857,-18.8857,-18.8857,-18.5161,-18.4264,-18.4264,-18.0074,-18.0074,-18.0074,-18.8857,-18.8857,-18.8857,-18.5161,-18.4264,-18.4264,-18.0074,-18.0074,-18.0074,-18.8857,-18.8857,-18.8857,-18.5161,-18.4264,-18.4264,-18.0074,-18.0074,-18.0074,-18.8857,-18.8857,-18.8857,-18.4435,-18.4264,-18.4264,-17.9386,-17.9386,-17.9386,-18.8857,-18.8857,-18.8857,-18.4435,-18.4264,-18.4264,-17.9386,-17.9386,-17.9386,-18.8857,-18.8857,-18.8857,-18.4435,-18.4264,-18.4264,-17.9386,-17.9386,-17.9386,-18.8857,-18.8857,-18.8857,-18.371,-18.4264,-18.4264,-17.8709,-17.8709,-17.8709,-18.8857,-18.8857,-18.8857,-18.371,-18.4264,-18.4264,-17.8709,-17.8709,-17.8709,-18.8857,-18.8857,-18.8857,-18.371,-18.4264,-18.4264,-17.8709,-17.8709,-17.8709
24,2.1206,-18.3913,-18.3913,-18.3913,-18.0454,-17.9546,-17.9546,-17.5609,-17.5609,-17.5609,-18.3913,-18.3913,-18.3913,-18.0454,-17.9546,-17.9546,-17.5609,-17.5609,-17.5609,-18.3913,-18.3913,-18.3913,-18.0454,-17.9546,-17.9546,-17.5609,-17.5609,-17.5609,-18.3913,-18.3913,-18.3913,-17.9719,-17.9546,-17.9546,-17.4906,-17.4906,-17.4906,-18.3913,-18.3913,-18.3913,-17.9719,-17.9546,-17.9546,-17.4906,-17.4906,-17.4906,-18.3913,-18.3913,-18.3913,-17.9719,-17.9546,-17.9546,-17.4906,-17.4906,-17.4906,-18.3913,-18.3913,-18.3913,-17.8984,-17.9546,-17.9546,-17.422,-17.422,-17.422,-18.3913,-18.3913,-18.3913,-17.8984,-17.9546,-17.9546,-17.422,-17.422,-17.422,-18.3913,-18.3913,-18.3913,-17.8984,-17.9546,-17.9546,-17.422,-17.422,-17.422
