gridnumber,capital,Portfolio[0],Portfolio[1],Portfolio[2],Portfolio[3],Portfolio[4],Portfolio[5],Portfolio[6]
443,261.559,0,0,0,0,0,0,0.00333333
444,264.608,0,0,0,0,0,0,0
445,267.692,0,0,0,0,0,0,0
446,270.812,0,0,0,0,0,0,0.00333333
447,273.968,0,0,0,0,0,0,0
448,277.16,0,0,0,0,0,0,0
449,280.39,0,0,0,0,0,0,0.00333333
450,283.657,0,0,0,0,0,0,0.00333333
451,286.962,0,0,0,0,0,0,0.00333333
452,290.305,0,0,0,0,0,0,0.00333333
453,293.686,0,0,0,0,0,0,0.00333333
454,297.107,0,0,0,0,0,0,0.00333333
455,300.568,0,0,0,0,0,0,0.00333333
456,304.069,0,0,0,0,0,0,0.00333333
457,307.61,0,0,0,0,0,0,0.00333333
458,311.192,0,0,0,0,0,0,0.00333333
459,314.816,0,0,0,0,0,0,0.00333333
460,318.482,0,0,0,0,0,0,0.00333333
461,322.19,0,0,0,0,0,0,0.00333333
462,325.941,0,0,0,0,0,0,0.00333333
463,329.736,0,0,0,0,0,0,0.00333333
464,333.574,0,0,0,0,0,0,0.00333333
465,337.457,0,0,0,0,0,0,0.00333333
466,341.385,0,0,0,0,0,0,0.00333333
467,345.359,0,0,0,0,0,0,0.00333333
468,349.379,0,0,0,0,0,0,0.00333333
469,353.445,0,0,0,0,0,0,0.00333333
470,357.558,0,0,0,0,0,0,0.00333333
471,361.719,0,0,0,0,0,0,0.00333333
472,365.928,0,0,0,0,0,0,0.00333333
473,370.186,0,0,0,0,0,0.00333333,0.00333333
474,374.493,0,0,0,0,0,0.00333333,0.00333333
475,378.85,0,0,0,0,0,0.00333333,0.00333333
476,383.258,0,0,0,0,0,0.00333333,0.00333333
477,387.717,0,0,0,0,0,0.00333333,0.00333333
478,392.227,0,0,0,0,0,0.00333333,0.00333333
479,396.79,0,0,0,0,0,0.00333333,0.00333333
480,401.405,0,0,0,0,0,0.00333333,0.00333333
481,406.074,0,0,0,0,0,0.00333333,0.00333333
482,410.797,0,0,0,0,0,0.00333333,0.00333333
483,415.575,0,0,0,0,0,0.00333333,0.00333333
484,420.408,0,0,0,0,0,0.00333333,0.00333333
485,425.297,0,0,0,0,0,0.00333333,0.00333333
486,430.242,0,0,0,0,0,0.00333333,0.00333333
487,435.245,0,0,0,0,0,0.00333333,0.00333333
488,440.306,0,0,0,0,0,0.00333333,0.00333333
489,445.426,0,0,0,0,0,0.00333333,0.00333333
490,450.605,0,0,0,0,0,0.00333333,0.00333333
491,455.844,0,0,0,0,0,0.00333333,0.00333333
492,461.143,0,0,0,0,0,0.00333333,0.00333333
493,466.504,0,0,0,0,0,0.00333333,0.00333333
494,471.927,0,0,0,0,0,0.00333333,0.00333333
495,477.413,0,0,0,0,0,0.00333333,0.00333333
496,482.963,0,0,0,0,0,0.00333333,0.00333333
497,488.577,0,0,0,0,0,0.00333333,0.00333333
498,494.255,0,0,0,0,0,0.00333333,0.00333333
499,500,0,0,0,0,0,0.00333333,0.00333333
