gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0150197,0.0660856,0.137176,0.229308,0,0,0,0.0150197,0.0660856,0.137176,0.229308,0,0,0,0.0150197,0.0660856,0.137176,0.229308,0,0,0,0.0150196,0.0660856,0.137176,0.229308,0,0,0,0.0150195,0.0660855,0.137176,0.229308,0,0,0,0.0150195,0.0660855,0.137176,0.229308,0,0,0,0.0150195,0.0660855,0.137176,0.229308
1,0.0185364,0,0,0,0.0274109,0.0798366,0.152183,0.244975,0,0,0,0.027528,0.0799803,0.152331,0.24513,0,0,0,0.0276452,0.080124,0.15248,0.245286,0,0,0,0.0277624,0.0802676,0.152628,0.245441,0,0,0,0.0278795,0.0804112,0.152777,0.245597,0,0,0,0.0279967,0.0805549,0.152925,0.245753,0,0,0,0.0281139,0.0806986,0.153074,0.245908
2,0.0372875,0,0,0,0.0395754,0.0945165,0.167554,0.260895,0,0,0,0.0398327,0.0948056,0.167857,0.261211,0,0,0,0.0400899,0.0950971,0.16816,0.261526,0,0,0,0.0403471,0.0953892,0.168463,0.261842,0,0,0,0.0406043,0.0956812,0.168767,0.262157,0,0,0,0.0408616,0.0959733,0.16907,0.262473,0,0,0,0.0411188,0.0962654,0.169373,0.262789
3,0.0562558,0,0,0.0111961,0.0527928,0.109521,0.183211,0.277111,0,0,0.0116187,0.053181,0.109961,0.183673,0.277588,0,0,0.0120412,0.0535691,0.110402,0.184134,0.278064,0,0,0.0124637,0.0539572,0.110843,0.184596,0.27854,0,0,0.0128861,0.0543452,0.111283,0.185057,0.279016,0,0,0.0133087,0.0547333,0.111724,0.185519,0.279492,0,0,0.0137312,0.0551214,0.112165,0.185981,0.279968
4,0.0754439,0,0,0.0246081,0.0665613,0.124635,0.199141,0.293547,0,0,0.0250849,0.0671027,0.125222,0.199765,0.294187,0,0,0.0255617,0.0676441,0.125809,0.200388,0.294827,0,0,0.0260385,0.0681855,0.126396,0.201011,0.295467,0,0,0.0265152,0.0687268,0.126983,0.201635,0.296107,0,0,0.026992,0.0692682,0.127571,0.202258,0.296747,0,0,0.0274688,0.0698096,0.128158,0.202882,0.297387
5,0.0948544,0,0.00236127,0.0369979,0.0810406,0.140059,0.215342,0.310229,0,0.00307412,0.0376259,0.0817752,0.14082,0.216125,0.311039,0,0.00378697,0.0382805,0.0825097,0.14158,0.216917,0.311848,0,0.00449976,0.0389352,0.0832443,0.142341,0.217709,0.312658,0,0.00521248,0.0395898,0.0839788,0.143101,0.2185,0.313467,0,0.00592533,0.0402445,0.0847134,0.143861,0.219292,0.314277,0,0.00663818,0.0408992,0.085448,0.144622,0.220084,0.315087
6,0.11449,0,0.0172651,0.050659,0.0964169,0.155983,0.231885,0.327169,0,0.0181255,0.0514492,0.0973139,0.156915,0.232841,0.32815,0,0.0189143,0.0522394,0.0982108,0.157847,0.233796,0.329131,0,0.0196375,0.0530296,0.0991078,0.15878,0.234752,0.330113,0,0.0203607,0.0538197,0.100005,0.159712,0.235707,0.331094,0,0.021084,0.0546099,0.100902,0.160644,0.236663,0.332075,0,0.0218073,0.0554001,0.101799,0.161576,0.237621,0.333056
7,0.134352,0.00107773,0.0301416,0.0648425,0.112134,0.172318,0.248701,0.344362,0.00208796,0.0309904,0.0658076,0.113187,0.173412,0.24983,0.345514,0.00309819,0.0318392,0.0667728,0.114239,0.174506,0.250958,0.346669,0.00410836,0.0326879,0.067738,0.115286,0.175606,0.252087,0.347827,0.00511846,0.0335366,0.0687031,0.116332,0.176708,0.253215,0.348985,0.00612868,0.0343854,0.0696683,0.117377,0.17781,0.254343,0.350144,0.00713891,0.0352342,0.0706335,0.118423,0.178912,0.255472,0.351302
8,0.154445,0.0163371,0.04349,0.0797279,0.127942,0.188946,0.265801,0.36185,0.0174984,0.0445565,0.0809229,0.129144,0.190212,0.267108,0.363181,0.01864,0.0456229,0.0821178,0.130345,0.191479,0.268415,0.364513,0.0196153,0.0466893,0.0833128,0.131547,0.192746,0.269722,0.365845,0.0205906,0.0477556,0.0845077,0.132749,0.194013,0.271029,0.367176,0.021566,0.0488221,0.0857027,0.133951,0.19528,0.272336,0.368508,0.0225414,0.0498885,0.0868977,0.135177,0.196555,0.273643,0.369844
9,0.174771,0.029654,0.0577237,0.0956212,0.14421,0.205856,0.28318,0.37959,0.0307577,0.0589806,0.0969905,0.145612,0.207299,0.284663,0.381103,0.0318615,0.0602375,0.0983598,0.147013,0.208743,0.286145,0.382615,0.0329652,0.0614944,0.099729,0.148415,0.210186,0.287627,0.384128,0.0340688,0.0627512,0.101098,0.149817,0.211629,0.28911,0.38564,0.0351726,0.0640081,0.102468,0.151218,0.213072,0.290592,0.387153,0.0362763,0.065265,0.103837,0.15262,0.214516,0.292074,0.388665
