gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
0,0,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949
1,0.0572595,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072
2,0.116568,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019
3,0.177999,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.249056,0.249434,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.249056,0.249434,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.249056,0.249434,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.254255,0.254343,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.254255,0.254343,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.254255,0.254343,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.259454,0.259252,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.259454,0.259252,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.259454,0.259252,0.255901
4,0.241629,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.267873,0.26998,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.267873,0.26998,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.267873,0.26998,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.300849,0.301413,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.300849,0.301413,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.300849,0.301413,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.334243,0.333194,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.334243,0.333194,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.334243,0.333194,0.308774
5,0.307536,0.151038,0.151038,0.151038,0.230273,0.240333,0.240333,0.303685,0.303685,0.36472,0.151038,0.151038,0.151038,0.230273,0.240333,0.240333,0.303685,0.303685,0.36472,0.151038,0.151038,0.151038,0.230273,0.240333,0.240333,0.303685,0.303685,0.36472,0.151038,0.151038,0.151038,0.238597,0.240333,0.240333,0.354575,0.354575,0.36472,0.151038,0.151038,0.151038,0.238597,0.240333,0.240333,0.354575,0.354575,0.36472,0.151038,0.151038,0.151038,0.238597,0.240333,0.240333,0.354575,0.354575,0.36472,0.151038,0.151038,0.151038,0.247318,0.240333,0.240333,0.405801,0.405801,0.36472,0.151038,0.151038,0.151038,0.247318,0.240333,0.240333,0.405801,0.405801,0.36472,0.151038,0.151038,0.151038,0.247318,0.240333,0.240333,0.405801,0.405801,0.36472
6,0.375801,0.202308,0.202308,0.202308,0.256419,0.296365,0.296365,0.350586,0.350586,0.423543,0.202308,0.202308,0.202308,0.256419,0.296365,0.296365,0.350586,0.350586,0.423543,0.202308,0.202308,0.202308,0.256419,0.296365,0.296365,0.350586,0.350586,0.423543,0.202308,0.202308,0.202308,0.29167,0.296365,0.296365,0.413188,0.413188,0.423543,0.202308,0.202308,0.202308,0.29167,0.296365,0.296365,0.413188,0.413188,0.423543,0.202308,0.202308,0.202308,0.29167,0.296365,0.296365,0.413188,0.413188,0.423543,0.202308,0.202308,0.202308,0.327108,0.296365,0.296365,0.476255,0.476255,0.423543,0.202308,0.202308,0.202308,0.327108,0.296365,0.296365,0.476255,0.476255,0.423543,0.202308,0.202308,0.202308,0.327108,0.296365,0.296365,0.476255,0.476255,0.423543
7,0.44651,0.256655,0.256655,0.256655,0.301851,0.35495,0.35495,0.399453,0.399453,0.46917,0.256655,0.256655,0.256655,0.301851,0.35495,0.35495,0.399453,0.399453,0.46917,0.256655,0.256655,0.256655,0.301851,0.35495,0.35495,0.399453,0.399453,0.46917,0.256655,0.256655,0.256655,0.349057,0.35495,0.35495,0.47432,0.47432,0.483546,0.256655,0.256655,0.256655,0.349057,0.35495,0.35495,0.47432,0.47432,0.483546,0.256655,0.256655,0.256655,0.349057,0.35495,0.35495,0.47432,0.47432,0.483546,0.256655,0.256655,0.256655,0.397022,0.35495,0.35495,0.5499,0.5499,0.497923,0.256655,0.256655,0.256655,0.397022,0.35495,0.35495,0.5499,0.5499,0.497923,0.256655,0.256655,0.256655,0.397022,0.35495,0.35495,0.5499,0.5499,0.497923
8,0.519749,0.316495,0.316495,0.316495,0.334414,0.416693,0.416693,0.450313,0.450313,0.50829,0.316495,0.316495,0.316495,0.334414,0.416693,0.416693,0.450313,0.450313,0.50829,0.316495,0.316495,0.316495,0.334414,0.416693,0.416693,0.450313,0.450313,0.50829,0.316495,0.316495,0.316495,0.408565,0.416693,0.416693,0.538126,0.538126,0.545405,0.316495,0.316495,0.316495,0.408565,0.416693,0.416693,0.538126,0.538126,0.545405,0.316495,0.316495,0.316495,0.408565,0.416693,0.416693,0.538126,0.538126,0.545405,0.316495,0.316495,0.316495,0.483552,0.416693,0.416693,0.626791,0.626791,0.582591,0.316495,0.316495,0.316495,0.483552,0.416693,0.416693,0.626791,0.626791,0.582591,0.316495,0.316495,0.316495,0.483552,0.416693,0.416693,0.626791,0.626791,0.582591
9,0.595608,0.378352,0.378352,0.378352,0.373271,0.481729,0.481729,0.503425,0.503425,0.547199,0.378352,0.378352,0.378352,0.373271,0.481729,0.481729,0.503425,0.503425,0.547199,0.378352,0.378352,0.378352,0.373271,0.481729,0.481729,0.503425,0.503425,0.547199,0.378352,0.378352,0.378352,0.471381,0.481729,0.481729,0.604729,0.604729,0.610291,0.378352,0.378352,0.378352,0.471381,0.481729,0.481729,0.604729,0.604729,0.610291,0.378352,0.378352,0.378352,0.471381,0.481729,0.481729,0.604729,0.604729,0.610291,0.378352,0.378352,0.378352,0.571054,0.481729,0.481729,0.70693,0.70693,0.673521,0.378352,0.378352,0.378352,0.571054,0.481729,0.481729,0.70693,0.70693,0.673521,0.378352,0.378352,0.378352,0.571054,0.481729,0.481729,0.70693,0.70693,0.673521
