gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[0 3],dist[0 4],dist[0 5],dist[0 6],dist[1 0],dist[1 1],dist[1 2],dist[1 3],dist[1 4],dist[1 5],dist[1 6],dist[2 0],dist[2 1],dist[2 2],dist[2 3],dist[2 4],dist[2 5],dist[2 6],dist[3 0],dist[3 1],dist[3 2],dist[3 3],dist[3 4],dist[3 5],dist[3 6],dist[4 0],dist[4 1],dist[4 2],dist[4 3],dist[4 4],dist[4 5],dist[4 6],dist[5 0],dist[5 1],dist[5 2],dist[5 3],dist[5 4],dist[5 5],dist[5 6],dist[6 0],dist[6 1],dist[6 2],dist[6 3],dist[6 4],dist[6 5],dist[6 6]
0,0,1.63214e-005,0.000124986,0.000380413,0.000441773,0.000195461,3.26445e-005,2.07511e-006,0.000159272,0.00121967,0.00371225,0.00431104,0.0019074,0.000318561,2.02499e-005,0.000635353,0.00486541,0.0148086,0.0171972,0.00760884,0.00127078,8.07792e-005,0.00100646,0.00770731,0.0234583,0.0272421,0.0120532,0.00201304,0.000127963,0.000635354,0.00486542,0.0148086,0.0171973,0.00760887,0.00127078,8.07796e-005,0.000159273,0.00121968,0.00371227,0.00431106,0.00190742,0.000318564,2.02501e-005,1.63215e-005,0.000124987,0.000380416,0.000441778,0.000195463,3.2645e-005,2.07514e-006
1,0.0185364,5.33107e-006,5.20178e-005,0.000199124,0.000289,0.000158472,3.24534e-005,2.50523e-006,5.2023e-005,0.000507614,0.00194314,0.0028202,0.00154645,0.000316696,2.44473e-005,0.000207526,0.00202493,0.00775141,0.0112501,0.00616895,0.00126334,9.7523e-005,0.000328741,0.00320769,0.012279,0.0178213,0.00977226,0.00200125,0.000154486,0.000207526,0.00202493,0.00775143,0.0112501,0.00616898,0.00126334,9.75234e-005,5.20232e-005,0.000507616,0.00194315,0.00282022,0.00154646,0.000316698,2.44475e-005,5.33109e-006,5.20181e-005,0.000199125,0.000289003,0.000158474,3.24538e-005,2.50527e-006
2,0.0372875,4.06027e-006,4.0314e-005,0.000156605,0.00023012,0.000127475,2.63205e-005,2.0453e-006,3.96221e-005,0.000393403,0.00152822,0.00224562,0.00124396,0.000256847,1.9959e-005,0.000158057,0.00156933,0.00609625,0.00895801,0.0049623,0.00102459,7.96183e-005,0.000250378,0.00248598,0.00965708,0.0141904,0.00786077,0.00162305,0.000126123,0.000158057,0.00156933,0.00609626,0.00895801,0.00496229,0.00102459,7.96182e-005,3.96223e-005,0.000393405,0.00152823,0.00224562,0.00124396,0.000256846,1.99589e-005,4.06031e-006,4.03143e-005,0.000156606,0.00023012,0.000127475,2.63204e-005,2.04529e-006
3,0.0562558,3.29524e-006,3.53274e-005,0.000151151,0.000250657,0.000160843,3.95299e-005,3.7825e-006,3.21564e-005,0.00034474,0.001475,0.00244604,0.00156959,0.000385753,3.69116e-005,0.000128275,0.00137521,0.00588395,0.00975752,0.00626129,0.00153882,0.000147245,0.0002032,0.00217846,0.00932077,0.0154569,0.00991854,0.00243765,0.000233253,0.000128275,0.0013752,0.00588396,0.00975757,0.00626134,0.00153883,0.000147247,3.21562e-005,0.00034474,0.00147501,0.00244606,0.00156962,0.000385761,3.69126e-005,3.2952e-006,3.53273e-005,0.000151152,0.000250661,0.000160847,3.95312e-005,3.78265e-006
4,0.0754439,2.43574e-006,2.71159e-005,0.000119864,0.000204381,0.000134178,3.35817e-005,3.26003e-006,2.37691e-005,0.00026461,0.00116969,0.00199444,0.00130937,0.000327705,3.18128e-005,9.48177e-005,0.00105556,0.00466603,0.00795604,0.00522323,0.00130725,0.000126904,0.000150201,0.00167211,0.00739147,0.0126032,0.00827412,0.00207081,0.000201029,9.48181e-005,0.00105556,0.00466604,0.00795605,0.00522323,0.00130724,0.000126904,2.37693e-005,0.000264611,0.0011697,0.00199445,0.00130937,0.000327703,3.18125e-005,2.43577e-006,2.71161e-005,0.000119865,0.000204381,0.000134178,3.35814e-005,3.25999e-006
5,0.0948544,2.01331e-006,2.27361e-005,0.000101844,0.000175894,0.000116906,2.95987e-005,2.90467e-006,1.96468e-005,0.000221869,0.000993834,0.00171645,0.00114082,0.000288837,2.83451e-005,7.8373e-005,0.000885056,0.0039645,0.00684708,0.00455083,0.0011522,0.000113072,0.000124151,0.00140201,0.00628015,0.0108464,0.00720896,0.0018252,0.000179117,7.83728e-005,0.000885053,0.00396448,0.00684705,0.00455082,0.0011522,0.000113072,1.96467e-005,0.000221867,0.000993826,0.00171643,0.00114081,0.000288836,2.83451e-005,2.0133e-006,2.27358e-005,0.000101842,0.000175892,0.000116904,2.95985e-005,2.90466e-006
6,0.11449,1.53469e-006,1.80263e-005,8.44592e-005,0.000153565,0.000108146,2.92177e-005,3.095e-006,1.49761e-005,0.000175909,0.000824191,0.00149856,0.00105534,0.000285121,3.02026e-005,5.9741e-005,0.000701718,0.00328778,0.00597794,0.00420989,0.00113738,0.000120482,9.46353e-005,0.00111159,0.00520818,0.00946967,0.00666891,0.00180174,0.000190857,5.97405e-005,0.000701715,0.00328778,0.00597796,0.00420991,0.00113739,0.000120483,1.49758e-005,0.000175907,0.00082419,0.00149857,0.00105536,0.000285126,3.02033e-005,1.53464e-006,1.80261e-005,8.4459e-005,0.000153567,0.000108148,2.92185e-005,3.09511e-006
7,0.134352,1.1415e-006,1.38349e-005,6.70105e-005,0.00012655,9.32425e-005,2.66164e-005,3.02296e-006,1.11392e-005,0.000135007,0.000653916,0.00123493,0.000909898,0.000259733,2.94993e-005,4.44353e-005,0.000538554,0.00260853,0.00492622,0.00362966,0.0010361,0.000117675,7.03898e-005,0.00085312,0.00413215,0.00780359,0.00574972,0.00164128,0.000186408,4.44351e-005,0.00053855,0.00260851,0.00492617,0.00362962,0.00103609,0.000117674,1.11391e-005,0.000135005,0.000653905,0.0012349,0.00090988,0.000259728,2.94987e-005,1.14147e-006,1.38346e-005,6.70087e-005,0.000126546,9.32396e-005,2.66155e-005,3.02287e-006
8,0.154445,8.91814e-007,1.10253e-005,5.44327e-005,0.000104828,7.88403e-005,2.30008e-005,2.67537e-006,8.70275e-006,0.000107591,0.000531181,0.00102296,0.000769363,0.000224454,2.61076e-005,3.47163e-005,0.000429192,0.00211894,0.00408071,0.00306908,0.000895374,0.000104147,5.49942e-005,0.000679886,0.00335663,0.00646428,0.00486175,0.00141837,0.000164979,3.47165e-005,0.000429195,0.00211896,0.00408074,0.00306911,0.000895381,0.000104148,8.70285e-006,0.000107592,0.000531188,0.00102298,0.000769375,0.000224458,2.61081e-005,8.91829e-007,1.10256e-005,5.44338e-005,0.00010483,7.88422e-005,2.30014e-005,2.67545e-006
9,0.174771,7.04791e-007,8.90262e-006,4.49649e-005,8.87875e-005,6.86297e-005,2.06197e-005,2.47609e-006,6.87761e-006,8.68752e-005,0.000438784,0.000866423,0.000669715,0.000201216,2.41627e-005,2.74353e-005,0.000346551,0.00175034,0.00345623,0.00267155,0.000802665,9.6387e-005,4.34599e-005,0.000548968,0.0027727,0.00547497,0.00423197,0.00127149,0.000152686,2.74349e-005,0.000346546,0.00175032,0.00345618,0.00267151,0.000802656,9.63859e-005,6.87739e-006,8.68724e-005,0.000438771,0.000866399,0.000669698,0.000201211,2.41622e-005,7.04756e-007,8.90219e-006,4.49628e-005,8.87837e-005,6.8627e-005,2.0619e-005,2.47601e-006
10,0.195332,5.15959e-007,6.67643e-006,3.45864e-005,6.99955e-005,5.52997e-005,1.69165e-005,2.061e-006,5.03497e-006,6.51519e-005,0.000337511,0.00068305,0.000539642,0.00016508,2.01123e-005,2.00851e-005,0.000259899,0.00134637,0.00272477,0.0021527,0.000658522,8.02303e-005,3.18169e-005,0.000411706,0.00213279,0.00431632,0.0034101,0.00104317,0.000127093,2.00852e-005,0.0002599,0.00134638,0.00272479,0.00215271,0.000658527,8.0231e-005,5.03502e-006,6.51527e-005,0.000337515,0.00068306,0.00053965,0.000165082,2.01126e-005,5.15966e-007,6.67655e-006,3.45871e-005,6.9997e-005,5.5301e-005,1.69169e-005,2.06105e-006
11,0.216131,3.94286e-007,5.16906e-006,2.72376e-005,5.63818e-005,4.58636e-005,1.45589e-005,1.86271e-006,3.84758e-006,5.04415e-005,0.000265795,0.000550195,0.000447556,0.000142072,1.81772e-005,1.53482e-005,0.000201215,0.00106027,0.00219477,0.00178534,0.000566738,7.25106e-005,2.43129e-005,0.000318741,0.00167957,0.00347671,0.00282813,0.000897767,0.000114864,1.53479e-005,0.000201211,0.00106026,0.00219474,0.00178532,0.000566734,7.25103e-005,3.84742e-006,5.04396e-005,0.000265786,0.000550179,0.000447545,0.00014207,1.81771e-005,3.94261e-007,5.16876e-006,2.72362e-005,5.63793e-005,4.5862e-005,1.45586e-005,1.86269e-006
