gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0144496,0.0676666,0.139175,0.231775,0,0,0,0.0144496,0.0676666,0.139175,0.231775,0,0,0,0.0144496,0.0676666,0.139175,0.231775,0,0,0,0.0144495,0.0676665,0.139175,0.231775,0,0,0,0.0144494,0.0676665,0.139175,0.231775,0,0,0,0.0144494,0.0676665,0.139175,0.231775,0,0,0,0.0144494,0.0676665,0.139175,0.231775
1,0.0185364,0,0,0,0.0201645,0.0738074,0.144624,0.237526,0,0,0,0.0224392,0.0764079,0.147101,0.238846,0,0,0,0.0247139,0.0787378,0.149577,0.240166,0,0,0,0.0269886,0.0810676,0.152054,0.241486,0,0,0,0.0292632,0.0833975,0.154572,0.242806,0,0,0,0.031538,0.0857274,0.158234,0.244126,0,0,0,0.0338127,0.0880573,0.161896,0.245446
2,0.0372875,0,0,0,0.0252269,0.0792631,0.150136,0.240464,0,0,0,0.0298026,0.0839499,0.15544,0.243119,0,0,0,0.0343784,0.0886367,0.162806,0.245774,0,0,0,0.0391587,0.0933235,0.170173,0.248429,0,0,0,0.0442959,0.0987145,0.177055,0.251084,0,0,0.00411984,0.0494331,0.104447,0.183134,0.25374,0,0,0.00969556,0.0545704,0.11018,0.189212,0.256395
3,0.0562558,0,0,0,0.0303479,0.0845084,0.156318,0.243435,0,0,0,0.0372514,0.0915793,0.167432,0.247441,0,0,0,0.0449976,0.0994976,0.177885,0.251447,0,0,0.00771781,0.0527481,0.108147,0.187056,0.255453,0,0,0.0161298,0.0606758,0.117328,0.196227,0.26076,0,0,0.0235259,0.06875,0.127972,0.205406,0.269964,0,0,0.030515,0.0768603,0.137615,0.214585,0.279168
4,0.0754439,0,0,0.00150574,0.0355282,0.0898144,0.164657,0.246441,0,0,0.00847801,0.0457066,0.100289,0.178724,0.251813,0,0,0.0154503,0.0561008,0.111888,0.191023,0.257186,0,0,0.0217651,0.0669225,0.125563,0.203329,0.267881,0,0,0.0275577,0.077811,0.138549,0.215638,0.309452,0,0,0.0333505,0.0889231,0.149471,0.227351,0.322293,0,0.000747807,0.0394899,0.10045,0.161783,0.238241,0.335171
5,0.0948544,0,0,0,0.0411957,0.0952549,0.173094,0.249482,0,0,0.00936326,0.0542642,0.109838,0.18885,0.256236,0,0,0.0226995,0.0677951,0.126713,0.204321,0.268876,0,0,0.0344837,0.0815655,0.142239,0.219612,0.313791,0,0.00365303,0.0479456,0.0955911,0.156328,0.234307,0.329955,0,0.0124749,0.0614965,0.11068,0.173269,0.243948,0.346153,0,0.0208519,0.0744108,0.125829,0.188865,0.252365,0.362442
6,0.11449,0,0,0.0205248,0.0652828,0.123401,0.201465,0.266012,0,0,0.0293156,0.0754385,0.136217,0.21301,0.277588,0,0,0.0382593,0.0858603,0.146461,0.224129,0.318754,0,0.0101398,0.0486921,0.0963965,0.157232,0.235091,0.33082,0,0.0204249,0.0589052,0.107653,0.169869,0.242259,0.342903,0,0.0293569,0.0685388,0.118932,0.181833,0.248538,0.355035,0.00570824,0.0385569,0.0790773,0.130248,0.19337,0.254817,0.367186
7,0.134352,0,0,0.0287342,0.0747669,0.10726,0.187545,0.252054,0,0.000635052,0.0393794,0.0869792,0.133073,0.209467,0.274036,0,0.0131304,0.0516223,0.0995579,0.152523,0.230617,0.325889,0,0.0244832,0.0632822,0.112767,0.175956,0.24534,0.348846,0.0017222,0.0349647,0.0745872,0.126036,0.197877,0.257262,0.371929,0.0142906,0.0476297,0.0893567,0.139281,0.219819,0.278445,0.395091,0.0256224,0.0599962,0.103539,0.152467,0.240157,0.320355,0.418299
8,0.154445,0,0,0.0370388,0.0845947,0.145217,0.222798,0.317291,0,0.0125629,0.0510662,0.098958,0.160108,0.237409,0.333569,0,0.0255747,0.0644595,0.114142,0.176948,0.245879,0.34989,0.0049108,0.0377139,0.0781221,0.129405,0.192511,0.254349,0.366281,0.0192365,0.0529873,0.0953748,0.144598,0.208152,0.266587,0.382724,0.0315378,0.0658909,0.111102,0.15987,0.223611,0.29974,0.399188,0.0462809,0.0805618,0.124785,0.175355,0.2384,0.317772,0.415671
9,0.174771,0,0.00837446,0.0469624,0.0945543,0.155137,0.233274,0.328817,0,0.023647,0.0623804,0.111713,0.174428,0.244524,0.347268,0.0045008,0.0372819,0.077631,0.128972,0.192069,0.254109,0.365816,0.0205064,0.054564,0.0969982,0.146163,0.209768,0.268216,0.384422,0.0344264,0.0687695,0.114744,0.163506,0.227193,0.305332,0.403058,0.0524685,0.0890592,0.129594,0.181057,0.242453,0.323729,0.421731,0.0666836,0.109228,0.147348,0.198706,0.254969,0.342186,0.440454
