gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0273752,0.120754,0.253656,0.425962,0,0,0,0.0273752,0.120754,0.253656,0.425962,0,0,0,0.0273752,0.120754,0.253656,0.425962,0,0,0,0.0273751,0.120754,0.253656,0.425962,0,0,0,0.0273749,0.120754,0.253656,0.425962,0,0,0,0.0273749,0.120754,0.253656,0.425962,0,0,0,0.0273749,0.120754,0.253656,0.425962
1,0.0185364,0,0,0,0.0377885,0.133853,0.26834,0.441288,0,0,0,0.0378993,0.133984,0.268487,0.441442,0,0,0,0.0380101,0.134115,0.268633,0.441596,0,0,0,0.0381208,0.134245,0.26878,0.441749,0,0,0,0.0382314,0.134377,0.268926,0.441903,0,0,0,0.0383422,0.13451,0.269073,0.442057,0,0,0,0.0384529,0.134644,0.26922,0.442211
2,0.0372875,0,0,0,0.0490004,0.147343,0.283224,0.45685,0,0,0,0.0492232,0.147612,0.283524,0.45716,0,0,0,0.049446,0.14788,0.283823,0.457469,0,0,0,0.0496688,0.148148,0.284122,0.457778,0,0,0,0.0498915,0.148417,0.284421,0.458087,0,0,0,0.0501143,0.148685,0.28472,0.458397,0,0,0,0.0503371,0.148953,0.285019,0.458706
3,0.0562558,0,0,0,0.0610402,0.161696,0.298451,0.472768,0,0,0,0.0614338,0.162144,0.298902,0.473242,0,0,0,0.0618274,0.162592,0.299354,0.473716,0,0,0,0.062221,0.16304,0.299805,0.47419,0,0,0,0.0626144,0.163487,0.300256,0.474664,0,0,0,0.0630081,0.163935,0.300708,0.475138,0,0,0,0.0634017,0.164383,0.301159,0.475612
4,0.0754439,0,0,0.000778958,0.0744733,0.176998,0.314016,0.488955,0,0,0.00130867,0.0750013,0.177604,0.314629,0.489593,0,0,0.00183839,0.0755313,0.178209,0.315243,0.49023,0,0,0.00236799,0.0760726,0.178815,0.315856,0.490868,0,0,0.00289747,0.0766138,0.179421,0.31647,0.491505,0,0,0.00342718,0.0771552,0.180026,0.317083,0.492143,0,0,0.0039569,0.0776966,0.180632,0.317696,0.49278
5,0.0948544,0,0,0.0144144,0.0883844,0.192591,0.329845,0.505368,0,0,0.0150804,0.0890651,0.193353,0.330621,0.506169,0,0,0.0157464,0.0897457,0.194114,0.331397,0.506971,0,0,0.0164123,0.0904263,0.194876,0.332174,0.507773,0,0,0.0170781,0.0911068,0.19562,0.33295,0.508574,0,0,0.0177441,0.0917875,0.196339,0.333726,0.509376,0,0,0.0184101,0.0924682,0.197058,0.334502,0.510175
6,0.11449,0,0,0.0262533,0.101967,0.207635,0.345921,0.52192,0,0,0.0268947,0.102733,0.208502,0.346848,0.522884,0,0,0.0275362,0.103499,0.20937,0.347773,0.523847,0,0,0.0281775,0.104265,0.210238,0.348697,0.524811,0,0,0.0288187,0.105031,0.211106,0.349622,0.525775,0,0,0.0294601,0.105797,0.211973,0.350546,0.526738,0,0,0.0301016,0.106564,0.212841,0.351471,0.527702
7,0.134352,0,0,0.0373934,0.115306,0.222871,0.361974,0.538663,0,0,0.0381962,0.116253,0.223917,0.363059,0.539797,0,0,0.038999,0.1172,0.224962,0.364144,0.540932,0,0,0.0398017,0.118146,0.226007,0.365229,0.542066,0,0,0.0406043,0.119093,0.227053,0.366314,0.543201,0,0,0.0414071,0.12004,0.228098,0.367399,0.544335,0,0,0.0422098,0.120986,0.229143,0.368484,0.54547
8,0.154445,0,0,0.0494053,0.129472,0.23854,0.378397,0.555639,0,0,0.0503282,0.13056,0.239767,0.379669,0.556943,0,0,0.051251,0.131648,0.240993,0.380941,0.558247,0,0,0.0521738,0.132736,0.24222,0.382212,0.559559,0,0,0.0530965,0.133825,0.243446,0.383484,0.560875,0,0,0.0540193,0.134924,0.244672,0.384756,0.562191,0,0,0.0549422,0.136033,0.245899,0.386027,0.563507
9,0.174771,0,0.00347512,0.0624539,0.143982,0.254689,0.395193,0.572937,0,0.00470239,0.063675,0.145237,0.256077,0.396651,0.574426,0,0.00592966,0.0648961,0.146492,0.257465,0.39811,0.575915,0,0.00715683,0.0661171,0.147747,0.258851,0.399569,0.577404,0,0.00838386,0.067338,0.149002,0.260233,0.401027,0.578893,0,0.00961114,0.0685591,0.150257,0.261615,0.402486,0.580382,0,0.0108384,0.0697803,0.151512,0.262998,0.403945,0.581871
