gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6]
282,39.5926,-1.35861,-1.33178,-1.30563,-1.28013,-1.25525,-1.23097,-1.2074
283,40.0698,-1.33277,-1.3064,-1.28069,-1.25562,-1.23116,-1.2073,-1.18413
284,40.5526,-1.30738,-1.28146,-1.25619,-1.23154,-1.2075,-1.18405,-1.16128
285,41.0409,-1.28243,-1.25695,-1.23211,-1.20788,-1.18426,-1.16121,-1.13883
286,41.5349,-1.25792,-1.23287,-1.20845,-1.18464,-1.16142,-1.13877,-1.11677
287,42.0347,-1.23383,-1.20921,-1.18521,-1.16181,-1.13899,-1.11673,-1.09511
288,42.5402,-1.21017,-1.18597,-1.16238,-1.13938,-1.11696,-1.09509,-1.07384
289,43.0516,-1.18692,-1.16313,-1.13995,-1.11735,-1.09532,-1.07383,-1.05295
290,43.5689,-1.16408,-1.1407,-1.11792,-1.09571,-1.07406,-1.05295,-1.03243
291,44.0922,-1.14164,-1.11866,-1.09628,-1.07446,-1.05318,-1.03244,-1.01228
292,44.6215,-1.11959,-1.09702,-1.07502,-1.05358,-1.03268,-1.0123,-0.992492
293,45.157,-1.09794,-1.07576,-1.05415,-1.03308,-1.01254,-0.992522,-0.973062
294,45.6987,-1.07667,-1.05488,-1.03364,-1.01294,-0.992771,-0.973102,-0.953984
295,46.2467,-1.05578,-1.03437,-1.01351,-0.993171,-0.973354,-0.954033,-0.935253
296,46.801,-1.03527,-1.01423,-0.993731,-0.973755,-0.954288,-0.93531,-0.916861
297,47.3617,-1.01512,-0.994447,-0.974312,-0.954689,-0.935568,-0.916927,-0.898805
298,47.9289,-0.99533,-0.975023,-0.955243,-0.935968,-0.917187,-0.898879,-0.881079
299,48.5027,-0.975898,-0.955949,-0.93652,-0.917587,-0.899141,-0.88116,-0.863677
300,49.0832,-0.956816,-0.93722,-0.918136,-0.899541,-0.881424,-0.863766,-0.846595
301,49.6704,-0.938078,-0.91883,-0.900086,-0.881823,-0.864031,-0.84669,-0.829826
302,50.2644,-0.91968,-0.900774,-0.882364,-0.864429,-0.846956,-0.829928,-0.813367
303,50.8652,-0.901616,-0.883047,-0.864967,-0.847353,-0.830195,-0.813474,-0.797211
304,51.473,-0.88388,-0.865644,-0.847887,-0.830591,-0.813742,-0.797325,-0.781355
305,52.0879,-0.866467,-0.848558,-0.831121,-0.814137,-0.797593,-0.781473,-0.765792
306,52.7099,-0.849373,-0.831786,-0.814663,-0.797986,-0.781743,-0.765916,-0.750519
307,53.3391,-0.832592,-0.815321,-0.798508,-0.782133,-0.766185,-0.750647,-0.73553
308,53.9756,-0.816118,-0.79916,-0.782652,-0.766574,-0.750917,-0.735663,-0.720821
309,54.6194,-0.799948,-0.783297,-0.767088,-0.751304,-0.735933,-0.720958,-0.706388
310,55.2707,-0.784076,-0.767727,-0.751814,-0.736317,-0.721228,-0.706528,-0.692224
311,55.9296,-0.768497,-0.752445,-0.736822,-0.72161,-0.706797,-0.692368,-0.678327
312,56.5961,-0.753206,-0.737447,-0.72211,-0.707177,-0.692637,-0.678474,-0.66469
313,57.2703,-0.738199,-0.722729,-0.707673,-0.693014,-0.678742,-0.664841,-0.651311
314,57.9523,-0.723471,-0.708284,-0.693505,-0.679116,-0.665108,-0.651465,-0.638185
315,58.6423,-0.709018,-0.69411,-0.679603,-0.66548,-0.651731,-0.638341,-0.625307
316,59.3402,-0.694834,-0.680201,-0.665962,-0.6521,-0.638606,-0.625466,-0.612674
317,60.0462,-0.680916,-0.666552,-0.652577,-0.638972,-0.62573,-0.612834,-0.60028
318,60.7604,-0.667259,-0.653161,-0.639444,-0.626093,-0.613097,-0.600443,-0.588122
319,61.4828,-0.653858,-0.640021,-0.62656,-0.613457,-0.600704,-0.588287,-0.576197
320,62.2137,-0.640709,-0.62713,-0.613919,-0.601061,-0.588547,-0.576362,-0.5645
321,62.9529,-0.627809,-0.614482,-0.601518,-0.5889,-0.576621,-0.564666,-0.553027
322,63.7008,-0.615153,-0.602074,-0.589352,-0.576971,-0.564923,-0.553193,-0.541774
323,64.4573,-0.602736,-0.589901,-0.577418,-0.565269,-0.553448,-0.54194,-0.530737
324,65.2226,-0.590555,-0.57796,-0.565711,-0.553791,-0.542193,-0.530903,-0.519913
325,65.9968,-0.578606,-0.566246,-0.554228,-0.542533,-0.531154,-0.520078,-0.509297
326,66.7799,-0.566884,-0.554756,-0.542964,-0.531491,-0.520328,-0.509462,-0.498886
327,67.5721,-0.555386,-0.543485,-0.531917,-0.520661,-0.509709,-0.49905,-0.488676
328,68.3735,-0.544107,-0.532431,-0.521081,-0.510039,-0.499296,-0.48884,-0.478664
329,69.1841,-0.533045,-0.521589,-0.510454,-0.499622,-0.489084,-0.478828,-0.468847
330,70.0042,-0.522194,-0.510955,-0.500032,-0.489406,-0.479069,-0.46901,-0.45922
331,70.8337,-0.511553,-0.500526,-0.489811,-0.479388,-0.469249,-0.459382,-0.449781
332,71.6729,-0.501115,-0.490298,-0.479788,-0.469564,-0.459619,-0.449942,-0.440526
333,72.5218,-0.49088,-0.480268,-0.469958,-0.459931,-0.450177,-0.440686,-0.431452
334,73.3805,-0.480842,-0.470432,-0.46032,-0.450485,-0.440919,-0.431611,-0.422555
335,74.2492,-0.470998,-0.460787,-0.450869,-0.441223,-0.431842,-0.422714,-0.413833
336,75.1279,-0.461345,-0.451329,-0.441602,-0.432142,-0.422942,-0.41399,-0.405282
337,76.0168,-0.451879,-0.442055,-0.432516,-0.423238,-0.414216,-0.405438,-0.396899
338,76.916,-0.442598,-0.432962,-0.423607,-0.414509,-0.405661,-0.397054,-0.388681
339,77.8256,-0.433497,-0.424047,-0.414872,-0.40595,-0.397275,-0.388835,-0.380625
340,78.7458,-0.424574,-0.415306,-0.406309,-0.39756,-0.389053,-0.380778,-0.372729
341,79.6766,-0.415825,-0.406736,-0.397914,-0.389335,-0.380994,-0.37288,-0.364988
342,80.6182,-0.407248,-0.398335,-0.389683,-0.381272,-0.373094,-0.365139,-0.357401
343,81.5708,-0.398839,-0.390098,-0.381615,-0.373368,-0.365349,-0.35755,-0.349965
344,82.5343,-0.390595,-0.382024,-0.373706,-0.36562,-0.357759,-0.350112,-0.342676
345,83.509,-0.382513,-0.374108,-0.365953,-0.358026,-0.350318,-0.342822,-0.335532
346,84.495,-0.37459,-0.366349,-0.358354,-0.350581,-0.343026,-0.335677,-0.328531
347,85.4925,-0.366824,-0.358744,-0.350905,-0.343285,-0.335878,-0.328675,-0.321669
348,86.5014,-0.359211,-0.351289,-0.343604,-0.336134,-0.328873,-0.321811,-0.314945
349,87.5221,-0.351749,-0.343982,-0.336448,-0.329125,-0.322007,-0.315086,-0.308355
350,88.5546,-0.344435,-0.33682,-0.329434,-0.322256,-0.315279,-0.308494,-0.301897
351,89.5991,-0.337266,-0.3298,-0.32256,-0.315524,-0.308685,-0.302035,-0.295569
352,90.6556,-0.330239,-0.32292,-0.315824,-0.308926,-0.302223,-0.295705,-0.289368
353,91.7245,-0.323353,-0.316178,-0.309222,-0.302461,-0.295891,-0.289503,-0.283292
354,92.8056,-0.316603,-0.30957,-0.302752,-0.296125,-0.289686,-0.283425,-0.277338
355,93.8993,-0.309989,-0.303094,-0.296411,-0.289917,-0.283605,-0.27747,-0.271504
356,95.0057,-0.303506,-0.296749,-0.290198,-0.283833,-0.277648,-0.271634,-0.265789
357,96.1249,-0.297154,-0.29053,-0.28411,-0.277872,-0.27181,-0.265917,-0.260188
358,97.2571,-0.290929,-0.284436,-0.278144,-0.272031,-0.26609,-0.260315,-0.254702
359,98.4024,-0.284829,-0.278465,-0.272299,-0.266307,-0.260486,-0.254827,-0.249326
360,99.5609,-0.278851,-0.272614,-0.266571,-0.2607,-0.254995,-0.24945,-0.24406
361,100.733,-0.272994,-0.266882,-0.26096,-0.255206,-0.249616,-0.244182,-0.2389
362,101.918,-0.267255,-0.261264,-0.255461,-0.249823,-0.244345,-0.239021,-0.233846
363,103.118,-0.261632,-0.255761,-0.250074,-0.244549,-0.239182,-0.233965,-0.228895
364,104.331,-0.256122,-0.250369,-0.244796,-0.239383,-0.234124,-0.229012,-0.224045
365,105.558,-0.250724,-0.245086,-0.239626,-0.234322,-0.229169,-0.224161,-0.219294
366,106.8,-0.245435,-0.239911,-0.23456,-0.229363,-0.224314,-0.219408,-0.21464
367,108.055,-0.240254,-0.23484,-0.229598,-0.224506,-0.219559,-0.214752,-0.210081
368,109.326,-0.235178,-0.229873,-0.224737,-0.219748,-0.214902,-0.210192,-0.205616
369,110.611,-0.230205,-0.225007,-0.219975,-0.215087,-0.210339,-0.205726,-0.201242
370,111.911,-0.225333,-0.22024,-0.21531,-0.210521,-0.20587,-0.201351,-0.196959
371,113.226,-0.220561,-0.215571,-0.210741,-0.206049,-0.201493,-0.197065,-0.192763
372,114.556,-0.215886,-0.210997,-0.206265,-0.201669,-0.197205,-0.192868,-0.188654
373,115.902,-0.211306,-0.206517,-0.201881,-0.197379,-0.193006,-0.188758,-0.18463
374,117.263,-0.206821,-0.202128,-0.197587,-0.193177,-0.188893,-0.184732,-0.180688
375,118.64,-0.202427,-0.19783,-0.193381,-0.189061,-0.184865,-0.180789,-0.176828
376,120.033,-0.198123,-0.19362,-0.189262,-0.18503,-0.18092,-0.176927,-0.173048
377,121.442,-0.193908,-0.189496,-0.185227,-0.181082,-0.177057,-0.173146,-0.169346
378,122.868,-0.189779,-0.185458,-0.181276,-0.177216,-0.173273,-0.169442,-0.165721
379,124.31,-0.185736,-0.181502,-0.177406,-0.173429,-0.169567,-0.165816,-0.162171
380,125.769,-0.181775,-0.177628,-0.173617,-0.169721,-0.165939,-0.162265,-0.158695
381,127.244,-0.177897,-0.173835,-0.169905,-0.16609,-0.162385,-0.158787,-0.155291
382,128.737,-0.174098,-0.170119,-0.166271,-0.162534,-0.158906,-0.155382,-0.151958
383,130.247,-0.170378,-0.166481,-0.162711,-0.159052,-0.155498,-0.152047,-0.148695
384,131.774,-0.166735,-0.162918,-0.159226,-0.155642,-0.152162,-0.148782,-0.145499
385,133.32,-0.163167,-0.159429,-0.155813,-0.152303,-0.148895,-0.145585,-0.14237
386,134.883,-0.159674,-0.156012,-0.152471,-0.149033,-0.145696,-0.142455,-0.139307
387,136.464,-0.156252,-0.152666,-0.149198,-0.145832,-0.142564,-0.13939,-0.136307
388,138.063,-0.152902,-0.14939,-0.145994,-0.142698,-0.139497,-0.136389,-0.133371
389,139.681,-0.149622,-0.146182,-0.142857,-0.139628,-0.136495,-0.133451,-0.130495
390,141.318,-0.14641,-0.143041,-0.139785,-0.136623,-0.133555,-0.130575,-0.127681
391,142.974,-0.143264,-0.139966,-0.136777,-0.133681,-0.130677,-0.127759,-0.124925
392,144.649,-0.140185,-0.136954,-0.133832,-0.130801,-0.127859,-0.125002,-0.122227
393,146.343,-0.13717,-0.134006,-0.130948,-0.127981,-0.1251,-0.122302,-0.119586
394,148.057,-0.134217,-0.131119,-0.128125,-0.125219,-0.122399,-0.11966,-0.117
395,149.791,-0.131327,-0.128293,-0.125362,-0.122516,-0.119755,-0.117073,-0.114469
396,151.545,-0.128497,-0.125526,-0.122656,-0.11987,-0.117166,-0.114541,-0.111991
397,153.319,-0.125726,-0.122818,-0.120007,-0.11728,-0.114632,-0.112062,-0.109566
398,155.114,-0.123013,-0.120166,-0.117414,-0.114743,-0.112152,-0.109635,-0.107192
399,156.929,-0.120358,-0.117569,-0.114875,-0.112261,-0.109723,-0.10726,-0.104868
400,158.766,-0.117758,-0.115028,-0.11239,-0.109831,-0.107346,-0.104934,-0.102593
401,160.624,-0.115213,-0.11254,-0.109957,-0.107451,-0.10502,-0.102658,-0.100366
402,162.503,-0.112721,-0.110104,-0.107576,-0.105123,-0.102742,-0.10043,-0.0981864
403,164.404,-0.110282,-0.10772,-0.105245,-0.102843,-0.100512,-0.0982498,-0.096053
404,166.328,-0.107895,-0.105386,-0.102963,-0.100612,-0.0983303,-0.0961153,-0.0939649
405,168.273,-0.105557,-0.103102,-0.100729,-0.0984278,-0.0961943,-0.0940261,-0.0919212
406,170.241,-0.10327,-0.100865,-0.0985432,-0.09629,-0.0941037,-0.0919813,-0.0899209
407,172.232,-0.10103,-0.0986765,-0.0964032,-0.0941976,-0.0920575,-0.0899799,-0.0879631
408,174.246,-0.098838,-0.096534,-0.0943086,-0.0921496,-0.0900547,-0.0880211,-0.086047
409,176.283,-0.0966923,-0.0944369,-0.0922584,-0.090145,-0.0880945,-0.086104,-0.0841718
410,178.344,-0.0945921,-0.0923843,-0.0902518,-0.0881831,-0.086176,-0.0842277,-0.0823365
411,180.428,-0.0925364,-0.0903753,-0.0882878,-0.086263,-0.0842984,-0.0823914,-0.0805403
412,182.537,-0.0905244,-0.088409,-0.0863656,-0.0843837,-0.0824607,-0.0805943,-0.0787826
413,184.671,-0.0885551,-0.0864845,-0.0844843,-0.0825444,-0.0806623,-0.0788355,-0.0770623
414,186.829,-0.0866277,-0.0846009,-0.0826431,-0.0807444,-0.0789023,-0.0771143,-0.0753789
415,189.012,-0.0847413,-0.0827575,-0.0808412,-0.0789828,-0.0771798,-0.0754299,-0.0737314
416,191.22,-0.082895,-0.0809534,-0.0790777,-0.0772588,-0.0754942,-0.0737815,-0.0721193
417,193.454,-0.0810881,-0.0791877,-0.0773518,-0.0755716,-0.0738446,-0.0721685,-0.0705416
418,195.713,-0.0793198,-0.0774597,-0.0756628,-0.0739205,-0.0722303,-0.0705899,-0.0689978
419,197.999,-0.0775892,-0.0757686,-0.0740099,-0.0723048,-0.0706506,-0.0690452,-0.0674872
420,200.312,-0.0758955,-0.0741137,-0.0723924,-0.0707236,-0.0691047,-0.0675337,-0.0660089
421,202.651,-0.074238,-0.0724942,-0.0708095,-0.0691763,-0.067592,-0.0660545,-0.0645624
422,205.017,-0.072616,-0.0709093,-0.0692606,-0.0676622,-0.0661118,-0.0646072,-0.063147
423,207.411,-0.0710286,-0.0693584,-0.0677448,-0.0661806,-0.0646634,-0.063191,-0.0617621
424,209.832,-0.0694753,-0.0678407,-0.0662616,-0.0647308,-0.063246,-0.0618052,-0.0604069
425,212.282,-0.0679553,-0.0663556,-0.0648102,-0.0633122,-0.0618592,-0.0604492,-0.0590809
426,214.76,-0.0664678,-0.0649023,-0.0633899,-0.061924,-0.0605022,-0.0591225,-0.0577836
427,217.266,-0.0650123,-0.0634803,-0.0620002,-0.0605657,-0.0591744,-0.0578243,-0.0565141
428,219.802,-0.063588,-0.0620888,-0.0606404,-0.0592367,-0.0578752,-0.0565541,-0.0552721
429,222.367,-0.0621944,-0.0607273,-0.0593099,-0.0579363,-0.056604,-0.0553113,-0.0540569
430,224.962,-0.0608307,-0.059395,-0.058008,-0.0566639,-0.0553603,-0.0540954,-0.052868
431,227.586,-0.0594963,-0.0580914,-0.0567342,-0.0554189,-0.0541434,-0.0529057,-0.0517047
432,230.242,-0.0581907,-0.056816,-0.0554878,-0.0542009,-0.0529527,-0.0517417,-0.0505666
433,232.928,-0.0569131,-0.055568,-0.0542684,-0.0530091,-0.0517878,-0.0506029,-0.0494531
434,235.645,-0.0556632,-0.0543469,-0.0530752,-0.0518431,-0.0506481,-0.0494887,-0.0483638
435,238.393,-0.0544402,-0.0531522,-0.0519079,-0.0507022,-0.049533,-0.0483987,-0.047298
436,241.174,-0.0532435,-0.0519833,-0.0507657,-0.0495861,-0.0484421,-0.0473322,-0.0462554
437,243.986,-0.0520728,-0.0508397,-0.0496483,-0.0484941,-0.0473748,-0.0462889,-0.0452353
438,246.831,-0.0509273,-0.0497208,-0.048555,-0.0474258,-0.0463307,-0.0452682,-0.0442374
439,249.709,-0.0498066,-0.048626,-0.0474855,-0.0463806,-0.0453091,-0.0442697,-0.0432612
440,252.621,-0.0487101,-0.047555,-0.0464391,-0.0453581,-0.0443098,-0.0432928,-0.0423062
441,255.566,-0.0476373,-0.0465072,-0.0454153,-0.0443577,-0.0433321,-0.0423372,-0.0413719
442,258.545,-0.0465878,-0.0454821,-0.0444138,-0.0433791,-0.0423757,-0.0414023,-0.0404579
443,261.559,-0.0455611,-0.0444793,-0.043434,-0.0424217,-0.04144,-0.0404877,-0.0395639
444,264.608,-0.0445566,-0.0434982,-0.0424755,-0.0414851,-0.0405247,-0.0395931,-0.0386893
445,267.692,-0.0435739,-0.0425384,-0.0415379,-0.0405689,-0.0396293,-0.0387179,-0.0378337
446,270.812,-0.0426125,-0.0415994,-0.0406205,-0.0396726,-0.0387534,-0.0378618,-0.0369968
447,273.968,-0.041672,-0.0406808,-0.0397232,-0.0387958,-0.0378966,-0.0370243,-0.0361782
448,277.16,-0.0407519,-0.0397823,-0.0388454,-0.0379381,-0.0370584,-0.0362051,-0.0353773
449,280.39,-0.0398518,-0.0389032,-0.0379866,-0.0370991,-0.0362385,-0.0354038,-0.034594
450,283.657,-0.0389714,-0.0380433,-0.0371466,-0.0362784,-0.0354365,-0.0346199,-0.0338278
451,286.962,-0.03811,-0.0372022,-0.0363249,-0.0354755,-0.034652,-0.0338532,-0.0330783
452,290.305,-0.0372675,-0.0363793,-0.0355211,-0.0346902,-0.0338846,-0.0331032,-0.0323452
453,293.686,-0.0364432,-0.0355744,-0.0347349,-0.033922,-0.033134,-0.0323696,-0.0316281
454,297.107,-0.035637,-0.034787,-0.0339657,-0.0331706,-0.0323997,-0.031652,-0.0309267
455,300.568,-0.0348483,-0.0340169,-0.0332134,-0.0324356,-0.0316815,-0.0309501,-0.0302407
456,304.069,-0.0340769,-0.0332635,-0.0324776,-0.0317167,-0.0309791,-0.0302636,-0.0295697
457,307.61,-0.0333222,-0.0325266,-0.0317578,-0.0310135,-0.030292,-0.0295921,-0.0289133
458,311.192,-0.0325841,-0.0318058,-0.0310537,-0.0303257,-0.0296199,-0.0289353,-0.0282714
459,314.816,-0.0318621,-0.0311007,-0.030365,-0.0296529,-0.0289625,-0.028293,-0.0276435
460,318.482,-0.0311558,-0.0304111,-0.0296915,-0.0289949,-0.0283196,-0.0276646,-0.0270294
461,322.19,-0.030465,-0.0297366,-0.0290326,-0.0283513,-0.0276907,-0.0270501,-0.0264288
462,325.941,-0.0297894,-0.0290768,-0.0283882,-0.0277217,-0.0270757,-0.0264491,-0.0258414
463,329.736,-0.0291285,-0.0284315,-0.0277579,-0.027106,-0.0264741,-0.0258612,-0.0252668
464,333.574,-0.0284821,-0.0278003,-0.0271415,-0.0265038,-0.0258857,-0.0252863,-0.0247049
465,337.457,-0.0278498,-0.0271829,-0.0265385,-0.0259148,-0.0253103,-0.024724,-0.0241553
466,341.385,-0.0272314,-0.0265791,-0.0259488,-0.0253388,-0.0247475,-0.024174,-0.0236178
467,345.359,-0.0266266,-0.0259886,-0.025372,-0.0247754,-0.024197,-0.0236361,-0.0230922
468,349.379,-0.026035,-0.025411,-0.0248079,-0.0242244,-0.0236587,-0.0231101,-0.0225781
469,353.445,-0.0254564,-0.024846,-0.0242562,-0.0236854,-0.0231322,-0.0225956,-0.0220753
470,357.558,-0.0248905,-0.0242935,-0.0237166,-0.0231584,-0.0226173,-0.0220925,-0.0215836
471,361.719,-0.0243371,-0.0237532,-0.0231889,-0.0226429,-0.0221137,-0.0216004,-0.0211027
472,365.928,-0.0237958,-0.0232247,-0.0226728,-0.0221388,-0.0216212,-0.0211192,-0.0206325
473,370.186,-0.0232664,-0.0227078,-0.022168,-0.0216457,-0.0211395,-0.0206486,-0.0201725
474,374.493,-0.0227486,-0.0222023,-0.0216744,-0.0211636,-0.0206685,-0.0201884,-0.0197228
475,378.85,-0.0222422,-0.0217079,-0.0211916,-0.020692,-0.0202078,-0.0197383,-0.0192829
476,383.258,-0.021747,-0.0212245,-0.0207195,-0.0202309,-0.0197573,-0.0192981,-0.0188528
477,387.717,-0.0212627,-0.0207516,-0.0202577,-0.0197799,-0.0193167,-0.0188677,-0.0184322
478,392.227,-0.0207891,-0.0202892,-0.0198062,-0.0193388,-0.0188859,-0.0184467,-0.0180208
479,396.79,-0.0203258,-0.019837,-0.0193646,-0.0189075,-0.0184646,-0.0180351,-0.0176185
480,401.405,-0.0198728,-0.0193947,-0.0189327,-0.0184857,-0.0180525,-0.0176325,-0.0172252
481,406.074,-0.0194298,-0.0189622,-0.0185104,-0.0180733,-0.0176496,-0.0172388,-0.0168405
482,410.797,-0.0189966,-0.0185393,-0.0180974,-0.0176699,-0.0172556,-0.0168539,-0.0164643
483,415.575,-0.0185729,-0.0181257,-0.0176935,-0.0172754,-0.0168703,-0.0164774,-0.0160965
484,420.408,-0.0181585,-0.0177212,-0.0172985,-0.0168897,-0.0164935,-0.0161093,-0.0157368
485,425.297,-0.0177534,-0.0173257,-0.0169123,-0.0165125,-0.016125,-0.0157493,-0.015385
486,430.242,-0.0173571,-0.0169389,-0.0165346,-0.0161436,-0.0157647,-0.0153973,-0.0150411
487,435.245,-0.0169696,-0.0165606,-0.0161653,-0.0157829,-0.0154124,-0.0150531,-0.0147048
488,440.306,-0.0165907,-0.0161907,-0.0158041,-0.0154302,-0.0150679,-0.0147165,-0.0143759
489,445.426,-0.0162202,-0.015829,-0.015451,-0.0150853,-0.014731,-0.0143874,-0.0140543
490,450.605,-0.0158578,-0.0154753,-0.0151056,-0.014748,-0.0144015,-0.0140656,-0.0137398
491,455.844,-0.0155035,-0.0151294,-0.0147679,-0.0144182,-0.0140794,-0.0137509,-0.0134323
492,461.143,-0.015157,-0.0147912,-0.0144377,-0.0140958,-0.0137644,-0.0134432,-0.0131317
493,466.504,-0.0148182,-0.0144605,-0.0141148,-0.0137804,-0.0134564,-0.0131423,-0.0128377
494,471.927,-0.0144869,-0.0141371,-0.013799,-0.0134721,-0.0131552,-0.0128481,-0.0125502
495,477.413,-0.014163,-0.0138209,-0.0134903,-0.0131706,-0.0128607,-0.0125604,-0.0122691
496,482.963,-0.0138462,-0.0135117,-0.0131884,-0.0128757,-0.0125728,-0.0122791,-0.0119943
497,488.577,-0.0135364,-0.0132093,-0.0128932,-0.0125875,-0.0122912,-0.012004,-0.0117256
498,494.255,-0.0132335,-0.0129136,-0.0126045,-0.0123056,-0.0120159,-0.0117351,-0.0114628
499,500,-0.0129373,-0.0126246,-0.0123223,-0.01203,-0.0117467,-0.0114721,-0.0112031
