gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
0,0,0,0,0,0.00609844,0.00609844,0.00609844,0.113135,0.113135,0.113135,0,0,0,0.00609844,0.00609844,0.00609844,0.113135,0.113135,0.113135,0,0,0,0.00609844,0.00609844,0.00609844,0.113135,0.113135,0.113135,0,0,0,0.00609844,0.00609844,0.00609844,0.113135,0.113135,0.113135,0,0,0,0.00609844,0.00609844,0.00609844,0.113135,0.113135,0.113135,0,0,0,0.00609844,0.00609844,0.00609844,0.113135,0.113135,0.113135,0,0,0,0.00609844,0.00609844,0.00609844,0.113135,0.113135,0.113135,0,0,0,0.00609844,0.00609844,0.00609844,0.113135,0.113135,0.113135,0,0,0,0.00609844,0.00609844,0.00609844,0.113135,0.113135,0.113135
1,0.0685139,0,0,0,0.0605206,0.0605206,0.0605206,0.166853,0.166853,0.166853,0,0,0,0.0605206,0.0605206,0.0605206,0.166853,0.166853,0.166853,0,0,0,0.0605206,0.0605206,0.0605206,0.166853,0.166853,0.166853,0,0,0,0.0605206,0.0605206,0.0605206,0.166853,0.166853,0.166853,0,0,0,0.0605206,0.0605206,0.0605206,0.166853,0.166853,0.166853,0,0,0,0.0605206,0.0605206,0.0605206,0.166853,0.166853,0.166853,0,0,0,0.0605206,0.0605206,0.0605206,0.166853,0.166853,0.166853,0,0,0,0.0605206,0.0605206,0.0605206,0.166853,0.166853,0.166853,0,0,0,0.0605206,0.0605206,0.0605206,0.166853,0.166853,0.166853
2,0.139962,0.0322553,0.0322553,0.0322553,0.108188,0.11174,0.11174,0.205481,0.211198,0.225417,0.0322553,0.0322553,0.0322553,0.108188,0.11174,0.11174,0.205481,0.211198,0.225417,0.0322553,0.0322553,0.0322553,0.108188,0.11174,0.11174,0.205481,0.211198,0.225417,0.0322553,0.0322553,0.0322553,0.111454,0.11174,0.11174,0.222869,0.223931,0.225417,0.0322553,0.0322553,0.0322553,0.111454,0.11174,0.11174,0.222869,0.223931,0.225417,0.0322553,0.0322553,0.0322553,0.111454,0.11174,0.11174,0.222869,0.223931,0.225417,0.0322553,0.0322553,0.0322553,0.11472,0.11174,0.11174,0.240409,0.236702,0.225417,0.0322553,0.0322553,0.0322553,0.11472,0.11174,0.11174,0.240409,0.236702,0.225417,0.0322553,0.0322553,0.0322553,0.11472,0.11174,0.11174,0.240409,0.236702,0.225417
3,0.214469,0.0864516,0.0864516,0.0864516,0.146288,0.167487,0.167487,0.249161,0.257874,0.275191,0.0864516,0.0864516,0.0864516,0.146288,0.167487,0.167487,0.249161,0.257874,0.275191,0.0864516,0.0864516,0.0864516,0.146288,0.167487,0.167487,0.249161,0.257874,0.275191,0.0864516,0.0864516,0.0864516,0.166417,0.167487,0.167487,0.283763,0.284751,0.286152,0.0864516,0.0864516,0.0864516,0.166417,0.167487,0.167487,0.283763,0.284751,0.286152,0.0864516,0.0864516,0.0864516,0.166417,0.167487,0.167487,0.283763,0.284751,0.286152,0.0864516,0.0864516,0.0864516,0.186545,0.167487,0.167487,0.318924,0.31226,0.297269,0.0864516,0.0864516,0.0864516,0.186545,0.167487,0.167487,0.318924,0.31226,0.297269,0.0864516,0.0864516,0.0864516,0.186545,0.167487,0.167487,0.318924,0.31226,0.297269
4,0.292166,0.13824,0.13824,0.13824,0.200743,0.229682,0.229682,0.301696,0.301696,0.322124,0.13824,0.13824,0.13824,0.200743,0.229682,0.229682,0.301696,0.301696,0.322124,0.13824,0.13824,0.13824,0.200743,0.229682,0.229682,0.301696,0.301696,0.322124,0.13824,0.13824,0.13824,0.228267,0.229682,0.229682,0.349838,0.349838,0.351674,0.13824,0.13824,0.13824,0.228267,0.229682,0.229682,0.349838,0.349838,0.351674,0.13824,0.13824,0.13824,0.228267,0.229682,0.229682,0.349838,0.349838,0.351674,0.13824,0.13824,0.13824,0.255893,0.229682,0.229682,0.398205,0.398205,0.38128,0.13824,0.13824,0.13824,0.255893,0.229682,0.229682,0.398205,0.398205,0.38128,0.13824,0.13824,0.13824,0.255893,0.229682,0.229682,0.398205,0.398205,0.38128
5,0.373191,0.201186,0.201186,0.201186,0.23374,0.294868,0.294868,0.357436,0.357436,0.375723,0.201186,0.201186,0.201186,0.23374,0.294868,0.294868,0.357436,0.357436,0.375723,0.201186,0.201186,0.201186,0.23374,0.294868,0.294868,0.357436,0.357436,0.375723,0.201186,0.201186,0.201186,0.292289,0.294868,0.294868,0.419344,0.419344,0.421142,0.201186,0.201186,0.201186,0.292289,0.294868,0.294868,0.419344,0.419344,0.421142,0.201186,0.201186,0.201186,0.292289,0.294868,0.294868,0.419344,0.419344,0.421142,0.201186,0.201186,0.201186,0.352647,0.294868,0.294868,0.481851,0.481851,0.46666,0.201186,0.201186,0.201186,0.352647,0.294868,0.294868,0.481851,0.481851,0.46666,0.201186,0.201186,0.201186,0.352647,0.294868,0.294868,0.481851,0.481851,0.46666
6,0.457685,0.267259,0.267259,0.267259,0.289081,0.364848,0.364848,0.415948,0.415948,0.437435,0.267259,0.267259,0.267259,0.289081,0.364848,0.364848,0.415948,0.415948,0.437435,0.267259,0.267259,0.267259,0.289081,0.364848,0.364848,0.415948,0.415948,0.437435,0.267259,0.267259,0.267259,0.363009,0.364848,0.364848,0.492708,0.492708,0.494306,0.267259,0.267259,0.267259,0.363009,0.364848,0.364848,0.492708,0.492708,0.494306,0.267259,0.267259,0.267259,0.363009,0.364848,0.364848,0.492708,0.492708,0.494306,0.267259,0.267259,0.267259,0.43775,0.364848,0.364848,0.570528,0.570528,0.551495,0.267259,0.267259,0.267259,0.43775,0.364848,0.364848,0.570528,0.570528,0.551495,0.267259,0.267259,0.267259,0.43775,0.364848,0.364848,0.570528,0.570528,0.551495
7,0.545798,0.338002,0.338002,0.338002,0.348483,0.439144,0.439144,0.477488,0.477488,0.498116,0.338002,0.338002,0.338002,0.348483,0.439144,0.439144,0.477488,0.477488,0.498116,0.338002,0.338002,0.338002,0.348483,0.439144,0.439144,0.477488,0.477488,0.498116,0.338002,0.338002,0.338002,0.437471,0.439144,0.439144,0.570236,0.570236,0.571276,0.338002,0.338002,0.338002,0.437471,0.439144,0.439144,0.570236,0.570236,0.571276,0.338002,0.338002,0.338002,0.437471,0.439144,0.439144,0.570236,0.570236,0.571276,0.338002,0.338002,0.338002,0.528461,0.439144,0.439144,0.663763,0.663763,0.645186,0.338002,0.338002,0.338002,0.528461,0.439144,0.439144,0.663763,0.663763,0.645186,0.338002,0.338002,0.338002,0.528461,0.439144,0.439144,0.663763,0.663763,0.645186
8,0.637684,0.413837,0.413837,0.413837,0.410947,0.517993,0.517993,0.542498,0.542498,0.545865,0.413837,0.413837,0.413837,0.410947,0.517993,0.517993,0.542498,0.542498,0.545865,0.413837,0.413837,0.413837,0.410947,0.517993,0.517993,0.542498,0.542498,0.545865,0.413837,0.413837,0.413837,0.516678,0.517993,0.517993,0.6517,0.6517,0.651864,0.413837,0.413837,0.413837,0.516678,0.517993,0.517993,0.6517,0.6517,0.651864,0.413837,0.413837,0.413837,0.516678,0.517993,0.517993,0.6517,0.6517,0.651864,0.413837,0.413837,0.413837,0.624601,0.517993,0.517993,0.761281,0.761281,0.758238,0.413837,0.413837,0.413837,0.624601,0.517993,0.517993,0.761281,0.761281,0.758238,0.413837,0.413837,0.413837,0.624601,0.517993,0.517993,0.761281,0.761281,0.758238
9,0.733504,0.494612,0.494612,0.494612,0.476842,0.601296,0.601296,0.610973,0.610973,0.614875,0.494612,0.494612,0.494612,0.476842,0.601296,0.601296,0.610973,0.610973,0.614875,0.494612,0.494612,0.494612,0.476842,0.601296,0.601296,0.610973,0.610973,0.614875,0.494612,0.494612,0.494612,0.600515,0.601296,0.601296,0.736821,0.736821,0.737043,0.494612,0.494612,0.494612,0.600515,0.601296,0.601296,0.736821,0.736821,0.737043,0.494612,0.494612,0.494612,0.600515,0.601296,0.601296,0.736821,0.736821,0.737043,0.494612,0.494612,0.494612,0.725305,0.601296,0.601296,0.863647,0.863647,0.860123,0.494612,0.494612,0.494612,0.725305,0.601296,0.601296,0.863647,0.863647,0.860123,0.494612,0.494612,0.494612,0.725305,0.601296,0.601296,0.863647,0.863647,0.860123
