gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
10,0.833427,0.580279,0.580279,0.580279,0.546789,0.688935,0.688935,0.682515,0.682515,0.686973,0.580279,0.580279,0.580279,0.546789,0.688935,0.688935,0.682515,0.682515,0.686973,0.580279,0.580279,0.580279,0.546789,0.688935,0.688935,0.682515,0.682515,0.686973,0.580279,0.580279,0.580279,0.688463,0.688935,0.688935,0.826012,0.826012,0.826311,0.580279,0.580279,0.580279,0.688463,0.688935,0.688935,0.826012,0.826012,0.826311,0.580279,0.580279,0.580279,0.688463,0.688935,0.688935,0.826012,0.826012,0.826311,0.580279,0.580279,0.580279,0.8309,0.688935,0.688935,0.971396,0.971396,0.967265,0.580279,0.580279,0.580279,0.8309,0.688935,0.688935,0.971396,0.971396,0.967265,0.580279,0.580279,0.580279,0.8309,0.688935,0.688935,0.971396,0.971396,0.967265
11,0.937629,0.670694,0.670694,0.670694,0.625522,0.780941,0.780941,0.757298,0.757298,0.762371,0.670694,0.670694,0.670694,0.625522,0.780941,0.780941,0.757298,0.757298,0.762371,0.670694,0.670694,0.670694,0.625522,0.780941,0.780941,0.757298,0.757298,0.762371,0.670694,0.670694,0.670694,0.780782,0.780941,0.780941,0.91991,0.91991,0.920165,0.670694,0.670694,0.670694,0.780782,0.780941,0.780941,0.91991,0.91991,0.920165,0.670694,0.670694,0.670694,0.780782,0.780941,0.780941,0.91991,0.91991,0.920165,0.670694,0.670694,0.670694,0.937779,0.780941,0.780941,1.08443,1.08443,1.0797,0.670694,0.670694,0.670694,0.937779,0.780941,0.780941,1.08443,1.08443,1.0797,0.670694,0.670694,0.670694,0.937779,0.780941,0.780941,1.08443,1.08443,1.0797
12,1.04629,0.765926,0.765926,0.765926,0.710704,0.877563,0.877563,0.835571,0.835571,0.835571,0.765926,0.765926,0.765926,0.710704,0.877563,0.877563,0.835571,0.835571,0.835571,0.765926,0.765926,0.765926,0.710704,0.877563,0.877563,0.835571,0.835571,0.835571,0.765926,0.765926,0.765926,0.877937,0.877563,0.877563,1.01843,1.01843,1.01843,0.765926,0.765926,0.765926,0.877937,0.877563,0.877563,1.01843,1.01843,1.01843,0.765926,0.765926,0.765926,0.877937,0.877563,0.877563,1.01843,1.01843,1.01843,0.765926,0.765926,0.765926,1.04728,0.877563,0.877563,1.20283,1.20283,1.20283,0.765926,0.765926,0.765926,1.04728,0.877563,0.877563,1.20283,1.20283,1.20283,0.765926,0.765926,0.765926,1.04728,0.877563,0.877563,1.20283,1.20283,1.20283
13,1.15961,0.866094,0.866094,0.866094,0.801329,0.979079,0.979079,0.918018,0.918018,0.934759,0.866094,0.866094,0.866094,0.801329,0.979079,0.979079,0.918018,0.918018,0.934759,0.866094,0.866094,0.866094,0.801329,0.979079,0.979079,0.918018,0.918018,0.934759,0.866094,0.866094,0.866094,0.979977,0.979079,0.979079,1.12162,1.12162,1.12216,0.866094,0.866094,0.866094,0.979977,0.979079,0.979079,1.12162,1.12162,1.12216,0.866094,0.866094,0.866094,0.979977,0.979079,0.979079,1.12162,1.12162,1.12216,0.866094,0.866094,0.866094,1.16076,0.979079,0.979079,1.32682,1.32682,1.31094,0.866094,0.866094,0.866094,1.16076,0.979079,0.979079,1.32682,1.32682,1.31094,0.866094,0.866094,0.866094,1.16076,0.979079,0.979079,1.32682,1.32682,1.31094
14,1.27778,0.971372,0.971372,0.971372,0.897676,1.08561,1.08561,1.00443,1.00443,1.02286,0.971372,0.971372,0.971372,0.897676,1.08561,1.08561,1.00443,1.00443,1.02286,0.971372,0.971372,0.971372,0.897676,1.08561,1.08561,1.00443,1.00443,1.02286,0.971372,0.971372,0.971372,1.08711,1.08561,1.08561,1.22967,1.22967,1.23017,0.971372,0.971372,0.971372,1.08711,1.08561,1.08561,1.22967,1.22967,1.23017,0.971372,0.971372,0.971372,1.08711,1.08561,1.08561,1.22967,1.22967,1.23017,0.971372,0.971372,0.971372,1.27827,1.08561,1.08561,1.4565,1.4565,1.43905,0.971372,0.971372,0.971372,1.27827,1.08561,1.08561,1.4565,1.4565,1.43905,0.971372,0.971372,0.971372,1.27827,1.08561,1.08561,1.4565,1.4565,1.43905
15,1.40101,1.08191,1.08191,1.08191,0.997749,1.19729,1.19729,1.09488,1.09488,1.11762,1.08191,1.08191,1.08191,0.997749,1.19729,1.19729,1.09488,1.09488,1.11762,1.08191,1.08191,1.08191,0.997749,1.19729,1.19729,1.09488,1.09488,1.11762,1.08191,1.08191,1.08191,1.19927,1.19729,1.19729,1.34274,1.34274,1.34332,1.08191,1.08191,1.08191,1.19927,1.19729,1.19729,1.34274,1.34274,1.34332,1.08191,1.08191,1.08191,1.19927,1.19729,1.19729,1.34274,1.34274,1.34332,1.08191,1.08191,1.08191,1.40238,1.19729,1.19729,1.5921,1.5921,1.57065,1.08191,1.08191,1.08191,1.40238,1.19729,1.19729,1.5921,1.5921,1.57065,1.08191,1.08191,1.08191,1.40238,1.19729,1.19729,1.5921,1.5921,1.57065
16,1.52952,1.19789,1.19789,1.19789,1.10371,1.3143,1.3143,1.18953,1.18953,1.21712,1.19789,1.19789,1.19789,1.10371,1.3143,1.3143,1.18953,1.18953,1.21712,1.19789,1.19789,1.19789,1.10371,1.3143,1.3143,1.18953,1.18953,1.21712,1.19789,1.19789,1.19789,1.31674,1.3143,1.3143,1.46094,1.46094,1.46175,1.19789,1.19789,1.19789,1.31674,1.3143,1.3143,1.46094,1.46094,1.46175,1.19789,1.19789,1.19789,1.31674,1.3143,1.3143,1.46094,1.46094,1.46175,1.19789,1.19789,1.19789,1.53127,1.3143,1.3143,1.73404,1.73404,1.70792,1.19789,1.19789,1.19789,1.53127,1.3143,1.3143,1.73404,1.73404,1.70792,1.19789,1.19789,1.19789,1.53127,1.3143,1.3143,1.73404,1.73404,1.70792
17,1.66353,1.31948,1.31948,1.31948,1.20992,1.43684,1.43684,1.28859,1.28859,1.32161,1.31948,1.31948,1.31948,1.20992,1.43684,1.43684,1.28859,1.28859,1.32161,1.31948,1.31948,1.31948,1.20992,1.43684,1.43684,1.28859,1.28859,1.32161,1.31948,1.31948,1.31948,1.43964,1.43684,1.43684,1.58452,1.58452,1.58562,1.31948,1.31948,1.31948,1.43964,1.43684,1.43684,1.58452,1.58452,1.58562,1.31948,1.31948,1.31948,1.43964,1.43684,1.43684,1.58452,1.58452,1.58562,1.31948,1.31948,1.31948,1.67092,1.43684,1.43684,1.88261,1.88261,1.85103,1.31948,1.31948,1.31948,1.67092,1.43684,1.43684,1.88261,1.88261,1.85103,1.31948,1.31948,1.31948,1.67092,1.43684,1.43684,1.88261,1.88261,1.85103
18,1.80327,1.44689,1.44689,1.44689,1.32473,1.56511,1.56511,1.39217,1.39217,1.43458,1.44689,1.44689,1.44689,1.32473,1.56511,1.56511,1.39217,1.39217,1.43458,1.44689,1.44689,1.44689,1.32473,1.56511,1.56511,1.39217,1.39217,1.43458,1.44689,1.44689,1.44689,1.56833,1.56511,1.56511,1.71382,1.71382,1.71521,1.44689,1.44689,1.44689,1.56833,1.56511,1.56511,1.71382,1.71382,1.71521,1.44689,1.44689,1.44689,1.56833,1.56511,1.56511,1.71382,1.71382,1.71521,1.44689,1.44689,1.44689,1.81348,1.56511,1.56511,2.03801,2.03801,1.99716,1.44689,1.44689,1.44689,1.81348,1.56511,1.56511,2.03801,2.03801,1.99716,1.44689,1.44689,1.44689,1.81348,1.56511,1.56511,2.03801,2.03801,1.99716
19,1.94901,1.58034,1.58034,1.58034,1.44221,1.69934,1.69934,1.50042,1.50042,1.55704,1.58034,1.58034,1.58034,1.44221,1.69934,1.69934,1.50042,1.50042,1.55704,1.58034,1.58034,1.58034,1.44221,1.69934,1.69934,1.50042,1.50042,1.55704,1.58034,1.58034,1.58034,1.70295,1.69934,1.69934,1.84914,1.84914,1.85074,1.58034,1.58034,1.58034,1.70295,1.69934,1.69934,1.84914,1.84914,1.85074,1.58034,1.58034,1.58034,1.70295,1.69934,1.69934,1.84914,1.84914,1.85074,1.58034,1.58034,1.58034,1.9653,1.69934,1.69934,2.20048,2.20048,2.14575,1.58034,1.58034,1.58034,1.9653,1.69934,1.69934,2.20048,2.20048,2.14575,1.58034,1.58034,1.58034,1.9653,1.69934,1.69934,2.20048,2.20048,2.14575
20,2.10098,1.72005,1.72005,1.72005,1.56554,1.83978,1.83978,1.61358,1.61358,1.68626,1.72005,1.72005,1.72005,1.56554,1.83978,1.83978,1.61358,1.61358,1.68626,1.72005,1.72005,1.72005,1.56554,1.83978,1.83978,1.61358,1.61358,1.68626,1.72005,1.72005,1.72005,1.84378,1.83978,1.83978,1.99066,1.99066,1.99239,1.72005,1.72005,1.72005,1.84378,1.83978,1.83978,1.99066,1.99066,1.99239,1.72005,1.72005,1.72005,1.84378,1.83978,1.83978,1.99066,1.99066,1.99239,1.72005,1.72005,1.72005,2.12366,1.83978,1.83978,2.37031,2.37031,2.29983,1.72005,1.72005,1.72005,2.12366,1.83978,1.83978,2.37031,2.37031,2.29983,1.72005,1.72005,1.72005,2.12366,1.83978,1.83978,2.37031,2.37031,2.29983
21,2.25946,1.86627,1.86627,1.86627,1.69091,1.97091,1.98666,1.73198,1.73198,1.81851,1.86627,1.86627,1.86627,1.69091,1.97091,1.98666,1.73198,1.73198,1.81851,1.86627,1.86627,1.86627,1.69091,1.97091,1.98666,1.73198,1.73198,1.81851,1.86627,1.86627,1.86627,1.99106,1.98721,1.98666,2.13861,2.13861,2.1404,1.86627,1.86627,1.86627,1.99106,1.98721,1.98666,2.13861,2.13861,2.1404,1.86627,1.86627,1.86627,1.99106,1.98721,1.98666,2.13861,2.13861,2.1404,1.86627,1.86627,1.86627,2.29288,2.00351,1.98666,2.54778,2.54778,2.46358,1.86627,1.86627,1.86627,2.29288,2.00351,1.98666,2.54778,2.54778,2.46358,1.86627,1.86627,1.86627,2.29288,2.00351,1.98666,2.54778,2.54778,2.46358
22,2.42473,2.01925,2.01925,2.01925,1.82642,2.10212,2.14025,1.85582,1.85582,1.96198,2.01925,2.01925,2.01925,1.82642,2.10212,2.14025,1.85582,1.85582,1.96198,2.01925,2.01925,2.01925,1.82642,2.10212,2.14025,1.85582,1.85582,1.96198,2.01925,2.01925,2.01925,2.1451,2.14158,2.14025,2.29323,2.29323,2.29511,2.01925,2.01925,2.01925,2.1451,2.14158,2.14025,2.29323,2.29323,2.29511,2.01925,2.01925,2.01925,2.1451,2.14158,2.14025,2.29323,2.29323,2.29511,2.01925,2.01925,2.01925,2.4654,2.18104,2.14025,2.7332,2.7332,2.62951,2.01925,2.01925,2.01925,2.4654,2.18104,2.14025,2.7332,2.7332,2.62951,2.01925,2.01925,2.01925,2.4654,2.18104,2.14025,2.7332,2.7332,2.62951
23,2.59707,2.17926,2.17926,2.17926,1.97329,2.25987,2.30084,1.98528,1.98528,2.10383,2.17926,2.17926,2.17926,1.97329,2.25987,2.30084,1.98528,1.98528,2.10383,2.17926,2.17926,2.17926,1.97329,2.25987,2.30084,1.98528,1.98528,2.10383,2.17926,2.17926,2.17926,2.30613,2.30223,2.30084,2.45481,2.45481,2.45669,2.17926,2.17926,2.17926,2.30613,2.30223,2.30084,2.45481,2.45481,2.45669,2.17926,2.17926,2.17926,2.30613,2.30223,2.30084,2.45481,2.45481,2.45669,2.17926,2.17926,2.17926,2.64058,2.34459,2.30084,2.9269,2.9269,2.81082,2.17926,2.17926,2.17926,2.64058,2.34459,2.30084,2.9269,2.9269,2.81082,2.17926,2.17926,2.17926,2.64058,2.34459,2.30084,2.9269,2.9269,2.81082
24,2.77679,2.34658,2.34658,2.34658,2.1227,2.42476,2.46869,2.12061,2.12061,2.25757,2.34658,2.34658,2.34658,2.1227,2.42476,2.46869,2.12061,2.12061,2.25757,2.34658,2.34658,2.34658,2.1227,2.42476,2.46869,2.12061,2.12061,2.25757,2.34658,2.34658,2.34658,2.47444,2.47016,2.46869,2.62363,2.62363,2.62555,2.34658,2.34658,2.34658,2.47444,2.47016,2.46869,2.62363,2.62363,2.62555,2.34658,2.34658,2.34658,2.47444,2.47016,2.46869,2.62363,2.62363,2.62555,2.34658,2.34658,2.34658,2.82776,2.51555,2.46869,3.12918,3.12918,2.99483,2.34658,2.34658,2.34658,2.82776,2.51555,2.46869,3.12918,3.12918,2.99483,2.34658,2.34658,2.34658,2.82776,2.51555,2.46869,3.12918,3.12918,2.99483
25,2.96421,2.52153,2.52153,2.52153,2.28473,2.59711,2.64413,2.26201,2.26201,2.41378,2.52153,2.52153,2.52153,2.28473,2.59711,2.64413,2.26201,2.26201,2.41378,2.52153,2.52153,2.52153,2.28473,2.59711,2.64413,2.26201,2.26201,2.41378,2.52153,2.52153,2.52153,2.65034,2.64567,2.64413,2.79998,2.79998,2.80192,2.52153,2.52153,2.52153,2.65034,2.64567,2.64413,2.79998,2.79998,2.80192,2.52153,2.52153,2.52153,2.65034,2.64567,2.64413,2.79998,2.79998,2.80192,2.52153,2.52153,2.52153,3.01747,2.69423,2.64413,3.34048,3.34048,3.19145,2.52153,2.52153,2.52153,3.01747,2.69423,2.64413,3.34048,3.34048,3.19145,2.52153,2.52153,2.52153,3.01747,2.69423,2.64413,3.34048,3.34048,3.19145
26,3.15966,2.70439,2.70439,2.70439,2.44932,2.77721,2.82747,2.40979,2.40979,2.58321,2.70439,2.70439,2.70439,2.44932,2.77721,2.82747,2.40979,2.40979,2.58321,2.70439,2.70439,2.70439,2.44932,2.77721,2.82747,2.40979,2.40979,2.58321,2.70439,2.70439,2.70439,2.83413,2.82908,2.82747,2.98416,2.98416,2.98622,2.70439,2.70439,2.70439,2.83413,2.82908,2.82747,2.98416,2.98416,2.98622,2.70439,2.70439,2.70439,2.83413,2.82908,2.82747,2.98416,2.98416,2.98622,2.70439,2.70439,2.70439,3.22044,2.88095,2.82747,3.56125,3.56125,3.39063,2.70439,2.70439,2.70439,3.22044,2.88095,2.82747,3.56125,3.56125,3.39063,2.70439,2.70439,2.70439,3.22044,2.88095,2.82747,3.56125,3.56125,3.39063
27,3.36347,2.89552,2.89552,2.89552,2.62789,2.96541,3.01903,2.56417,2.56417,2.76122,2.89552,2.89552,2.89552,2.62789,2.96541,3.01903,2.56417,2.56417,2.76122,2.89552,2.89552,2.89552,2.62789,2.96541,3.01903,2.56417,2.56417,2.76122,2.89552,2.89552,2.89552,3.02618,3.02072,3.01903,3.17648,3.17648,3.17871,2.89552,2.89552,2.89552,3.02618,3.02072,3.01903,3.17648,3.17648,3.17871,2.89552,2.89552,2.89552,3.02618,3.02072,3.01903,3.17648,3.17648,3.17871,2.89552,2.89552,2.89552,3.42584,3.07604,3.01903,3.79187,3.79187,3.59766,2.89552,2.89552,2.89552,3.42584,3.07604,3.01903,3.79187,3.79187,3.59766,2.89552,2.89552,2.89552,3.42584,3.07604,3.01903,3.79187,3.79187,3.59766
28,3.57601,3.09524,3.09524,3.09524,2.8155,3.15567,3.21916,2.72542,2.74512,2.94167,3.09524,3.09524,3.09524,2.8155,3.15567,3.21916,2.72542,2.74512,2.94167,3.09524,3.09524,3.09524,2.8155,3.15567,3.21916,2.72542,2.74512,2.94167,3.09524,3.09524,3.09524,3.22675,3.22113,3.21916,3.37737,3.3779,3.37972,3.09524,3.09524,3.09524,3.22675,3.22113,3.21916,3.37737,3.3779,3.37972,3.09524,3.09524,3.09524,3.22675,3.22113,3.21916,3.37737,3.3779,3.37972,3.09524,3.09524,3.09524,3.63936,3.28659,3.21916,4.0328,4.01362,3.81929,3.09524,3.09524,3.09524,3.63936,3.28659,3.21916,4.0328,4.01362,3.81929,3.09524,3.09524,3.09524,3.63936,3.28659,3.21916,4.0328,4.01362,3.81929
29,3.79766,3.30392,3.30392,3.30392,3.01258,3.36067,3.42822,2.89382,2.92876,3.13767,3.30392,3.30392,3.30392,3.01258,3.36067,3.42822,2.89382,2.92876,3.13767,3.30392,3.30392,3.30392,3.01258,3.36067,3.42822,2.89382,2.92876,3.13767,3.30392,3.30392,3.30392,3.43624,3.4303,3.42822,3.58724,3.5881,3.58969,3.30392,3.30392,3.30392,3.43624,3.4303,3.42822,3.58724,3.5881,3.58969,3.30392,3.30392,3.30392,3.43624,3.4303,3.42822,3.58724,3.5881,3.58969,3.30392,3.30392,3.30392,3.86124,3.49993,3.42822,4.28443,4.25035,4.04324,3.30392,3.30392,3.30392,3.86124,3.49993,3.42822,4.28443,4.25035,4.04324,3.30392,3.30392,3.30392,3.86124,3.49993,3.42822,4.28443,4.25035,4.04324
