gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0440874,0.212023,0.451737,0.765264,0,0,0,0.0440023,0.211952,0.451673,0.765209,0,0,0,0.0439169,0.21188,0.451608,0.765154,0,0,0,0.0438311,0.211808,0.451543,0.765098,0,0,0,0.0437459,0.211736,0.451479,0.765043,0,0,0,0.0436603,0.211665,0.451414,0.764987,0,0,0,0.0435743,0.211592,0.451349,0.764932
1,0.0156618,0,0,0,0.0527876,0.222525,0.463913,0.77821,0,0,0,0.0527925,0.222562,0.463972,0.778287,0,0,0,0.0527969,0.222598,0.464031,0.778364,0,0,0,0.0528011,0.222634,0.464089,0.77844,0,0,0,0.0528059,0.222672,0.464149,0.778517,0,0,0,0.0528104,0.222708,0.464208,0.778594,0,0,0,0.0528145,0.222744,0.464267,0.77867
2,0.031477,0,0,0,0.061609,0.233196,0.476104,0.791185,0,0,0,0.0617055,0.233344,0.476288,0.791392,0,0,0,0.0618018,0.233491,0.476472,0.791599,0,0,0,0.0618977,0.233638,0.476655,0.791805,0,0,0,0.0619944,0.233786,0.476839,0.792012,0,0,0,0.0620907,0.233935,0.477022,0.792219,0,0,0,0.0621868,0.234085,0.477206,0.792425
3,0.0474469,0,0,0,0.0704539,0.244125,0.488258,0.804165,0,0,0,0.0706412,0.244388,0.488561,0.804505,0,0,0,0.0708283,0.244651,0.488864,0.804844,0,0,0,0.0710151,0.244913,0.489167,0.805183,0,0,0,0.0712026,0.245177,0.489471,0.805523,0,0,0,0.0713898,0.245439,0.489774,0.805862,0,0,0,0.0715768,0.245702,0.490077,0.806201
4,0.0635732,0,0,0,0.0793674,0.255092,0.500413,0.817148,0,0,0,0.0796473,0.255461,0.500841,0.817614,0,0,0,0.0799289,0.25583,0.50127,0.818081,0,0,0,0.0802164,0.256198,0.501697,0.818547,0,0,0,0.0805047,0.256567,0.502136,0.819014,0,0,0,0.0807927,0.256936,0.502575,0.81948,0,0,0,0.0810806,0.257305,0.503014,0.819947
5,0.0798573,0,0,0,0.0886154,0.265994,0.512966,0.830189,0,0,0,0.0889996,0.266475,0.513533,0.830789,0,0,0,0.0893837,0.266957,0.514102,0.831389,0,0,0,0.0897676,0.267438,0.514669,0.831988,0,0,0,0.0901523,0.267921,0.515237,0.832592,0,0,0,0.0905368,0.268402,0.515805,0.833199,0,0,0,0.0909212,0.268884,0.516373,0.833806
6,0.0963008,0,0,0,0.0979458,0.277188,0.525753,0.843493,0,0,0,0.0984208,0.277799,0.526467,0.844237,0,0,0,0.0988957,0.27841,0.527181,0.844981,0,0,0,0.0993704,0.279021,0.527895,0.845724,0,0,0,0.0998459,0.279632,0.52861,0.846468,0,0,0,0.100321,0.280244,0.529323,0.847212,0,0,0,0.100797,0.280855,0.530038,0.847955
7,0.112905,0,0,0,0.107263,0.288636,0.538884,0.856958,0,0,0,0.107835,0.289437,0.539732,0.857844,0,0,0,0.108407,0.290237,0.54058,0.85873,0,0,0,0.108978,0.291037,0.541428,0.859615,0,0,0,0.109551,0.291838,0.542277,0.860502,0,0,0,0.110123,0.292639,0.543124,0.861388,0,0,0,0.110695,0.293439,0.543958,0.862274
8,0.129672,0,0,0,0.116991,0.30129,0.551993,0.87062,0,0,0,0.117717,0.302219,0.552961,0.871645,0,0,0,0.118443,0.303149,0.553929,0.872671,0,0,0,0.119169,0.304078,0.554897,0.873696,0,0,0,0.119896,0.305008,0.555865,0.874722,0,0,0,0.120622,0.305938,0.556833,0.875748,0,0,0,0.121349,0.306887,0.557801,0.876773
9,0.146603,0,0,0.00085458,0.127296,0.314718,0.565154,0.884398,0,0,0.00180813,0.128129,0.31587,0.566249,0.885559,0,0,0.00276132,0.128962,0.317022,0.567345,0.886721,0,0,0.00371444,0.129829,0.318172,0.568439,0.887882,0,0,0.00466857,0.1309,0.319323,0.569536,0.889045,0,0,0.00562263,0.13197,0.320474,0.570631,0.890206,0,0,0.00657633,0.13304,0.321623,0.571727,0.891368
