gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[1 0],VF[1 1],VF[1 2],VF[2 0],VF[2 1],VF[2 2],VF[3 0],VF[3 1],VF[3 2],VF[4 0],VF[4 1],VF[4 2]
181,296.641,-1.21439,-1.21283,-1.21059,-1.21268,-1.21113,-1.20891,-1.21056,-1.20901,-1.20683,-1.208,-1.20645,-1.20431,-1.20499,-1.20346,-1.20136
182,305.381,-1.19812,-1.19658,-1.19438,-1.19649,-1.19495,-1.19276,-1.19445,-1.19292,-1.19076,-1.19199,-1.19046,-1.18835,-1.1891,-1.18759,-1.18551
183,314.377,-1.18205,-1.18053,-1.17835,-1.18048,-1.17896,-1.1768,-1.17853,-1.17701,-1.17488,-1.17616,-1.17465,-1.17256,-1.17338,-1.17189,-1.16984
184,323.636,-1.16617,-1.16467,-1.16252,-1.16466,-1.16317,-1.16103,-1.16279,-1.16129,-1.15919,-1.16052,-1.15903,-1.15696,-1.15785,-1.15638,-1.15435
185,333.167,-1.15048,-1.149,-1.14688,-1.14903,-1.14756,-1.14545,-1.14723,-1.14576,-1.14368,-1.14505,-1.14359,-1.14154,-1.14249,-1.14103,-1.13903
186,342.977,-1.13498,-1.13352,-1.13142,-1.13359,-1.13213,-1.13005,-1.13186,-1.13041,-1.12835,-1.12977,-1.12832,-1.1263,-1.12731,-1.12587,-1.12389
187,353.075,-1.11967,-1.11822,-1.11615,-1.11833,-1.11689,-1.11484,-1.11667,-1.11524,-1.11321,-1.11466,-1.11323,-1.11124,-1.1123,-1.11088,-1.10892
188,363.469,-1.10454,-1.10311,-1.10108,-1.10326,-1.10184,-1.09982,-1.10166,-1.10025,-1.09825,-1.09974,-1.09833,-1.09636,-1.09747,-1.09606,-1.09414
189,374.167,-1.08959,-1.08819,-1.08619,-1.08836,-1.08696,-1.08498,-1.08684,-1.08544,-1.08347,-1.08498,-1.08359,-1.08166,-1.08281,-1.08142,-1.07953
190,385.179,-1.07483,-1.07345,-1.07147,-1.07365,-1.07227,-1.07031,-1.07218,-1.07081,-1.06887,-1.07041,-1.06904,-1.06713,-1.06832,-1.06696,-1.06508
191,396.513,-1.06025,-1.05889,-1.05694,-1.05912,-1.05777,-1.05583,-1.05771,-1.05636,-1.05444,-1.05601,-1.05466,-1.05277,-1.054,-1.05266,-1.05081
192,408.179,-1.04585,-1.04452,-1.04258,-1.04476,-1.04344,-1.04151,-1.04341,-1.04209,-1.04018,-1.04177,-1.04046,-1.03859,-1.03985,-1.03854,-1.0367
193,420.188,-1.03163,-1.03032,-1.02855,-1.03059,-1.02928,-1.02752,-1.02929,-1.02798,-1.02626,-1.02772,-1.02642,-1.02473,-1.02588,-1.02458,-1.02294
194,432.548,-1.01759,-1.01633,-1.01492,-1.01659,-1.01533,-1.01394,-1.01535,-1.01409,-1.01272,-1.01384,-1.01261,-1.01124,-1.01207,-1.01088,-1.00953
195,445.271,-1.00372,-1.00275,-1.00133,-1.00277,-1.0018,-1.00038,-1.00157,-1.00063,-0.999206,-1.00013,-0.999211,-0.997793,-0.998455,-0.997546,-0.996133
196,458.366,-0.990196,-0.989419,-0.987724,-0.989275,-0.98851,-0.986819,-0.988127,-0.987378,-0.985691,-0.986763,-0.986008,-0.984327,-0.985164,-0.984398,-0.982725
197,471.845,-0.977025,-0.976055,-0.974162,-0.976154,-0.975177,-0.973314,-0.975069,-0.974083,-0.972259,-0.973756,-0.972759,-0.970988,-0.972213,-0.971204,-0.969501
198,485.719,-0.96442,-0.9634,-0.961508,-0.963603,-0.962577,-0.960681,-0.962587,-0.961553,-0.959652,-0.961359,-0.960317,-0.958409,-0.959921,-0.958868,-0.95695
199,500,-0.952119,-0.950745,-0.948501,-0.951323,-0.949944,-0.947696,-0.950329,-0.948946,-0.946693,-0.949129,-0.947739,-0.945479,-0.947719,-0.94632,-0.94405
