gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[1 0],dist[1 1],dist[1 2],dist[2 0],dist[2 1],dist[2 2],dist[3 0],dist[3 1],dist[3 2],dist[4 0],dist[4 1],dist[4 2]
119,48.1559,1.2325e-010,1.52966e-010,1.2325e-010,4.74441e-010,5.88828e-010,4.74441e-010,8.15529e-010,1.01215e-009,8.15529e-010,5.82162e-010,7.2252e-010,5.82162e-010,1.8317e-010,2.27331e-010,1.8317e-010
120,49.614,9.58883e-011,1.19007e-010,9.58883e-011,3.67245e-010,4.55787e-010,3.67245e-010,6.29212e-010,7.80912e-010,6.29212e-010,4.46848e-010,5.54582e-010,4.46848e-010,1.38515e-010,1.7191e-010,1.38515e-010
121,51.1148,7.31638e-011,9.08033e-011,7.31638e-011,2.8201e-010,3.50001e-010,2.8201e-010,4.80569e-010,5.96433e-010,4.80569e-010,3.37975e-010,4.19459e-010,3.37975e-010,1.0437e-010,1.29533e-010,1.0437e-010
122,52.6596,5.73121e-011,7.11298e-011,5.73121e-011,2.20452e-010,2.73603e-010,2.20452e-010,3.77364e-010,4.68346e-010,3.77364e-010,2.68907e-010,3.3374e-010,2.68907e-010,8.45676e-011,1.04957e-010,8.45676e-011
123,54.2497,4.5224e-011,5.61274e-011,4.5224e-011,1.72614e-010,2.14231e-010,1.72614e-010,2.90512e-010,3.60553e-010,2.90512e-010,2.0437e-010,2.53643e-010,2.0437e-010,6.44813e-011,8.00275e-011,6.44813e-011
124,55.8863,3.55874e-011,4.41674e-011,3.55874e-011,1.34397e-010,1.668e-010,1.34397e-010,2.24773e-010,2.78966e-010,2.24773e-010,1.5671e-010,1.94493e-010,1.5671e-010,4.86632e-011,6.03958e-011,4.86632e-011
125,57.5709,2.68779e-011,3.33581e-011,2.68779e-011,1.03528e-010,1.28488e-010,1.03528e-010,1.75141e-010,2.17367e-010,1.75141e-010,1.21799e-010,1.51164e-010,1.21799e-010,3.71563e-011,4.61145e-011,3.71563e-011
126,59.3049,2.07046e-011,2.56964e-011,2.07046e-011,7.97588e-011,9.89884e-011,7.97588e-011,1.34409e-010,1.66815e-010,1.34409e-010,9.24081e-011,1.14687e-010,9.24081e-011,2.78336e-011,3.45442e-011,2.78336e-011
127,61.0897,1.54196e-011,1.91372e-011,1.54196e-011,5.90481e-011,7.32844e-011,5.90481e-011,1.00344e-010,1.24537e-010,1.00344e-010,7.02563e-011,8.71949e-011,7.02563e-011,2.15325e-011,2.6724e-011,2.15325e-011
128,62.9268,1.18259e-011,1.46771e-011,1.18259e-011,4.51033e-011,5.59776e-011,4.51033e-011,7.67765e-011,9.52871e-011,7.67765e-011,5.4131e-011,6.71818e-011,5.4131e-011,1.66407e-011,2.06527e-011,1.66407e-011
