gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4]
56,6.46452,-10.1426,-10.1409,-10.1353,-10.1261,-10.1132,-9.94727,-9.94621,-9.94128,-9.93285,-9.92097,-9.73202,-9.73142,-9.72743,-9.71985,-9.7088,-9.5049,-9.50458,-9.50144,-9.49455,-9.48437,-9.27367,-9.27358,-9.27105,-9.26505,-9.25593
57,6.70085,-10.0603,-10.0586,-10.0528,-10.0433,-10.0304,-9.87057,-9.86941,-9.86431,-9.85555,-9.84358,-9.66124,-9.66055,-9.65622,-9.64849,-9.63729,-9.43973,-9.43935,-9.43612,-9.42911,-9.41881,-9.21433,-9.2142,-9.21158,-9.2053,-9.19589
58,6.94411,-9.97829,-9.97651,-9.97055,-9.96081,-9.94795,-9.79404,-9.7928,-9.78758,-9.7787,-9.76641,-9.59049,-9.58971,-9.58523,-9.57722,-9.56583,-9.3747,-9.37433,-9.37065,-9.36361,-9.35312,-9.15474,-9.1546,-9.15184,-9.14554,-9.13568
59,7.19449,-9.8967,-9.89481,-9.88879,-9.87895,-9.86584,-9.71771,-9.71638,-9.71113,-9.7021,-9.6895,-9.51977,-9.51891,-9.51439,-9.50616,-9.49456,-9.30965,-9.30922,-9.30535,-9.29799,-9.28738,-9.09498,-9.09475,-9.09188,-9.08547,-9.07554
60,7.45221,-9.81546,-9.81349,-9.80742,-9.79753,-9.78415,-9.64164,-9.64017,-9.63489,-9.62568,-9.61295,-9.44905,-9.44813,-9.44354,-9.43516,-9.42334,-9.24452,-9.24401,-9.24009,-9.23251,-9.22172,-9.03515,-9.0349,-9.03174,-9.02518,-9.01528
61,7.71748,-9.73461,-9.73252,-9.72644,-9.71641,-9.7028,-9.56575,-9.56412,-9.55881,-9.54946,-9.53674,-9.37844,-9.37734,-9.37273,-9.36427,-9.35243,-9.17929,-9.1787,-9.17473,-9.16707,-9.15599,-8.97518,-8.97493,-8.97164,-8.96469,-8.95479
62,7.99052,-9.65408,-9.65182,-9.64574,-9.63565,-9.62194,-9.49014,-9.48829,-9.48292,-9.47355,-9.4608,-9.30805,-9.30681,-9.30203,-9.29349,-9.28155,-9.11402,-9.11334,-9.10924,-9.10157,-9.09029,-8.91513,-8.91481,-8.9114,-8.90435,-8.89412
63,8.27157,-9.57384,-9.57144,-9.56537,-9.55522,-9.5415,-9.41482,-9.41293,-9.40722,-9.39792,-9.38505,-9.23778,-9.23651,-9.23132,-9.22278,-9.21068,-9.04882,-9.04801,-9.04373,-9.03595,-9.0246,-8.8549,-8.85447,-8.85095,-8.8439,-8.83322
64,8.56085,-9.49409,-9.49154,-9.48535,-9.47519,-9.46146,-9.33962,-9.33774,-9.33174,-9.32241,-9.30943,-9.16755,-9.16617,-9.16087,-9.15206,-9.1399,-8.98368,-8.98271,-8.9782,-8.9702,-8.95887,-8.79445,-8.79395,-8.79036,-8.78319,-8.77246
65,8.85861,-9.41466,-9.41208,-9.40563,-9.39545,-9.38169,-9.26458,-9.26264,-9.25654,-9.24702,-9.23397,-9.09732,-9.09584,-9.09051,-9.08142,-9.06921,-8.91842,-8.91738,-8.91274,-8.90441,-8.89307,-8.73399,-8.73343,-8.72957,-8.72224,-8.71156
66,9.16509,-9.33548,-9.33289,-9.32616,-9.316,-9.30223,-9.18973,-9.1877,-9.18158,-9.1718,-9.15871,-9.02714,-9.0256,-9.0202,-9.01107,-8.99866,-8.85305,-8.85196,-8.84721,-8.83879,-8.82722,-8.67342,-8.67273,-8.66877,-8.6611,-8.65048
67,9.48056,-9.25664,-9.25401,-9.24718,-9.23694,-9.22308,-9.11507,-9.11298,-9.10685,-9.09696,-9.08372,-8.95705,-8.95541,-8.94993,-8.9408,-8.92814,-8.78757,-8.78645,-8.78159,-8.77317,-8.7613,-8.61268,-8.61194,-8.60782,-8.60003,-8.58922
68,9.80527,-9.17809,-9.17545,-9.16853,-9.15819,-9.14426,-9.04062,-9.03842,-9.03229,-9.02235,-9.00897,-8.887,-8.88519,-8.87971,-8.87053,-8.85771,-8.72207,-8.72082,-8.71592,-8.70753,-8.69546,-8.55173,-8.55097,-8.54669,-8.53893,-8.5278
69,10.1395,-9.09989,-9.09717,-9.09025,-9.07971,-9.06576,-8.96636,-8.96402,-8.9579,-8.94788,-8.93441,-8.81703,-8.81512,-8.80962,-8.80037,-8.78754,-8.65663,-8.65527,-8.65032,-8.64182,-8.62972,-8.49063,-8.48982,-8.48542,-8.47763,-8.46628
70,10.4835,-9.02199,-9.01914,-9.01223,-9.00154,-8.98753,-8.89227,-8.88983,-8.88367,-8.87369,-8.86011,-8.74725,-8.74528,-8.73954,-8.73031,-8.71746,-8.5912,-8.58978,-8.58461,-8.57603,-8.56395,-8.42947,-8.42851,-8.42411,-8.41615,-8.40483
71,10.8376,-8.94434,-8.94136,-8.93444,-8.92375,-8.90963,-8.81846,-8.81586,-8.80965,-8.79968,-8.78606,-8.6775,-8.67549,-8.66957,-8.66028,-8.64745,-8.52574,-8.52421,-8.51897,-8.51014,-8.49814,-8.36832,-8.36722,-8.36263,-8.35456,-8.3432
72,11.2021,-8.86694,-8.8639,-8.85699,-8.84626,-8.83208,-8.74488,-8.74219,-8.73579,-8.72581,-8.71221,-8.60784,-8.60576,-8.59981,-8.5903,-8.57755,-8.4602,-8.45862,-8.45335,-8.44429,-8.43229,-8.30697,-8.30582,-8.30115,-8.29285,-8.28143
73,11.5773,-8.78984,-8.78672,-8.7798,-8.76907,-8.7548,-8.67144,-8.6687,-8.66214,-8.65213,-8.63855,-8.53826,-8.53614,-8.53017,-8.52045,-8.50771,-8.39463,-8.39304,-8.38766,-8.37858,-8.36639,-8.24546,-8.24428,-8.23952,-8.23111,-8.2196
