gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
36,2.92586,2.08121,2.08121,2.08121,2.04691,2.04691,2.04691,2.00608,2.00608,2.00608,1.96094,1.96094,1.96094,1.91481,1.91481,1.91481
37,3.05848,2.18536,2.18536,2.18536,2.15037,2.15037,2.15037,2.10892,2.10892,2.10892,2.06298,2.06298,2.06298,2.0154,2.0154,2.0154
38,3.195,2.29329,2.29329,2.29329,2.25773,2.25773,2.25773,2.21554,2.21554,2.21554,2.16904,2.16904,2.16904,2.12066,2.12066,2.12066
39,3.33551,2.40507,2.40507,2.40507,2.36917,2.36917,2.36917,2.32633,2.32633,2.32633,2.27911,2.27911,2.27911,2.23022,2.23022,2.23022
40,3.48015,2.521,2.521,2.521,2.48483,2.48483,2.48483,2.44156,2.44156,2.44156,2.39352,2.39352,2.39352,2.34381,2.34381,2.34381
41,3.62902,2.64123,2.64123,2.64123,2.60477,2.60477,2.60477,2.56121,2.56121,2.56121,2.51255,2.51255,2.51255,2.46187,2.46187,2.46187
42,3.78225,2.76564,2.76564,2.76564,2.72892,2.72892,2.72892,2.68503,2.68503,2.68503,2.63612,2.63612,2.63612,2.58499,2.58499,2.58499
43,3.93998,2.89413,2.89413,2.89413,2.85726,2.85726,2.85726,2.81314,2.81314,2.81314,2.76396,2.76396,2.76396,2.7128,2.7128,2.7128
44,4.10232,3.02692,3.02692,3.02692,2.98987,2.98987,2.98987,2.94558,2.94558,2.94558,2.89613,2.89613,2.89613,2.84472,2.84472,2.84472
45,4.26943,3.16452,3.16452,3.16452,3.1273,3.1273,3.1273,3.08276,3.08276,3.08276,3.03312,3.03312,3.03312,2.98146,2.98146,2.98146
46,4.44143,3.30698,3.30698,3.30698,3.2698,3.2698,3.2698,3.22531,3.22531,3.22531,3.17554,3.17554,3.17554,3.1237,3.1237,3.1237
47,4.61847,3.45421,3.45421,3.45421,3.41706,3.41706,3.41706,3.37272,3.37272,3.37272,3.32299,3.32299,3.32299,3.27107,3.27107,3.27107
48,4.8007,3.60642,3.60642,3.60642,3.56916,3.56916,3.56916,3.52475,3.52475,3.52475,3.47499,3.47499,3.47499,3.42312,3.42312,3.42312
49,4.98827,3.76381,3.76381,3.76381,3.72647,3.72647,3.72647,3.68194,3.68194,3.68194,3.6321,3.6321,3.6321,3.58032,3.58032,3.58032
50,5.18134,3.92651,3.92651,3.92651,3.88919,3.88919,3.88919,3.84463,3.84463,3.84463,3.79476,3.79476,3.79476,3.74306,3.74306,3.74306
51,5.38006,4.09454,4.09454,4.09454,4.05731,4.05731,4.05731,4.01287,4.01287,4.01287,3.96312,3.96312,3.96312,3.91142,3.91142,3.91142
52,5.58461,4.26791,4.26791,4.26791,4.23087,4.23087,4.23087,4.18665,4.18665,4.18665,4.13711,4.13711,4.13711,4.08543,4.08543,4.08543
53,5.79515,4.44703,4.44703,4.44703,4.41018,4.41018,4.41018,4.36621,4.36621,4.36621,4.3169,4.3169,4.3169,4.26535,4.26535,4.26535
54,6.01186,4.63205,4.63205,4.63205,4.59536,4.59536,4.59536,4.55161,4.55161,4.55161,4.5026,4.5026,4.5026,4.4515,4.4515,4.4515
55,6.23493,4.82298,4.82298,4.82298,4.78641,4.78641,4.78641,4.74282,4.74282,4.74282,4.694,4.694,4.694,4.64319,4.64319,4.64319
56,6.46452,5.02007,5.02007,5.02007,4.98366,4.98366,4.98366,4.94024,4.94024,4.94024,4.89153,4.89153,4.89153,4.84078,4.84078,4.84078
57,6.70085,5.22356,5.22356,5.22356,5.18732,5.18732,5.18732,5.14415,5.14415,5.14415,5.09573,5.09573,5.09573,5.04521,5.04521,5.04521
58,6.94411,5.43352,5.43352,5.43352,5.39743,5.39743,5.39743,5.35454,5.35454,5.35454,5.30658,5.30658,5.30658,5.25655,5.25655,5.25655
59,7.19449,5.65019,5.65019,5.65019,5.61428,5.61428,5.61428,5.57164,5.57164,5.57164,5.52406,5.52406,5.52406,5.47451,5.47451,5.47451
60,7.45221,5.87384,5.87384,5.87384,5.83814,5.83814,5.83814,5.79572,5.79572,5.79572,5.74838,5.74838,5.74838,5.69908,5.69908,5.69908
61,7.71748,6.10462,6.10462,6.10462,6.06914,6.06914,6.06914,6.02691,6.02691,6.02691,5.97971,5.97971,5.97971,5.93061,5.93061,5.93061
62,7.99052,6.34264,6.34264,6.34264,6.3073,6.3073,6.3073,6.26524,6.26524,6.26524,6.21826,6.21826,6.21826,6.16951,6.16951,6.16951
63,8.27157,6.58819,6.58819,6.58819,6.55299,6.55299,6.55299,6.51112,6.51112,6.51112,6.46436,6.46436,6.46436,6.41602,6.41602,6.41602
64,8.56085,6.84148,6.84148,6.84148,6.80648,6.80648,6.80648,6.76485,6.76485,6.76485,6.71834,6.71834,6.71834,6.67024,6.67024,6.67024
65,8.85861,7.10272,7.10272,7.10272,7.06793,7.06793,7.06793,7.02661,7.02661,7.02661,6.98041,6.98041,6.98041,6.93245,6.93245,6.93245
66,9.16509,7.37214,7.37214,7.37214,7.33756,7.33756,7.33756,7.29655,7.29655,7.29655,7.25071,7.25071,7.25071,7.20301,7.20301,7.20301
67,9.48056,7.6499,7.6499,7.6499,7.61549,7.61549,7.61549,7.57472,7.57472,7.57472,7.52926,7.52926,7.52926,7.48204,7.48204,7.48204
68,9.80527,7.93619,7.93619,7.93619,7.90196,7.90196,7.90196,7.86137,7.86137,7.86137,7.81617,7.81617,7.81617,7.76936,7.76936,7.76936
69,10.1395,8.23133,8.23133,8.23133,8.19729,8.19729,8.19729,8.1569,8.1569,8.1569,8.11187,8.11187,8.11187,8.06528,8.06528,8.06528
70,10.4835,8.53571,8.53571,8.53571,8.50185,8.50185,8.50185,8.46171,8.46171,8.46171,8.41697,8.41697,8.41697,8.37067,8.37067,8.37067
71,10.8376,8.84948,8.84948,8.84948,8.8158,8.8158,8.8158,8.77592,8.77592,8.77592,8.7315,8.7315,8.7315,8.68559,8.68559,8.68559
72,11.2021,9.17293,9.17293,9.17293,9.1395,9.1395,9.1395,9.09986,9.09986,9.09986,9.05569,9.05569,9.05569,9.00998,9.00998,9.00998
73,11.5773,9.50635,9.50635,9.50635,9.47313,9.47313,9.47313,9.43379,9.43379,9.43379,9.38993,9.38993,9.38993,9.34453,9.34453,9.34453
74,11.9634,9.84993,9.84993,9.84993,9.81699,9.81699,9.81699,9.77793,9.77793,9.77793,9.73436,9.73436,9.73436,9.68928,9.68928,9.68928
75,12.3609,10.2039,10.2039,10.2039,10.1713,10.1713,10.1713,10.1326,10.1326,10.1326,10.0893,10.0893,10.0893,10.0444,10.0444,10.0444
76,12.77,10.5687,10.5687,10.5687,10.5363,10.5363,10.5363,10.4979,10.4979,10.4979,10.4549,10.4549,10.4549,10.4103,10.4103,10.4103
77,13.1911,10.9447,10.9447,10.9447,10.9124,10.9124,10.9124,10.8742,10.8742,10.8742,10.8315,10.8315,10.8315,10.7874,10.7874,10.7874
78,13.6246,11.3321,11.3321,11.3321,11.2999,11.2999,11.2999,11.2618,11.2618,11.2618,11.2193,11.2193,11.2193,11.1755,11.1755,11.1755
79,14.0707,11.7313,11.7313,11.7313,11.6993,11.6993,11.6993,11.6612,11.6612,11.6612,11.6187,11.6187,11.6187,11.5748,11.5748,11.5748
80,14.5299,12.1427,12.1427,12.1427,12.1107,12.1107,12.1107,12.0728,12.0728,12.0728,12.0305,12.0305,12.0305,11.9868,11.9868,11.9868
81,15.0026,12.5665,12.5665,12.5665,12.5347,12.5347,12.5347,12.497,12.497,12.497,12.455,12.455,12.455,12.4117,12.4117,12.4117
82,15.4891,13.0032,13.0032,13.0032,12.9716,12.9716,12.9716,12.9341,12.9341,12.9341,12.8924,12.8924,12.8924,12.8494,12.8494,12.8494
83,15.9899,13.4531,13.4531,13.4531,13.4217,13.4217,13.4217,13.3844,13.3844,13.3844,13.343,13.343,13.343,13.3002,13.3002,13.3002
84,16.5054,13.9167,13.9167,13.9167,13.8854,13.8854,13.8854,13.8484,13.8484,13.8484,13.8072,13.8072,13.8072,13.7647,13.7647,13.7647
85,17.036,14.3943,14.3943,14.3943,14.3632,14.3632,14.3632,14.3263,14.3263,14.3263,14.2853,14.2853,14.2853,14.2431,14.2431,14.2431
86,17.5821,14.8864,14.8864,14.8864,14.8554,14.8554,14.8554,14.8187,14.8187,14.8187,14.7779,14.7779,14.7779,14.7359,14.7359,14.7359
87,18.1442,15.3932,15.3932,15.3932,15.3624,15.3624,15.3624,15.3259,15.3259,15.3259,15.2853,15.2853,15.2853,15.2435,15.2435,15.2435
88,18.7228,15.9153,15.9153,15.9153,15.8846,15.8846,15.8846,15.8483,15.8483,15.8483,15.8079,15.8079,15.8079,15.7663,15.7663,15.7663
89,19.3184,16.4528,16.4528,16.4528,16.4224,16.4224,16.4224,16.3863,16.3863,16.3863,16.3462,16.3462,16.3462,16.3047,16.3047,16.3047
90,19.9314,17.0065,17.0065,17.0065,16.9763,16.9763,16.9763,16.9404,16.9404,16.9404,16.9005,16.9005,16.9005,16.8591,16.8591,16.8591
91,20.5623,17.5769,17.5769,17.5769,17.5467,17.5467,17.5467,17.511,17.511,17.511,17.4712,17.4712,17.4712,17.43,17.43,17.43
92,21.2118,18.1645,18.1645,18.1645,18.1344,18.1344,18.1344,18.0988,18.0988,18.0988,18.0591,18.0591,18.0591,18.018,18.018,18.018
93,21.8803,18.7695,18.7695,18.7695,18.7396,18.7396,18.7396,18.7042,18.7042,18.7042,18.6645,18.6645,18.6645,18.6236,18.6236,18.6236
94,22.5684,19.3925,19.3925,19.3925,19.3628,19.3628,19.3628,19.3275,19.3275,19.3275,19.2882,19.2882,19.2882,19.2475,19.2475,19.2475
95,23.2766,20.034,20.034,20.034,20.0044,20.0044,20.0044,19.9694,19.9694,19.9694,19.9304,19.9304,19.9304,19.8902,19.8902,19.8902
96,24.0056,20.6948,20.6948,20.6948,20.6652,20.6652,20.6652,20.6303,20.6303,20.6303,20.5915,20.5915,20.5915,20.5516,20.5516,20.5516
97,24.756,21.3753,21.3753,21.3753,21.3458,21.3458,21.3458,21.3109,21.3109,21.3109,21.2721,21.2721,21.2721,21.2322,21.2322,21.2322
98,25.5283,22.0762,22.0762,22.0762,22.0469,22.0469,22.0469,22.0121,22.0121,22.0121,21.9733,21.9733,21.9733,21.9334,21.9334,21.9334
99,26.3233,22.798,22.798,22.798,22.7688,22.7688,22.7688,22.7342,22.7342,22.7342,22.6957,22.6957,22.6957,22.6559,22.6559,22.6559
100,27.1416,23.5413,23.5413,23.5413,23.5121,23.5121,23.5121,23.4777,23.4777,23.4777,23.4394,23.4394,23.4394,23.3999,23.3999,23.3999
101,27.9838,24.3067,24.3067,24.3067,24.2776,24.2776,24.2776,24.2432,24.2432,24.2432,24.205,24.205,24.205,24.1657,24.1657,24.1657
102,28.8508,25.095,25.095,25.095,25.0659,25.0659,25.0659,25.0317,25.0317,25.0317,24.9936,24.9936,24.9936,24.9543,24.9543,24.9543
103,29.7431,25.9067,25.9067,25.9067,25.8777,25.8777,25.8777,25.8435,25.8435,25.8435,25.8055,25.8055,25.8055,25.7663,25.7663,25.7663
104,30.6616,26.7426,26.7426,26.7426,26.7137,26.7137,26.7137,26.6795,26.6795,26.6795,26.6415,26.6415,26.6415,26.6024,26.6024,26.6024
105,31.607,27.6033,27.6033,27.6033,27.5744,27.5744,27.5744,27.5404,27.5404,27.5404,27.5025,27.5025,27.5025,27.4636,27.4636,27.4636
106,32.5802,28.4896,28.4896,28.4896,28.4609,28.4609,28.4609,28.427,28.427,28.427,28.3892,28.3892,28.3892,28.3504,28.3504,28.3504
107,33.5818,29.4024,29.4024,29.4024,29.3738,29.3738,29.3738,29.34,29.34,29.34,29.3024,29.3024,29.3024,29.2637,29.2637,29.2637
108,34.6128,30.3422,30.3422,30.3422,30.3137,30.3137,30.3137,30.28,30.28,30.28,30.2425,30.2425,30.2425,30.2039,30.2039,30.2039
109,35.674,31.3099,31.3099,31.3099,31.2815,31.2815,31.2815,31.2479,31.2479,31.2479,31.2106,31.2106,31.2106,31.1721,31.1721,31.1721
110,36.7663,32.3063,32.3063,32.3063,32.278,32.278,32.278,32.2445,32.2445,32.2445,32.2073,32.2073,32.2073,32.169,32.169,32.169
111,37.8906,33.3322,33.3322,33.3322,33.304,33.304,33.304,33.2706,33.2706,33.2706,33.2334,33.2334,33.2334,33.1953,33.1953,33.1953
112,39.0479,34.3885,34.3885,34.3885,34.3603,34.3603,34.3603,34.327,34.327,34.327,34.2899,34.2899,34.2899,34.2519,34.2519,34.2519
113,40.239,35.4761,35.4761,35.4761,35.448,35.448,35.448,35.4147,35.4147,35.4147,35.3777,35.3777,35.3777,35.3397,35.3397,35.3397
114,41.4651,36.5959,36.5959,36.5959,36.5679,36.5679,36.5679,36.5346,36.5346,36.5346,36.4977,36.4977,36.4977,36.4598,36.4598,36.4598
115,42.7271,37.7488,37.7488,37.7488,37.7209,37.7209,37.7209,37.6877,37.6877,37.6877,37.6509,37.6509,37.6509,37.613,37.613,37.613
116,44.0261,38.9358,38.9358,38.9358,38.9079,38.9079,38.9079,38.8749,38.8749,38.8749,38.8382,38.8382,38.8382,38.8003,38.8003,38.8003
117,45.3631,40.1577,40.1577,40.1577,40.13,40.13,40.13,40.0971,40.0971,40.0971,40.0605,40.0605,40.0605,40.0228,40.0228,40.0228
118,46.7394,41.4158,41.4158,41.4158,41.3881,41.3881,41.3881,41.3553,41.3553,41.3553,41.3188,41.3188,41.3188,41.2813,41.2813,41.2813
119,48.1559,42.711,42.711,42.711,42.6833,42.6833,42.6833,42.6506,42.6506,42.6506,42.6142,42.6142,42.6142,42.5768,42.5768,42.5768
120,49.614,44.0444,44.0444,44.0444,44.0167,44.0167,44.0167,43.9841,43.9841,43.9841,43.9477,43.9477,43.9477,43.9104,43.9104,43.9104
121,51.1148,45.417,45.417,45.417,45.3894,45.3894,45.3894,45.3568,45.3568,45.3568,45.3206,45.3206,45.3206,45.2832,45.2832,45.2832
122,52.6596,46.8297,46.8297,46.8297,46.8024,46.8024,46.8024,46.77,46.77,46.77,46.7338,46.7338,46.7338,46.6966,46.6966,46.6966
123,54.2497,48.2842,48.2842,48.2842,48.2568,48.2568,48.2568,48.2245,48.2245,48.2245,48.1885,48.1885,48.1885,48.1515,48.1515,48.1515
124,55.8863,49.7818,49.7818,49.7818,49.7543,49.7543,49.7543,49.7219,49.7219,49.7219,49.6858,49.6858,49.6858,49.6489,49.6489,49.6489
125,57.5709,51.3235,51.3235,51.3235,51.2961,51.2961,51.2961,51.2636,51.2636,51.2636,51.2275,51.2275,51.2275,51.1905,51.1905,51.1905
126,59.3049,52.9107,52.9107,52.9107,52.8833,52.8833,52.8833,52.8509,52.8509,52.8509,52.8149,52.8149,52.8149,52.7779,52.7779,52.7779
127,61.0897,54.5447,54.5447,54.5447,54.5173,54.5173,54.5173,54.485,54.485,54.485,54.4491,54.4491,54.4491,54.4122,54.4122,54.4122
128,62.9268,56.2268,56.2268,56.2268,56.1995,56.1995,56.1995,56.1673,56.1673,56.1673,56.1314,56.1314,56.1314,56.0945,56.0945,56.0945
129,64.8177,57.9584,57.9584,57.9584,57.9313,57.9313,57.9313,57.8991,57.8991,57.8991,57.8633,57.8633,57.8633,57.8264,57.8264,57.8264
130,66.7641,59.7411,59.7411,59.7411,59.714,59.714,59.714,59.6819,59.6819,59.6819,59.6461,59.6461,59.6461,59.6092,59.6092,59.6092
131,68.7675,61.5764,61.5764,61.5764,61.5493,61.5493,61.5493,61.5172,61.5172,61.5172,61.4814,61.4814,61.4814,61.4444,61.4444,61.4444
132,70.8295,63.4657,63.4657,63.4657,63.4386,63.4386,63.4386,63.4065,63.4065,63.4065,63.3707,63.3707,63.3707,63.3338,63.3338,63.3338
133,72.9521,65.4108,65.4108,65.4108,65.3836,65.3836,65.3836,65.3515,65.3515,65.3515,65.3158,65.3158,65.3158,65.279,65.279,65.279
134,75.1368,67.4131,67.4131,67.4131,67.386,67.386,67.386,67.354,67.354,67.354,67.3183,67.3183,67.3183,67.2816,67.2816,67.2816
135,77.3855,69.4745,69.4745,69.4745,69.4474,69.4474,69.4474,69.4154,69.4154,69.4154,69.3798,69.3798,69.3798,69.3432,69.3432,69.3432
136,79.7002,71.5965,71.5965,71.5965,71.5695,71.5695,71.5695,71.5375,71.5375,71.5375,71.502,71.502,71.502,71.4654,71.4654,71.4654
137,82.0826,73.781,73.781,73.781,73.754,73.754,73.754,73.722,73.722,73.722,73.6866,73.6866,73.6866,73.6501,73.6501,73.6501
138,84.5349,76.0298,76.0298,76.0298,76.0028,76.0028,76.0028,75.9709,75.9709,75.9709,75.9354,75.9354,75.9354,75.899,75.899,75.899
139,87.0591,78.3448,78.3448,78.3448,78.3177,78.3177,78.3177,78.2859,78.2859,78.2859,78.2505,78.2505,78.2505,78.2142,78.2142,78.2142
140,89.6572,80.7279,80.7279,80.7279,80.7009,80.7009,80.7009,80.669,80.669,80.669,80.6337,80.6337,80.6337,80.5974,80.5974,80.5974
141,92.3314,83.1811,83.1811,83.1811,83.1541,83.1541,83.1541,83.1223,83.1223,83.1223,83.087,83.087,83.087,83.0507,83.0507,83.0507
142,95.084,85.7065,85.7065,85.7065,85.6795,85.6795,85.6795,85.6477,85.6477,85.6477,85.6124,85.6124,85.6124,85.5762,85.5762,85.5762
143,97.9173,88.3062,88.3062,88.3062,88.2793,88.2793,88.2793,88.2474,88.2474,88.2474,88.2121,88.2121,88.2121,88.1759,88.1759,88.1759
144,100.834,90.9823,90.9823,90.9823,90.9554,90.9554,90.9554,90.9236,90.9236,90.9236,90.8882,90.8882,90.8882,90.8521,90.8521,90.8521
145,103.835,93.7371,93.7371,93.7371,93.7102,93.7102,93.7102,93.6784,93.6784,93.6784,93.6431,93.6431,93.6431,93.607,93.607,93.607
146,106.925,96.5728,96.5728,96.5728,96.5459,96.5459,96.5459,96.5142,96.5142,96.5142,96.4789,96.4789,96.4789,96.4429,96.4429,96.4429
147,110.105,99.4918,99.4918,99.4918,99.465,99.465,99.465,99.4333,99.4333,99.4333,99.3981,99.3981,99.3981,99.362,99.362,99.362
148,113.379,102.497,102.497,102.497,102.47,102.47,102.47,102.438,102.438,102.438,102.403,102.403,102.403,102.367,102.367,102.367
149,116.748,105.59,105.59,105.59,105.563,105.563,105.563,105.531,105.531,105.531,105.496,105.496,105.496,105.46,105.46,105.46
150,120.216,108.774,108.774,108.774,108.747,108.747,108.747,108.715,108.715,108.715,108.68,108.68,108.68,108.644,108.644,108.644
151,123.786,112.051,112.051,112.051,112.025,112.025,112.025,111.993,111.993,111.993,111.958,111.958,111.958,111.922,111.922,111.922
152,127.461,115.425,115.425,115.425,115.398,115.398,115.398,115.367,115.367,115.367,115.332,115.332,115.332,115.296,115.296,115.296
153,131.243,118.898,118.898,118.898,118.871,118.871,118.871,118.84,118.84,118.84,118.805,118.805,118.805,118.769,118.769,118.769
154,135.136,122.473,122.473,122.473,122.446,122.446,122.446,122.415,122.415,122.415,122.38,122.38,122.38,122.344,122.344,122.344
155,139.143,126.153,126.153,126.153,126.126,126.126,126.126,126.094,126.094,126.094,126.06,126.06,126.06,126.024,126.024,126.024
156,143.267,129.94,129.94,129.94,129.914,129.914,129.914,129.882,129.882,129.882,129.848,129.848,129.848,129.812,129.812,129.812
157,147.512,133.84,133.84,133.84,133.813,133.813,133.813,133.781,133.781,133.781,133.747,133.747,133.747,133.711,133.711,133.711
158,151.882,137.853,137.853,137.853,137.826,137.826,137.826,137.795,137.795,137.795,137.76,137.76,137.76,137.725,137.725,137.725
159,156.38,141.984,141.984,141.984,141.958,141.958,141.958,141.926,141.926,141.926,141.892,141.892,141.892,141.856,141.856,141.856
160,161.009,146.237,146.237,146.237,146.21,146.21,146.21,146.179,146.179,146.179,146.144,146.144,146.144,146.108,146.108,146.108
161,165.774,150.615,150.615,150.615,150.588,150.588,150.588,150.556,150.556,150.556,150.521,150.521,150.521,150.486,150.486,150.486
162,170.679,155.12,155.12,155.12,155.094,155.094,155.094,155.062,155.062,155.062,155.027,155.027,155.027,154.992,154.992,154.992
163,175.728,159.759,159.759,159.759,159.732,159.732,159.732,159.7,159.7,159.7,159.665,159.665,159.665,159.63,159.63,159.63
164,180.924,164.533,164.533,164.533,164.506,164.506,164.506,164.475,164.475,164.475,164.44,164.44,164.44,164.404,164.404,164.404
165,186.273,169.447,169.447,169.447,169.42,169.42,169.42,169.389,169.389,169.389,169.354,169.354,169.354,169.318,169.318,169.318
166,191.779,174.506,174.506,174.506,174.479,174.479,174.479,174.447,174.447,174.447,174.413,174.413,174.413,174.377,174.377,174.377
167,197.446,179.712,179.712,179.712,179.686,179.686,179.686,179.654,179.654,179.654,179.619,179.619,179.619,179.584,179.584,179.584
168,203.279,185.072,185.072,185.072,185.045,185.045,185.045,185.014,185.014,185.014,184.979,184.979,184.979,184.944,184.944,184.944
169,209.282,190.589,190.589,190.589,190.562,190.562,190.562,190.531,190.531,190.531,190.496,190.496,190.496,190.46,190.46,190.46
170,215.462,196.268,196.268,196.268,196.241,196.241,196.241,196.21,196.21,196.21,196.175,196.175,196.175,196.139,196.139,196.139
171,221.823,202.113,202.113,202.113,202.086,202.086,202.086,202.055,202.055,202.055,202.02,202.02,202.02,201.984,201.984,201.984
172,228.37,208.129,208.129,208.129,208.103,208.103,208.103,208.071,208.071,208.071,208.036,208.036,208.036,208.001,208.001,208.001
173,235.11,214.323,214.323,214.323,214.296,214.296,214.296,214.265,214.265,214.265,214.23,214.23,214.23,214.194,214.194,214.194
174,242.046,220.697,220.697,220.697,220.671,220.671,220.671,220.639,220.639,220.639,220.604,220.604,220.604,220.569,220.569,220.569
