gridnumber,capital,Portfolio[0 0],Portfolio[1 0],Portfolio[2 0],Portfolio[3 0],Portfolio[4 0],Portfolio[5 0],Portfolio[6 0],Portfolio[0 1],Portfolio[1 1],Portfolio[2 1],Portfolio[3 1],Portfolio[4 1],Portfolio[5 1],Portfolio[6 1],Portfolio[0 2],Portfolio[1 2],Portfolio[2 2],Portfolio[3 2],Portfolio[4 2],Portfolio[5 2],Portfolio[6 2],Portfolio[0 3],Portfolio[1 3],Portfolio[2 3],Portfolio[3 3],Portfolio[4 3],Portfolio[5 3],Portfolio[6 3],Portfolio[0 4],Portfolio[1 4],Portfolio[2 4],Portfolio[3 4],Portfolio[4 4],Portfolio[5 4],Portfolio[6 4],Portfolio[0 5],Portfolio[1 5],Portfolio[2 5],Portfolio[3 5],Portfolio[4 5],Portfolio[5 5],Portfolio[6 5],Portfolio[0 6],Portfolio[1 6],Portfolio[2 6],Portfolio[3 6],Portfolio[4 6],Portfolio[5 6],Portfolio[6 6]
10,0.195332,0.84,0.83,0.83,0.82,0.81,0.79,0.77,0.84,0.83,0.83,0.82,0.81,0.79,0.77,0.84,0.83,0.83,0.82,0.81,0.79,0.77,0.84,0.83,0.83,0.82,0.81,0.79,0.77,0.84,0.83,0.83,0.82,0.81,0.79,0.77,0.84,0.83,0.83,0.82,0.81,0.79,0.77,0.84,0.83,0.83,0.82,0.81,0.79,0.77
11,0.216131,0.8,0.81,0.81,0.8,0.79,0.78,0.77,0.8,0.81,0.81,0.8,0.79,0.78,0.77,0.8,0.81,0.81,0.8,0.79,0.78,0.77,0.8,0.81,0.81,0.8,0.79,0.78,0.77,0.8,0.81,0.81,0.8,0.79,0.78,0.77,0.8,0.81,0.81,0.8,0.79,0.78,0.77,0.8,0.81,0.81,0.8,0.79,0.78,0.77
12,0.237172,0.82,0.82,0.81,0.8,0.79,0.77,0.76,0.82,0.82,0.81,0.8,0.79,0.77,0.76,0.82,0.82,0.81,0.8,0.79,0.77,0.76,0.82,0.82,0.81,0.8,0.79,0.77,0.76,0.82,0.82,0.81,0.8,0.79,0.77,0.76,0.82,0.82,0.81,0.8,0.79,0.77,0.76,0.82,0.82,0.81,0.8,0.79,0.77,0.76
13,0.258456,0.8,0.8,0.8,0.79,0.78,0.77,0.76,0.8,0.8,0.8,0.79,0.78,0.77,0.76,0.8,0.8,0.8,0.79,0.78,0.77,0.76,0.8,0.8,0.8,0.79,0.78,0.77,0.76,0.8,0.8,0.8,0.79,0.78,0.77,0.76,0.8,0.8,0.8,0.79,0.78,0.77,0.76,0.8,0.8,0.8,0.79,0.78,0.77,0.76
14,0.279986,0.81,0.8,0.8,0.79,0.77,0.76,0.75,0.81,0.8,0.8,0.79,0.77,0.76,0.75,0.81,0.8,0.8,0.79,0.77,0.76,0.75,0.81,0.8,0.8,0.79,0.77,0.76,0.75,0.81,0.8,0.8,0.79,0.77,0.76,0.75,0.81,0.8,0.8,0.79,0.77,0.76,0.75,0.81,0.8,0.8,0.79,0.77,0.76,0.75
15,0.301766,0.77,0.78,0.78,0.77,0.77,0.76,0.75,0.77,0.78,0.78,0.77,0.77,0.76,0.75,0.77,0.78,0.78,0.77,0.77,0.76,0.75,0.77,0.78,0.78,0.77,0.77,0.76,0.75,0.77,0.78,0.78,0.77,0.77,0.76,0.75,0.77,0.78,0.78,0.77,0.77,0.76,0.75,0.77,0.78,0.78,0.77,0.77,0.76,0.75
16,0.323799,0.78,0.78,0.77,0.77,0.76,0.75,0.74,0.78,0.78,0.77,0.77,0.76,0.75,0.74,0.78,0.78,0.77,0.77,0.76,0.75,0.74,0.78,0.78,0.77,0.77,0.76,0.75,0.74,0.78,0.78,0.77,0.77,0.76,0.75,0.74,0.78,0.78,0.77,0.77,0.76,0.75,0.74,0.78,0.78,0.77,0.77,0.76,0.75,0.74
17,0.346087,0.77,0.77,0.76,0.76,0.75,0.74,0.73,0.77,0.77,0.76,0.76,0.75,0.74,0.73,0.77,0.77,0.76,0.76,0.75,0.74,0.73,0.77,0.77,0.76,0.76,0.75,0.74,0.73,0.77,0.77,0.76,0.76,0.75,0.74,0.73,0.77,0.77,0.76,0.76,0.75,0.74,0.73,0.77,0.77,0.76,0.76,0.75,0.74,0.73
18,0.368632,0.76,0.76,0.76,0.76,0.75,0.73,0.72,0.76,0.76,0.76,0.76,0.75,0.73,0.72,0.76,0.76,0.76,0.76,0.75,0.73,0.72,0.76,0.76,0.76,0.76,0.75,0.73,0.72,0.76,0.76,0.76,0.76,0.75,0.73,0.72,0.76,0.76,0.76,0.76,0.75,0.73,0.72,0.76,0.76,0.76,0.76,0.75,0.73,0.72
19,0.391439,0.75,0.75,0.75,0.74,0.74,0.73,0.71,0.75,0.75,0.75,0.74,0.74,0.73,0.71,0.75,0.75,0.75,0.74,0.74,0.73,0.71,0.75,0.75,0.75,0.74,0.74,0.73,0.71,0.75,0.75,0.75,0.74,0.74,0.73,0.71,0.75,0.75,0.75,0.74,0.74,0.73,0.71,0.75,0.75,0.75,0.74,0.74,0.73,0.71
20,0.414511,0.75,0.75,0.75,0.74,0.73,0.72,0.71,0.75,0.75,0.75,0.74,0.73,0.72,0.71,0.75,0.75,0.75,0.74,0.73,0.72,0.71,0.75,0.75,0.75,0.74,0.73,0.72,0.71,0.75,0.75,0.75,0.74,0.73,0.72,0.71,0.75,0.75,0.75,0.74,0.73,0.72,0.71,0.75,0.75,0.75,0.74,0.73,0.72,0.71
21,0.437849,0.74,0.74,0.73,0.73,0.72,0.71,0.7,0.74,0.74,0.73,0.73,0.72,0.71,0.7,0.74,0.74,0.73,0.73,0.72,0.71,0.7,0.74,0.74,0.73,0.73,0.72,0.71,0.7,0.74,0.74,0.73,0.73,0.72,0.71,0.7,0.74,0.74,0.73,0.73,0.72,0.71,0.7,0.74,0.74,0.73,0.73,0.72,0.71,0.7
22,0.461458,0.73,0.73,0.72,0.72,0.71,0.7,0.68,0.73,0.73,0.72,0.72,0.71,0.7,0.68,0.73,0.73,0.72,0.72,0.71,0.7,0.68,0.73,0.73,0.72,0.72,0.71,0.7,0.68,0.73,0.73,0.72,0.72,0.71,0.7,0.68,0.73,0.73,0.72,0.72,0.71,0.7,0.68,0.73,0.73,0.72,0.72,0.71,0.7,0.68
23,0.485341,0.72,0.72,0.71,0.71,0.7,0.69,0.68,0.72,0.72,0.71,0.71,0.7,0.69,0.68,0.72,0.72,0.71,0.71,0.7,0.69,0.68,0.72,0.72,0.71,0.71,0.7,0.69,0.68,0.72,0.72,0.71,0.71,0.7,0.69,0.68,0.72,0.72,0.71,0.71,0.7,0.69,0.68,0.72,0.72,0.71,0.71,0.7,0.69,0.68
24,0.5095,0.71,0.71,0.71,0.7,0.69,0.68,0.67,0.71,0.71,0.71,0.7,0.69,0.68,0.67,0.71,0.71,0.71,0.7,0.69,0.68,0.67,0.71,0.71,0.71,0.7,0.69,0.68,0.67,0.71,0.71,0.71,0.7,0.69,0.68,0.67,0.71,0.71,0.71,0.7,0.69,0.68,0.67,0.71,0.71,0.71,0.7,0.69,0.68,0.67
25,0.533939,0.71,0.7,0.7,0.69,0.69,0.67,0.66,0.71,0.7,0.7,0.69,0.69,0.67,0.66,0.71,0.7,0.7,0.69,0.69,0.67,0.66,0.71,0.7,0.7,0.69,0.69,0.67,0.66,0.71,0.7,0.7,0.69,0.69,0.67,0.66,0.71,0.7,0.7,0.69,0.69,0.67,0.66,0.71,0.7,0.7,0.69,0.69,0.67,0.66
26,0.558661,0.69,0.69,0.69,0.68,0.68,0.67,0.66,0.69,0.69,0.69,0.68,0.68,0.67,0.66,0.69,0.69,0.69,0.68,0.68,0.67,0.66,0.69,0.69,0.69,0.68,0.68,0.67,0.66,0.69,0.69,0.69,0.68,0.68,0.67,0.66,0.69,0.69,0.69,0.68,0.68,0.67,0.66,0.69,0.69,0.69,0.68,0.68,0.67,0.66
27,0.58367,0.68,0.68,0.68,0.67,0.66,0.66,0.65,0.68,0.68,0.68,0.67,0.66,0.66,0.65,0.68,0.68,0.68,0.67,0.66,0.66,0.65,0.68,0.68,0.68,0.67,0.66,0.66,0.65,0.68,0.68,0.68,0.67,0.66,0.66,0.65,0.68,0.68,0.68,0.67,0.66,0.66,0.65,0.68,0.68,0.68,0.67,0.66,0.66,0.65
28,0.608968,0.68,0.68,0.67,0.67,0.66,0.65,0.65,0.68,0.68,0.67,0.67,0.66,0.65,0.65,0.68,0.68,0.67,0.67,0.66,0.65,0.65,0.68,0.68,0.67,0.67,0.66,0.65,0.65,0.68,0.68,0.67,0.67,0.66,0.65,0.65,0.68,0.68,0.67,0.67,0.66,0.65,0.65,0.68,0.68,0.67,0.67,0.66,0.65,0.65
29,0.634559,0.68,0.67,0.67,0.66,0.65,0.65,0.64,0.68,0.67,0.67,0.66,0.65,0.65,0.64,0.68,0.67,0.67,0.66,0.65,0.65,0.64,0.68,0.67,0.67,0.66,0.65,0.65,0.64,0.68,0.67,0.67,0.66,0.65,0.65,0.64,0.68,0.67,0.67,0.66,0.65,0.65,0.64,0.68,0.67,0.67,0.66,0.65,0.65,0.64
30,0.660447,0.66,0.66,0.66,0.65,0.65,0.64,0.63,0.66,0.66,0.66,0.65,0.65,0.64,0.63,0.66,0.66,0.66,0.65,0.65,0.64,0.63,0.66,0.66,0.66,0.65,0.65,0.64,0.63,0.66,0.66,0.66,0.65,0.65,0.64,0.63,0.66,0.66,0.66,0.65,0.65,0.64,0.63,0.66,0.66,0.66,0.65,0.65,0.64,0.63
31,0.686635,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.66,0.66,0.65,0.65,0.64,0.64,0.63
32,0.713126,0.65,0.65,0.65,0.64,0.64,0.63,0.62,0.65,0.65,0.65,0.64,0.64,0.63,0.62,0.65,0.65,0.65,0.64,0.64,0.63,0.62,0.65,0.65,0.65,0.64,0.64,0.63,0.62,0.65,0.65,0.65,0.64,0.64,0.63,0.62,0.65,0.65,0.65,0.64,0.64,0.63,0.62,0.65,0.65,0.65,0.64,0.64,0.63,0.62
33,0.739924,0.64,0.64,0.64,0.63,0.63,0.62,0.61,0.64,0.64,0.64,0.63,0.63,0.62,0.61,0.64,0.64,0.64,0.63,0.63,0.62,0.61,0.64,0.64,0.64,0.63,0.63,0.62,0.61,0.64,0.64,0.64,0.63,0.63,0.62,0.61,0.64,0.64,0.64,0.63,0.63,0.62,0.61,0.64,0.64,0.64,0.63,0.63,0.62,0.61
34,0.767033,0.64,0.63,0.63,0.63,0.62,0.61,0.6,0.64,0.63,0.63,0.63,0.62,0.61,0.6,0.64,0.63,0.63,0.63,0.62,0.61,0.6,0.64,0.63,0.63,0.63,0.62,0.61,0.6,0.64,0.63,0.63,0.63,0.62,0.61,0.6,0.64,0.63,0.63,0.63,0.62,0.61,0.6,0.64,0.63,0.63,0.63,0.62,0.61,0.6
35,0.794456,0.63,0.63,0.62,0.62,0.61,0.61,0.6,0.63,0.63,0.62,0.62,0.61,0.61,0.6,0.63,0.63,0.62,0.62,0.61,0.61,0.6,0.63,0.63,0.62,0.62,0.61,0.61,0.6,0.63,0.63,0.62,0.62,0.61,0.61,0.6,0.63,0.63,0.62,0.62,0.61,0.61,0.6,0.63,0.63,0.62,0.62,0.61,0.61,0.6
36,0.822196,0.63,0.62,0.62,0.61,0.6,0.6,0.59,0.63,0.62,0.62,0.61,0.6,0.6,0.59,0.63,0.62,0.62,0.61,0.6,0.6,0.59,0.63,0.62,0.62,0.61,0.6,0.6,0.59,0.63,0.62,0.62,0.61,0.6,0.6,0.59,0.63,0.62,0.62,0.61,0.6,0.6,0.59,0.63,0.62,0.62,0.61,0.6,0.6,0.59
37,0.850258,0.62,0.61,0.61,0.6,0.6,0.59,0.59,0.62,0.61,0.61,0.6,0.6,0.59,0.59,0.62,0.61,0.61,0.6,0.6,0.59,0.59,0.62,0.61,0.61,0.6,0.6,0.59,0.59,0.62,0.61,0.61,0.6,0.6,0.59,0.59,0.62,0.61,0.61,0.6,0.6,0.59,0.59,0.62,0.61,0.61,0.6,0.6,0.59,0.59
38,0.878644,0.61,0.61,0.6,0.6,0.6,0.59,0.58,0.61,0.61,0.6,0.6,0.6,0.59,0.58,0.61,0.61,0.6,0.6,0.6,0.59,0.58,0.61,0.61,0.6,0.6,0.6,0.59,0.58,0.61,0.61,0.6,0.6,0.6,0.59,0.58,0.61,0.61,0.6,0.6,0.6,0.59,0.58,0.61,0.61,0.6,0.6,0.6,0.59,0.58
39,0.90736,0.6,0.6,0.6,0.59,0.59,0.58,0.57,0.6,0.6,0.6,0.59,0.59,0.58,0.57,0.6,0.6,0.6,0.59,0.59,0.58,0.57,0.6,0.6,0.6,0.59,0.59,0.58,0.57,0.6,0.6,0.6,0.59,0.59,0.58,0.57,0.6,0.6,0.6,0.59,0.59,0.58,0.57,0.6,0.6,0.6,0.59,0.59,0.58,0.57
40,0.936408,0.6,0.59,0.59,0.59,0.58,0.57,0.57,0.6,0.59,0.59,0.59,0.58,0.57,0.57,0.6,0.59,0.59,0.59,0.58,0.57,0.57,0.6,0.59,0.59,0.59,0.58,0.57,0.57,0.6,0.59,0.59,0.59,0.58,0.57,0.57,0.6,0.59,0.59,0.59,0.58,0.57,0.57,0.6,0.59,0.59,0.59,0.58,0.57,0.57
41,0.965793,0.59,0.59,0.59,0.58,0.57,0.57,0.56,0.59,0.59,0.59,0.58,0.57,0.57,0.56,0.59,0.59,0.59,0.58,0.57,0.57,0.56,0.59,0.59,0.59,0.58,0.57,0.57,0.56,0.59,0.59,0.59,0.58,0.57,0.57,0.56,0.59,0.59,0.59,0.58,0.57,0.57,0.56,0.59,0.59,0.59,0.58,0.57,0.57,0.56
42,0.995519,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.59,0.59,0.58,0.57,0.57,0.56,0.56
43,1.02559,0.58,0.58,0.57,0.57,0.56,0.56,0.55,0.58,0.58,0.57,0.57,0.56,0.56,0.55,0.58,0.58,0.57,0.57,0.56,0.56,0.55,0.58,0.58,0.57,0.57,0.56,0.56,0.55,0.58,0.58,0.57,0.57,0.56,0.56,0.55,0.58,0.58,0.57,0.57,0.56,0.56,0.55,0.58,0.58,0.57,0.57,0.56,0.56,0.55
44,1.05601,0.57,0.57,0.57,0.56,0.56,0.55,0.54,0.57,0.57,0.57,0.56,0.56,0.55,0.54,0.57,0.57,0.57,0.56,0.56,0.55,0.54,0.57,0.57,0.57,0.56,0.56,0.55,0.54,0.57,0.57,0.57,0.56,0.56,0.55,0.54,0.57,0.57,0.57,0.56,0.56,0.55,0.54,0.57,0.57,0.57,0.56,0.56,0.55,0.54
45,1.08678,0.57,0.56,0.56,0.56,0.55,0.55,0.54,0.57,0.56,0.56,0.56,0.55,0.55,0.54,0.57,0.56,0.56,0.56,0.55,0.55,0.54,0.57,0.56,0.56,0.56,0.55,0.55,0.54,0.57,0.56,0.56,0.56,0.55,0.55,0.54,0.57,0.56,0.56,0.56,0.55,0.55,0.54,0.57,0.56,0.56,0.56,0.55,0.55,0.54
46,1.1179,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.56,0.56,0.55,0.55,0.54,0.54,0.53
47,1.14939,0.56,0.55,0.55,0.55,0.54,0.53,0.53,0.56,0.55,0.55,0.55,0.54,0.53,0.53,0.56,0.55,0.55,0.55,0.54,0.53,0.53,0.56,0.55,0.55,0.55,0.54,0.53,0.53,0.56,0.55,0.55,0.55,0.54,0.53,0.53,0.56,0.55,0.55,0.55,0.54,0.53,0.53,0.56,0.55,0.55,0.55,0.54,0.53,0.53
48,1.18124,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.55,0.55,0.54,0.54,0.53,0.53,0.52
49,1.21346,0.54,0.54,0.54,0.53,0.53,0.52,0.52,0.54,0.54,0.54,0.53,0.53,0.52,0.52,0.54,0.54,0.54,0.53,0.53,0.52,0.52,0.54,0.54,0.54,0.53,0.53,0.52,0.52,0.54,0.54,0.54,0.53,0.53,0.52,0.52,0.54,0.54,0.54,0.53,0.53,0.52,0.52,0.54,0.54,0.54,0.53,0.53,0.52,0.52
50,1.24606,0.54,0.53,0.53,0.53,0.52,0.52,0.51,0.54,0.53,0.53,0.53,0.52,0.52,0.51,0.54,0.53,0.53,0.53,0.52,0.52,0.51,0.54,0.53,0.53,0.53,0.52,0.52,0.51,0.54,0.53,0.53,0.53,0.52,0.52,0.51,0.54,0.53,0.53,0.53,0.52,0.52,0.51,0.54,0.53,0.53,0.53,0.52,0.52,0.51
51,1.27903,0.53,0.53,0.53,0.52,0.52,0.51,0.51,0.53,0.53,0.53,0.52,0.52,0.51,0.51,0.53,0.53,0.53,0.52,0.52,0.51,0.51,0.53,0.53,0.53,0.52,0.52,0.51,0.51,0.53,0.53,0.53,0.52,0.52,0.51,0.51,0.53,0.53,0.53,0.52,0.52,0.51,0.51,0.53,0.53,0.53,0.52,0.52,0.51,0.51
52,1.31239,0.53,0.52,0.52,0.52,0.51,0.51,0.5,0.53,0.52,0.52,0.52,0.51,0.51,0.5,0.53,0.52,0.52,0.52,0.51,0.51,0.5,0.53,0.52,0.52,0.52,0.51,0.51,0.5,0.53,0.52,0.52,0.52,0.51,0.51,0.5,0.53,0.52,0.52,0.52,0.51,0.51,0.5,0.53,0.52,0.52,0.52,0.51,0.51,0.5
53,1.34613,0.52,0.52,0.51,0.51,0.5,0.5,0.5,0.52,0.52,0.51,0.51,0.5,0.5,0.5,0.52,0.52,0.51,0.51,0.5,0.5,0.5,0.52,0.52,0.51,0.51,0.5,0.5,0.5,0.52,0.52,0.51,0.51,0.5,0.5,0.5,0.52,0.52,0.51,0.51,0.5,0.5,0.5,0.52,0.52,0.51,0.51,0.5,0.5,0.5
54,1.38026,0.52,0.51,0.51,0.5,0.5,0.5,0.49,0.52,0.51,0.51,0.5,0.5,0.5,0.49,0.52,0.51,0.51,0.5,0.5,0.5,0.49,0.52,0.51,0.51,0.5,0.5,0.5,0.49,0.52,0.51,0.51,0.5,0.5,0.5,0.49,0.52,0.51,0.51,0.5,0.5,0.5,0.49,0.52,0.51,0.51,0.5,0.5,0.5,0.49
55,1.41479,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.51,0.5,0.5,0.5,0.5,0.49,0.49
56,1.44971,0.5,0.5,0.5,0.5,0.49,0.49,0.48,0.5,0.5,0.5,0.5,0.49,0.49,0.48,0.5,0.5,0.5,0.5,0.49,0.49,0.48,0.5,0.5,0.5,0.5,0.49,0.49,0.48,0.5,0.5,0.5,0.5,0.49,0.49,0.48,0.5,0.5,0.5,0.5,0.49,0.49,0.48,0.5,0.5,0.5,0.5,0.49,0.49,0.48
57,1.48504,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.5,0.5,0.49,0.49,0.49,0.48,0.48
58,1.52078,0.49,0.49,0.49,0.48,0.48,0.48,0.47,0.49,0.49,0.49,0.48,0.48,0.48,0.47,0.49,0.49,0.49,0.48,0.48,0.48,0.47,0.49,0.49,0.49,0.48,0.48,0.48,0.47,0.49,0.49,0.49,0.48,0.48,0.48,0.47,0.49,0.49,0.49,0.48,0.48,0.48,0.47,0.49,0.49,0.49,0.48,0.48,0.48,0.47
59,1.55694,0.49,0.49,0.48,0.48,0.48,0.47,0.47,0.49,0.49,0.48,0.48,0.48,0.47,0.47,0.49,0.49,0.48,0.48,0.48,0.47,0.47,0.49,0.49,0.48,0.48,0.48,0.47,0.47,0.49,0.49,0.48,0.48,0.48,0.47,0.47,0.49,0.49,0.48,0.48,0.48,0.47,0.47,0.49,0.49,0.48,0.48,0.48,0.47,0.47
60,1.59351,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.48,0.48,0.48,0.48,0.47,0.47,0.47
61,1.63051,0.48,0.48,0.48,0.47,0.47,0.46,0.46,0.48,0.48,0.48,0.47,0.47,0.46,0.46,0.48,0.48,0.48,0.47,0.47,0.46,0.46,0.48,0.48,0.48,0.47,0.47,0.46,0.46,0.48,0.48,0.48,0.47,0.47,0.46,0.46,0.48,0.48,0.48,0.47,0.47,0.46,0.46,0.48,0.48,0.48,0.47,0.47,0.46,0.46
62,1.66794,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.48,0.47,0.47,0.47,0.46,0.46,0.46
63,1.7058,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.47,0.47,0.47,0.46,0.46,0.46,0.45
