gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0185364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.0372875,0.00875402,0.00875402,0.00875402,0.00875402,0.00875402,0.00875402,0.00875402,0.00901811,0.00901811,0.00901811,0.00901811,0.00901811,0.00901811,0.00901811,0.0092822,0.0092822,0.0092822,0.0092822,0.0092822,0.0092822,0.0092822,0.0095463,0.0095463,0.0095463,0.0095463,0.0095463,0.0095463,0.0095463,0.00981039,0.00981039,0.00981039,0.00981039,0.00981039,0.00981039,0.00981039,0.0100745,0.0100745,0.0100745,0.0100745,0.0100745,0.0100745,0.0100745,0.0103386,0.0103386,0.0103386,0.0103386,0.0103386,0.0103386,0.0103386
3,0.0562558,0.0217821,0.0217821,0.0217821,0.0217821,0.0217821,0.0217821,0.0217821,0.0221355,0.0221355,0.0221355,0.0221355,0.0221355,0.0221355,0.0221355,0.0224889,0.0224889,0.0224889,0.0224889,0.0224889,0.0224889,0.0224889,0.0228424,0.0228424,0.0228424,0.0228424,0.0228424,0.0228424,0.0228424,0.0231958,0.0231958,0.0231958,0.0231958,0.0231958,0.0231958,0.0231958,0.0235493,0.0235493,0.0235493,0.0235493,0.0235493,0.0235493,0.0235493,0.0239027,0.0239027,0.0239027,0.0239027,0.0239027,0.0239027,0.0239027
4,0.0754439,0.0338434,0.0338434,0.0338434,0.0338434,0.0338434,0.0338434,0.0338434,0.0343174,0.0343174,0.0343174,0.0343174,0.0343174,0.0343174,0.0343174,0.0347914,0.0347914,0.0347914,0.0347914,0.0347914,0.0347914,0.0347914,0.0352654,0.0352654,0.0352654,0.0352654,0.0352654,0.0352654,0.0352654,0.0357394,0.0357394,0.0357394,0.0357394,0.0357394,0.0357394,0.0357394,0.0362134,0.0362134,0.0362134,0.0362134,0.0362134,0.0362134,0.0362134,0.0366874,0.0366874,0.0366874,0.0366874,0.0366874,0.0366874,0.0366874
5,0.0948544,0.047239,0.047239,0.047239,0.047239,0.047239,0.047239,0.047239,0.0479162,0.0479162,0.0479162,0.0479162,0.0479162,0.0479162,0.0479162,0.0485934,0.0485934,0.0485934,0.0485934,0.0485934,0.0485934,0.0485934,0.0492706,0.0492706,0.0492706,0.0492706,0.0492706,0.0492706,0.0492706,0.0499479,0.0499479,0.0499479,0.0499479,0.0499479,0.0499479,0.0499479,0.0506251,0.0506251,0.0506251,0.0506251,0.0506251,0.0506251,0.0506251,0.0513023,0.0513023,0.0513023,0.0513023,0.0513023,0.0513023,0.0513023
6,0.11449,0.0612506,0.0612506,0.0612506,0.0612506,0.0612506,0.0612506,0.0612506,0.0620656,0.0620656,0.0620656,0.0620656,0.0620656,0.0620656,0.0620656,0.0628807,0.0628807,0.0628807,0.0628807,0.0628807,0.0628807,0.0628807,0.0636958,0.0636958,0.0636958,0.0636958,0.0636958,0.0636958,0.0636958,0.0645109,0.0645109,0.0645109,0.0645109,0.0645109,0.0645109,0.0645109,0.065326,0.065326,0.065326,0.065326,0.065326,0.065326,0.065326,0.066141,0.066141,0.066141,0.066141,0.066141,0.066141,0.066141
7,0.134352,0.0753984,0.0753984,0.0753984,0.0753984,0.0753984,0.0753984,0.0753984,0.0764211,0.0764211,0.0764211,0.0764211,0.0764211,0.0764211,0.0764211,0.0774471,0.0774471,0.0774471,0.0774471,0.0774471,0.0774471,0.0774471,0.0784732,0.0784732,0.0784732,0.0784732,0.0784732,0.0784732,0.0784732,0.0794992,0.0794992,0.0794992,0.0794992,0.0794992,0.0794992,0.0794992,0.0805252,0.0805252,0.0805252,0.0805252,0.0805252,0.0805252,0.0805252,0.0815512,0.0815512,0.0815512,0.0815512,0.0815512,0.0815512,0.0815512
8,0.154445,0.0907473,0.0907473,0.0907473,0.0907473,0.0907473,0.0907473,0.0907473,0.0919268,0.0919268,0.0919268,0.0919268,0.0919268,0.0919268,0.0919268,0.0931062,0.0931062,0.0931062,0.0931062,0.0931062,0.0931062,0.0931062,0.0942857,0.0942857,0.0942857,0.0942857,0.0942857,0.0942857,0.0942857,0.0954731,0.0954731,0.0954731,0.0954731,0.0954731,0.0954731,0.0954731,0.0966679,0.0966679,0.0966679,0.0966679,0.0966679,0.0966679,0.0966679,0.0978628,0.0978628,0.0978628,0.0978628,0.0978628,0.0978628,0.0978628
9,0.174771,0.106426,0.106426,0.106426,0.106426,0.106426,0.106426,0.106426,0.107778,0.107778,0.107778,0.107778,0.107778,0.107778,0.107778,0.10913,0.10913,0.10913,0.10913,0.10913,0.10913,0.10913,0.110482,0.110482,0.110482,0.110482,0.110482,0.110482,0.110482,0.111834,0.111834,0.111834,0.111834,0.111834,0.111834,0.111834,0.113187,0.113187,0.113187,0.113187,0.113187,0.113187,0.113187,0.114539,0.114539,0.114539,0.114539,0.114539,0.114539,0.114539
10,0.195332,0.122423,0.122423,0.122423,0.122423,0.122423,0.122423,0.122423,0.123949,0.123949,0.123949,0.123949,0.123949,0.123949,0.123949,0.125476,0.125476,0.125476,0.125476,0.125476,0.125476,0.125476,0.127003,0.127003,0.127003,0.127003,0.127003,0.127003,0.127003,0.12853,0.12853,0.12853,0.12853,0.12853,0.12853,0.12853,0.130057,0.130057,0.130057,0.130057,0.130057,0.130057,0.130057,0.131584,0.131584,0.131584,0.131584,0.131584,0.131584,0.131584
11,0.216131,0.138711,0.138711,0.138711,0.138711,0.138711,0.138711,0.138711,0.140409,0.140409,0.140409,0.140409,0.140409,0.140409,0.140409,0.142107,0.142107,0.142107,0.142107,0.142107,0.142107,0.142107,0.143805,0.143805,0.143805,0.143805,0.143805,0.143805,0.143805,0.145503,0.145503,0.145503,0.145503,0.145503,0.145503,0.145503,0.147201,0.147201,0.147201,0.147201,0.147201,0.147201,0.147201,0.148899,0.148899,0.148899,0.148899,0.148899,0.148899,0.148899
12,0.237172,0.155262,0.155262,0.155262,0.155262,0.155262,0.155262,0.155262,0.157156,0.157156,0.157156,0.157156,0.157156,0.157156,0.157156,0.159049,0.159049,0.159049,0.159049,0.159049,0.159049,0.159049,0.160943,0.160943,0.160943,0.160943,0.160943,0.160943,0.160943,0.162836,0.162836,0.162836,0.162836,0.162836,0.162836,0.162836,0.16473,0.16473,0.16473,0.16473,0.16473,0.16473,0.16473,0.166623,0.166623,0.166623,0.166623,0.166623,0.166623,0.166623
13,0.258456,0.172263,0.172263,0.172263,0.172263,0.172263,0.172263,0.172263,0.174327,0.174327,0.174327,0.174327,0.174327,0.174327,0.174327,0.176427,0.176427,0.176427,0.176427,0.176427,0.176427,0.176427,0.178537,0.178537,0.178537,0.178537,0.178537,0.178537,0.178537,0.180647,0.180647,0.180647,0.180647,0.180647,0.180647,0.180647,0.182757,0.182757,0.182757,0.182757,0.182757,0.182757,0.182757,0.184868,0.184868,0.184868,0.184868,0.184868,0.184868,0.184868
14,0.279986,0.189794,0.189794,0.189794,0.189794,0.189794,0.189794,0.189794,0.19208,0.19208,0.19208,0.19208,0.19208,0.19208,0.19208,0.194366,0.194366,0.194366,0.194366,0.194366,0.194366,0.194366,0.196659,0.196659,0.196659,0.196659,0.196659,0.196659,0.196659,0.198955,0.198955,0.198955,0.198955,0.198955,0.198955,0.198955,0.201252,0.201252,0.201252,0.201252,0.201252,0.201252,0.201252,0.203549,0.203549,0.203549,0.203549,0.203549,0.203549,0.203549
15,0.301766,0.207644,0.207644,0.207644,0.207644,0.207644,0.207644,0.207644,0.210119,0.210119,0.210119,0.210119,0.210119,0.210119,0.210119,0.212595,0.212595,0.212595,0.212595,0.212595,0.212595,0.212595,0.21507,0.21507,0.21507,0.21507,0.21507,0.21507,0.21507,0.217548,0.217548,0.217548,0.217548,0.217548,0.217548,0.217548,0.220028,0.220028,0.220028,0.220028,0.220028,0.220028,0.220028,0.222507,0.222507,0.222507,0.222507,0.222507,0.222507,0.222507
16,0.323799,0.225742,0.225742,0.225742,0.225742,0.225742,0.225742,0.225742,0.228403,0.228403,0.228403,0.228403,0.228403,0.228403,0.228403,0.231063,0.231063,0.231063,0.231063,0.231063,0.231063,0.231063,0.233724,0.233724,0.233724,0.233724,0.233724,0.233724,0.233724,0.236384,0.236384,0.236384,0.236384,0.236384,0.236384,0.236384,0.239059,0.239059,0.239059,0.239059,0.239059,0.239059,0.239059,0.24174,0.24174,0.24174,0.24174,0.24174,0.24174,0.24174
17,0.346087,0.244117,0.244117,0.244117,0.244117,0.244117,0.244117,0.244117,0.246982,0.246982,0.246982,0.246982,0.246982,0.246982,0.246982,0.249847,0.249847,0.249847,0.249847,0.249847,0.249847,0.249847,0.252712,0.252712,0.252712,0.252712,0.252712,0.252712,0.252712,0.255578,0.255578,0.255578,0.255578,0.255578,0.255578,0.255578,0.258443,0.258443,0.258443,0.258443,0.258443,0.258443,0.258443,0.261331,0.261331,0.261331,0.261331,0.261331,0.261331,0.261331
