gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889,-13.889
1,0.0185364,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047,-13.8047
2,0.0372875,-13.7255,-13.7255,-13.7255,-13.7255,-13.7256,-13.7256,-13.7256,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255,-13.7255
3,0.0562558,-13.6476,-13.6476,-13.6476,-13.6476,-13.6477,-13.6477,-13.6477,-13.6476,-13.6476,-13.6476,-13.6476,-13.6477,-13.6477,-13.6477,-13.6476,-13.6476,-13.6476,-13.6476,-13.6477,-13.6477,-13.6477,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476,-13.6476
4,0.0754439,-13.5722,-13.5722,-13.5722,-13.5722,-13.5725,-13.5725,-13.5725,-13.5722,-13.5722,-13.5722,-13.5722,-13.5724,-13.5724,-13.5724,-13.5722,-13.5722,-13.5722,-13.5722,-13.5723,-13.5723,-13.5723,-13.5722,-13.5722,-13.5722,-13.5722,-13.5722,-13.5722,-13.5722,-13.5722,-13.5722,-13.5722,-13.5722,-13.5721,-13.5721,-13.5721,-13.5722,-13.5722,-13.5722,-13.5722,-13.572,-13.572,-13.572,-13.5722,-13.5722,-13.5722,-13.5722,-13.572,-13.572,-13.572
5,0.0948544,-13.498,-13.498,-13.498,-13.498,-13.4982,-13.4982,-13.4982,-13.498,-13.498,-13.498,-13.498,-13.4981,-13.4981,-13.4981,-13.498,-13.498,-13.498,-13.498,-13.4981,-13.4981,-13.4981,-13.498,-13.498,-13.498,-13.498,-13.498,-13.498,-13.498,-13.498,-13.498,-13.498,-13.498,-13.4979,-13.4979,-13.4979,-13.498,-13.498,-13.498,-13.498,-13.4979,-13.4979,-13.4979,-13.498,-13.498,-13.498,-13.498,-13.4978,-13.4978,-13.4978
6,0.11449,-13.4249,-13.4249,-13.4249,-13.4249,-13.4252,-13.4252,-13.4252,-13.4249,-13.4249,-13.4249,-13.4249,-13.4251,-13.4251,-13.4251,-13.4249,-13.4249,-13.4249,-13.4249,-13.425,-13.425,-13.425,-13.4249,-13.4249,-13.4249,-13.4249,-13.4249,-13.4249,-13.4249,-13.4249,-13.4249,-13.4249,-13.4249,-13.4247,-13.4247,-13.4247,-13.4249,-13.4249,-13.4249,-13.4249,-13.4246,-13.4246,-13.4246,-13.4249,-13.4249,-13.4249,-13.4249,-13.4245,-13.4245,-13.4245
7,0.134352,-13.3528,-13.3528,-13.3528,-13.3528,-13.3533,-13.3533,-13.3533,-13.3528,-13.3528,-13.3528,-13.3528,-13.3531,-13.3531,-13.3531,-13.3528,-13.3528,-13.3528,-13.3528,-13.3529,-13.3529,-13.3529,-13.3528,-13.3528,-13.3528,-13.3528,-13.3528,-13.3528,-13.3528,-13.3528,-13.3528,-13.3528,-13.3528,-13.3526,-13.3526,-13.3526,-13.3528,-13.3528,-13.3528,-13.3528,-13.3524,-13.3524,-13.3524,-13.3528,-13.3528,-13.3528,-13.3528,-13.3522,-13.3522,-13.3522
8,0.154445,-13.2815,-13.2815,-13.2815,-13.2815,-13.2822,-13.2822,-13.2822,-13.2815,-13.2815,-13.2815,-13.2815,-13.282,-13.282,-13.282,-13.2815,-13.2815,-13.2815,-13.2815,-13.2817,-13.2817,-13.2817,-13.2815,-13.2815,-13.2815,-13.2815,-13.2815,-13.2815,-13.2815,-13.2815,-13.2815,-13.2815,-13.2815,-13.2813,-13.2813,-13.2813,-13.2815,-13.2815,-13.2815,-13.2815,-13.2811,-13.2811,-13.2811,-13.2815,-13.2815,-13.2815,-13.2815,-13.2809,-13.2809,-13.2809
9,0.174771,-13.2113,-13.2113,-13.2113,-13.2113,-13.2121,-13.2121,-13.2121,-13.2113,-13.2113,-13.2113,-13.2113,-13.2118,-13.2118,-13.2118,-13.2113,-13.2113,-13.2113,-13.2113,-13.2116,-13.2116,-13.2116,-13.2113,-13.2113,-13.2113,-13.2113,-13.2113,-13.2113,-13.2113,-13.2113,-13.2113,-13.2113,-13.2113,-13.211,-13.211,-13.211,-13.2113,-13.2113,-13.2113,-13.2113,-13.2107,-13.2107,-13.2107,-13.2113,-13.2113,-13.2113,-13.2113,-13.2104,-13.2104,-13.2104
10,0.195332,-13.1416,-13.1416,-13.1416,-13.1416,-13.1427,-13.1427,-13.1427,-13.1416,-13.1416,-13.1416,-13.1416,-13.1424,-13.1424,-13.1424,-13.1416,-13.1416,-13.1416,-13.1416,-13.142,-13.142,-13.142,-13.1416,-13.1416,-13.1416,-13.1416,-13.1416,-13.1416,-13.1416,-13.1416,-13.1416,-13.1416,-13.1416,-13.1412,-13.1412,-13.1412,-13.1416,-13.1416,-13.1416,-13.1416,-13.1408,-13.1408,-13.1408,-13.1416,-13.1416,-13.1416,-13.1416,-13.1405,-13.1405,-13.1405
11,0.216131,-13.0725,-13.0725,-13.0725,-13.0725,-13.0739,-13.0739,-13.0739,-13.0725,-13.0725,-13.0725,-13.0725,-13.0735,-13.0735,-13.0735,-13.0725,-13.0725,-13.0725,-13.0725,-13.073,-13.073,-13.073,-13.0725,-13.0725,-13.0725,-13.0725,-13.0725,-13.0725,-13.0725,-13.0725,-13.0725,-13.0725,-13.0725,-13.072,-13.072,-13.072,-13.0725,-13.0725,-13.0725,-13.0725,-13.0715,-13.0715,-13.0715,-13.0725,-13.0725,-13.0725,-13.0725,-13.0711,-13.0711,-13.0711
12,0.237172,-13.004,-13.004,-13.004,-13.004,-13.0055,-13.0055,-13.0055,-13.004,-13.004,-13.004,-13.004,-13.005,-13.005,-13.005,-13.004,-13.004,-13.004,-13.004,-13.0045,-13.0045,-13.0045,-13.004,-13.004,-13.004,-13.004,-13.004,-13.004,-13.004,-13.004,-13.004,-13.004,-13.004,-13.0034,-13.0034,-13.0034,-13.004,-13.004,-13.004,-13.004,-13.0029,-13.0029,-13.0029,-13.004,-13.004,-13.004,-13.004,-13.0024,-13.0024,-13.0024
13,0.258456,-12.936,-12.936,-12.936,-12.936,-12.9377,-12.9377,-12.9377,-12.936,-12.936,-12.936,-12.936,-12.9371,-12.9371,-12.9371,-12.936,-12.936,-12.936,-12.936,-12.9365,-12.9365,-12.9365,-12.936,-12.936,-12.936,-12.936,-12.936,-12.936,-12.936,-12.936,-12.936,-12.936,-12.936,-12.9354,-12.9354,-12.9354,-12.936,-12.936,-12.936,-12.936,-12.9349,-12.9349,-12.9349,-12.936,-12.936,-12.936,-12.936,-12.9343,-12.9343,-12.9343
14,0.279986,-12.8684,-12.8684,-12.8684,-12.8684,-12.8707,-12.8707,-12.8707,-12.8684,-12.8684,-12.8684,-12.8684,-12.8699,-12.8699,-12.8699,-12.8684,-12.8684,-12.8684,-12.8684,-12.8692,-12.8692,-12.8692,-12.8684,-12.8684,-12.8684,-12.8684,-12.8684,-12.8684,-12.8684,-12.8684,-12.8684,-12.8684,-12.8684,-12.8677,-12.8677,-12.8677,-12.8684,-12.8684,-12.8684,-12.8684,-12.8669,-12.8669,-12.8669,-12.8684,-12.8684,-12.8684,-12.8684,-12.8662,-12.8662,-12.8662
