gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0138448,0.064352,0.134694,0.226324,0,0,0,0.0138448,0.064352,0.134694,0.226324,0,0,0,0.0138448,0.064352,0.134694,0.226324,0,0,0,0.0138447,0.0643519,0.134694,0.226324,0,0,0,0.0138446,0.0643519,0.134694,0.226324,0,0,0,0.0138446,0.0643519,0.134694,0.226324,0,0,0,0.0138446,0.0643519,0.134694,0.226324
1,0.0185364,0,0,0,0.0260986,0.077927,0.149563,0.241785,0,0,0,0.0262128,0.0780675,0.149712,0.24194,0,0,0,0.026327,0.078208,0.149861,0.242094,0,0,0,0.0264411,0.0783484,0.150009,0.242249,0,0,0,0.0265552,0.0784889,0.150158,0.242403,0,0,0,0.0266694,0.0786293,0.150307,0.242558,0,0,0,0.0267835,0.0787698,0.150455,0.242713
2,0.0372875,0,0,0,0.0376896,0.092139,0.164707,0.25743,0,0,0,0.0379449,0.0924216,0.16501,0.257742,0,0,0,0.0382001,0.0927042,0.165312,0.258053,0,0,0,0.0384553,0.0929867,0.165614,0.258364,0,0,0,0.0387105,0.0932693,0.165916,0.258677,0,0,0,0.0389657,0.0935519,0.166218,0.258991,0,0,0,0.039221,0.0938344,0.16652,0.259304
3,0.0562558,0,0,0.00960486,0.0506753,0.106755,0.180094,0.273387,0,0,0.0100267,0.0510604,0.10719,0.180552,0.273861,0,0,0.0104485,0.0514455,0.107625,0.181009,0.274334,0,0,0.0108702,0.0518305,0.10806,0.181466,0.274808,0,0,0.0112919,0.0522156,0.108495,0.181923,0.275281,0,0,0.0117137,0.0526007,0.10893,0.182381,0.275755,0,0,0.0121355,0.0529858,0.109365,0.182838,0.276228
4,0.0754439,0,0,0.0230177,0.0642815,0.12164,0.195697,0.289584,0,0,0.0234823,0.0648301,0.122227,0.196317,0.290222,0,0,0.0239469,0.0653786,0.122815,0.196936,0.29086,0,0,0.0244114,0.0659272,0.123402,0.197556,0.291498,0,0,0.0248759,0.0664757,0.123989,0.198176,0.292136,0,0,0.0253405,0.0670243,0.124576,0.198796,0.292774,0,0,0.0258051,0.0675729,0.125163,0.199416,0.293412
5,0.0948544,0,0.000494245,0.0349714,0.0785207,0.136824,0.211646,0.306033,0,0.00120582,0.0355555,0.0792394,0.137586,0.212426,0.306842,0,0.00191739,0.0361396,0.0799582,0.138348,0.213205,0.307651,0,0.00262891,0.0367237,0.0806768,0.13911,0.213984,0.308459,0,0.00334035,0.03731,0.0813955,0.139871,0.214764,0.309268,0,0.00405193,0.0379597,0.0821143,0.140633,0.215543,0.310076,0,0.0047635,0.0386093,0.082833,0.141395,0.216325,0.310885
6,0.11449,0,0.0153021,0.0481836,0.0933997,0.152596,0.227952,0.322773,0,0.0161352,0.0489599,0.0942673,0.153515,0.228906,0.323749,0,0.0169683,0.0497362,0.0951405,0.154435,0.229861,0.324728,0,0.0178013,0.0505124,0.0960258,0.155361,0.230815,0.325708,0,0.0186167,0.0512886,0.096911,0.156288,0.23177,0.326687,0,0.0193005,0.0520649,0.0977963,0.157215,0.232724,0.327667,0,0.0199842,0.0528412,0.0986816,0.158141,0.233679,0.328647
7,0.134352,0,0.0280478,0.062107,0.10873,0.168659,0.244515,0.339765,0,0.028875,0.0630843,0.109769,0.169746,0.245636,0.340914,0.000931576,0.0297021,0.0640617,0.110808,0.170834,0.246756,0.342064,0.00193991,0.0305292,0.065039,0.111846,0.171921,0.247877,0.343213,0.00294817,0.0313563,0.0660163,0.112885,0.173009,0.248997,0.344363,0.00395656,0.0321834,0.0669937,0.113924,0.174096,0.250118,0.345512,0.00496496,0.0330106,0.067971,0.114966,0.175185,0.251238,0.346664
8,0.154445,0.0139964,0.0407724,0.0767778,0.124332,0.184967,0.261302,0.356996,0.0151556,0.0418307,0.0779482,0.125534,0.186223,0.262602,0.358322,0.0163148,0.042889,0.0791185,0.126736,0.187479,0.263903,0.359648,0.017474,0.0439472,0.0802888,0.127938,0.188734,0.265204,0.360974,0.0186156,0.0450054,0.081459,0.12914,0.18999,0.266505,0.3623,0.0195662,0.0460637,0.0826293,0.130342,0.191245,0.267805,0.363626,0.0205168,0.0471219,0.0837997,0.131544,0.192501,0.269106,0.364952
9,0.174771,0.0273243,0.0547004,0.0921806,0.140347,0.201562,0.278421,0.374481,0.0284,0.055898,0.0935049,0.141752,0.202999,0.279893,0.37599,0.0294757,0.0571477,0.0948293,0.143158,0.204436,0.281371,0.377499,0.0305514,0.0584196,0.0961797,0.144564,0.205873,0.28285,0.379008,0.031627,0.0596914,0.0975306,0.14597,0.20731,0.284329,0.380517,0.0327027,0.0609634,0.0988815,0.147375,0.208746,0.285808,0.382026,0.0337784,0.0622353,0.100232,0.148781,0.210183,0.287287,0.383535
