gridnumber,capital,Portfolio[0],Portfolio[1],Portfolio[2],Portfolio[3],Portfolio[4],Portfolio[5],Portfolio[6]
477,387.717,0,0,0,0,0.0005,0.0025,0.0025
478,392.227,0,0,0,0,0.0005,0.0025,0.0025
479,396.79,0,0,0,0,0.0005,0.0025,0.0025
480,401.405,0,0,0,0,0.0005,0.0025,0.0025
481,406.074,0,0,0,0,0.001,0.0025,0.003
482,410.797,0,0,0,0,0.001,0.0025,0.003
483,415.575,0,0,0,0,0.001,0.0025,0.003
484,420.408,0,0,0,0,0.001,0.0025,0.003
485,425.297,0,0,0,0,0.001,0.0025,0.003
486,430.242,0,0,0,0,0.001,0.0025,0.003
487,435.245,0,0,0,0,0.001,0.0025,0.003
488,440.306,0,0,0,0,0.001,0.0025,0.003
489,445.426,0,0,0,0,0.001,0.0025,0.003
490,450.605,0,0,0,0,0.001,0.0025,0.003
491,455.844,0,0,0,0,0.001,0.0025,0.003
492,461.143,0,0,0,0,0.001,0.0025,0.003
493,466.504,0,0,0,0,0.001,0.0025,0.003
494,471.927,0,0,0,0,0.001,0.0025,0.003
495,477.413,0,0,0,0,0.001,0.0025,0.003
496,482.963,0,0,0,0,0.0015,0.0025,0.0035
497,488.577,0,0,0,0,0.0015,0.0025,0.004
498,494.255,0,0,0,0,0.0015,0.0025,0.004
499,500,0,0,0,0,0.0015,0.0025,0.004
